,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
87,3 likes,1 image,"20"" Foldie Foldable Bike folding bike mountain bike foldable road bike adult pink black bicycle kid seat adult kid 27.5 mesh 16 29 "" bag rack food delivery children baby 26 thermal inch 20 seat 24 front child lady WHATSAPP 89501850",168,Brand new,Mailing,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW LIMITED STOCKS
Bicycle are fully assembled (Ready to Ride)
 Delivery to doorstep 

Measurement:
20"""" Wheel size
Weight: approximately 11kg
Suitable for height 125-175
Single speed gear


Other information:
√ Can bring to the MRT, Public transport
√ Can keep nicely in Your Car boot
√ Ergonomically-designed Adjustable seat post
√ High quality tires   
√ Electrostatic Spray painted (Water & Dust Proof coated)

✨Same Day Delivery Available


Please whatsapp for inquiry 😊
🤙
🤙wa.me/6589501850
🤙wa.me/6589501850
🤙 

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,ridestudio,Joined 4 years ago,Not Responsive,Verified,1,0,1,4.6,21,https://www.carousell.sg/p/20-foldie-foldable-bike-folding-bike-mountain-bike-foldable-road-bike-adult-pink-black-bicycle-kid-seat-adult-kid-27-5-mesh-16-29-bag-rack-food-delivery-children-baby-26-thermal-inch-20-seat-24-front-child-lady-whatsapp-89501850-1236989154/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=T2ft2VZWaw8P1_s6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2639
88,17 likes,5 images,[PROMO] SEKA Exceed RDC Super Lightweight Aero Frameset | Naked Black & Flame Red | Limited Stock Left!    Welcome Inquiry!,"2,550 2,700",Brand new,Meetup,1 month ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,click here for quick whatsapp check & deal:  ,N,NA,NA,Y,171 Toa Payoh Lorong 1,life-style_n_design,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/promo-seka-exceed-rdc-super-lightweight-aero-frameset-naked-black-flame-red-limited-stock-left-welcome-inquiry-1235226923/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fx_S38IAuf3IBO_u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2249
89,3 likes,5 images,Triban bicycle,280,Lightly used,Meetup,3 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Hardly used bicycle from Decathlon. View specs attached. Bought at $399 just a few months ago. 
Comes with kick stand (bought and fixed) . ",N,NA,NA,Y,Zion Bishan Bible-Presbyterian Church,kensingtonhall88,Joined 1 year ago,Not Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/triban-bicycle-1225605958/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sgu_vJd2todrVDay&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2407
90,Like,7 images,Gray F15 11speeds road bike,628,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"New Gray F15 road bike 11 speeds 

disc brake

view at Tampines",N,NA,NA,Y,ProHealth Medical Group @ Tampines,benpedal,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,93,https://www.carousell.sg/p/gray-f15-11speeds-road-bike-1242130426/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0QG0HuqBxfGXyj0V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=556
92,17 likes,3 images,Pinarello Dogma F8,"4,588",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Pinarello Dogma F8-complete bike (All original item)
Size 48
Shimano Ultegra
Wheel Angel custom Venn 50mm
Industry 9 Gold Hub
Speciallized Power Saddle

Free Full Bike Service
Free Rear Lights
Free Maap Socks
Free Maap Water Bottle

📍Kuala Lumpur
Can arrange COD to JB 

Price is negotiable ",N,NA,NA,Y,Residensi Hijauan Lumayan,foursoler,Joined 2 years ago,Very Responsive,Verified,1,0,0,5.0,1,https://www.carousell.sg/p/pinarello-dogma-f8-1241746344/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=778
93,22 likes,5 images,Cipollini Logos,800,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"selling frame & fork only.

no crash. 
just normal chips here & there .
made in Italy.
BB386evo
integrated seatpost for lightweight & stiffness.
rim brake.
Size S

top tube 52cm
BB to saddle clamp 65cm",N,NA,NA,Y,Performancebikefitter,performancebikefitter,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,20,https://www.carousell.sg/p/cipollini-logos-1240885092/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YF92fYnGgTRix20Y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1127
94,3 likes,4 images,"Giant,Full Carbon body,TRX.","2,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant,full carbon body,TRX.
Shimano Gear.
Road Bike.
Owner,relocation,busy no time to train and 
Practice.",N,NA,NA,Y,Blossom Residence Condominium,abcdkrh,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,28,https://www.carousell.sg/p/giant-full-carbon-body-trx-1240713792/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=sOeyzyjXT0UVCDvc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1180
95,1 like,1 image,"🔥$200🔥26 INCH Lady bike 7 speed bicycle with rear rack basket black color bike  bicycle "" kid lady 16 baby food delivery 29 children adult thermal 27.5 child seat inch front bag rack 24 20 mesh 26 seat WHATSAPP 89501850",200,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ For Paylah/Paynow to 8950 1850 (Wen) 


Wheel: 26""""
High Carbon Steel
Seat height: 80-90cm
Handlebar Height: 110-120cm
Length: 172cm
Weight: approximately 14kg	
Suitable for 150 - 185cm Height

 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,hyperk,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/🔥-200🔥26-inch-lady-bike-7-speed-bicycle-with-rear-rack-basket-black-color-bike-bicycle-kid-lady-16-baby-food-delivery-29-children-adult-thermal-27-5-child-seat-inch-front-bag-rack-24-20-mesh-26-seat-whatsapp-89501850-1238136397/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=njJIduQ4l4ciRUUW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2065
96,21 likes,2 images,Carbon frame road bike for sale,"1,200",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",For sale.,N,NA,NA,Y,Khatib MRT Station (NS14),mohammadkhairuddin1974,Joined 8 years ago,Mostly Responsive,Verified,1,0,1,5.0,199,https://www.carousell.sg/p/carbon-frame-road-bike-for-sale-1241746080/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=779
97,5 likes,6 images,"""Shimano"" Stealth Saddles",15,Brand new,Meetup,Sunset Way HDB Estate,3 days ago,Posted,Never used. May come with original packaging or tag.,Bought 2 thinking they would fit my backside nicely but turned out my backside didn't agree. One of them was mounted and used on one ride only. The other one is brand new. Selling individually at $15 for one and $28 for two. Length and width as shown on in the pictures. Good for those with wide buttocks. Padding is firm. Looks very nice on the bike with the tail spoiler....,N,NA,NA,Y,Sunset Way HDB Estate,gabey,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,163,https://www.carousell.sg/p/shimano-stealth-saddles-1242978843/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VeufujlyZhqkROXO&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=152
98,20 likes,4 images,BMC Teamachine SLR01 Size 47,"4,750",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Top of the range SLR01 TeamMachine disc brake, internal cable, 11 speed  Shimano Di2, shimano groupset, new SWORK Fly 2 handle bar (bought from SWORK @ Binjai Park). ***Exclude seat and pedal. come with Hubsmith rim not Vision 55, top up to include. Offer to sell",N,NA,NA,Y,Blue Horizon,sgp8088y,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,55,https://www.carousell.sg/p/bmc-teamachine-slr01-size-47-1240318184/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=14WNXEPrZ-qxfrbd&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1354
99,2 likes,7 images,Trek duel sport 8.2 size 21 / 53.3cm,450,Well used,Mailing,3 months ago,Road Bikes,Posted,Has minor flaws or defects.,"decked out and perfectly working trek duel sport 8.2 size 21 or 53.3cm.  im 6' or 183 and it works great for me.  selling be a useful I have more than one bike and want to consolidate. no problems, except consenting flaws and rust on handlebars (I can help clean and re-paint, if you want)   pick up in ntu campus.",Y,Standard delivery Free,3 - 4 working days,N,NA,xavier231,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.9,15,https://www.carousell.sg/p/trek-duel-sport-8-2-size-21-53-3cm-1224245320/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zkAAlOQJwsMD40fg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1782
100,7 likes,2 images,Bike in good condition,22,Well used,Meetup,1 week ago,Road Bikes,Bumped,Has minor flaws or defects.,NA,N,NA,NA,Y,Botanic Gardens MRT Interchange (CC19/DT9),fernf,Joined 5 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/bike-in-good-condition-1220728723/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=771
101,3 likes,1 image,lf size m allez sprint to trade for size s allez sprint,"4,000",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"helping a fren list

pm for his spec 

not willing to too much

",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),ggbubd,Joined 3 years ago,Very Responsive,Verified,1,0,1,4.7,68,https://www.carousell.sg/p/lf-size-m-allez-sprint-to-trade-for-size-s-allez-sprint-1238592430/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=iR1UKnaDCp65iZuh&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1895
102,6 likes,1 image,TREK Madone SLR P1 Gen 6 T47 Disc Frameset,"5,788",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"For Sale 1x Madone SLR P1 Gen 6 Disc Frameset

Colour : Matte Onyx
Size : 47
Frame : 800 Series OCLV Carbon

*Customization of other parts or change of specs can be accommodated
*Frameset is ORIGINAL and NOT OEM or Fake.
*Ready Stock at time of posting",N,NA,NA,Y,Jurong East MRT Interchange (NS1/EW24),bomtoonen,Joined 3 years ago,Very Responsive,Verified,1,1,1,5.0,42,https://www.carousell.sg/p/trek-madone-slr-p1-gen-6-t47-disc-frameset-1242006866/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=618
103,23 likes,2 images,TRIBAN ROADBIKE,250,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","TRIBAN Road Bike from Decathlon.
Silver color.
fully functioning",N,NA,NA,Y,Spottiswoode Park Estate,ankefisch40671,Joined 2 weeks ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/triban-roadbike-1240760447/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YF92fYnGgTRix20Y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1161
104,127 likes,6 images,S-Works SL6 Tarmac (2020/Ultegra/49),"4,795",Lightly used,Meetup,2 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Size 49 Genuine Sworks SL6 Frame
Bought locally from Trilab
Super light &  blazingly fast.
Excellent condition, no accidents or falls. 
- Groupset: Ultregra R8000 w/ Morph carbon oversized pulley wheel system
Crank: S-Works 52-36, 170
Bars: 3T Aeronova carbon size 40cm and Stem: 3T Ark II Pro 100mm
Saddle: S-Works
Wheels: Full Carbon w/ Specialized S-Works Turbo Cotton tyres
Hubs: Chris King & Vision 
Cassette: 11-28 & Chain: KMC 11sp
Cages: Arundel carbon bottle cages  (included)


Viewings welcome.
Rider height 170cm
RFS buying Vespa.
Specialized, Tarmac, SL6, S-Works",N,NA,NA,Y,Parc Emily,scott555,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.8,24,https://www.carousell.sg/p/s-works-sl6-tarmac-2020-ultegra-49-1185746023/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=7
105,19 likes,3 images,Self assembled lady bicycle,88,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,Imported and self assembled. Unused. Self collect. Too many bicycle at home . ,N,NA,NA,Y,Blk 240 Pasir Ris Street 21,anthonywoocheekay,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.5,8,https://www.carousell.sg/p/self-assembled-lady-bicycle-1241510607/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gnaFD4SFE9lc7Zk8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=883
106,55 likes,4 images,SALE! NOMAD OWL - 26 x 2.00 Road City Bike Shimano 3 x 9-speed 27-speed Rear Rack Integrated Rechargeable Front Rear Light Disc Brake Matte Black,599 699,Brand new,Meetup,17 hours ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"✅ In Stock

AVAILABILITY
1) Matte Black ✅
2) Silver ❌

❗ Note: Prices are fixed and non-negotiable.",N,NA,NA,Y,10 Jalan Kilang159410,twotired,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,193,https://www.carousell.sg/p/sale-nomad-owl-26-x-2-00-road-city-bike-shimano-3-x-9-speed-27-speed-rear-rack-integrated-rechargeable-front-rear-light-disc-brake-matte-black-1111253033/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=8
107,60 likes,9 images,WILIER CENTRO10 AIR PRO size XS,"3,999",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"Top of the range carbon (PRO model).
Almost new condition 9/10..
Bike was set up in January 2020. 
Paid S$11,000+ new. 
Full Dura Ace 9100 groupset. 
Integrated ALABAROA carbon Drop bar. 
REYNOLDS AERO65 carbon wheelset. 
PZero 25mm velo tyres. 
Titanium skewers. 
Specialize power saddle. 
Ultegra pedals & lightweight water bottle cages. XS size 49
Super light weight at 7KG. 
Selling cheap cos Prefer to ride my MTB.  
View at upper East Coast Road. ",N,NA,NA,Y,Bleu At East Coast,drama345,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,16,https://www.carousell.sg/p/wilier-centro10-air-pro-size-xs-1230609235/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=827
108,83 likes,9 images,[INSTALLMENT] Litespeed Vortex Titanium 10speed 700c Vintage Road Bike Bicycle,"1,900",Like new,Mailing · Meetup,Yesterday,Road Bikes,Bumped,Used once or twice. As good as new.,"🔧🔧 Fully overhaul by our in-house experience, passionate mechanic 🔧🔧

⭐ Debit / Credit Card Installment: INTEREST FREE, 3 months x $633.33 ⭐
⭐ Grab PayLater Installment: INTEREST FREE, 4 months x $475 ⭐
Pm us for more details!

• Size M
• Frame and fork - Titanium
• Wheel Sport Rims
• Shimano Tiagra 10speed Dropbar Shifter
• Shimano Dura Ace Brake Caliper
• San Macro Triathlon saddle
• Continental tires
• Shimano Dura Ace Crank
• Wellgo Pedals
• Authentic - Made in Use by Litespeed
• Weight: 8kg

📞 +𝟔𝟓 𝟗𝟏𝟗𝟗𝟓𝟒𝟎𝟏
Call, WhatsApp, or DM us for enquiries!

🚴🏻 Foldies, Mini Velo, MTBs & Road Bikes
🚲 Bicycle Parts & Accessories
🛠 Bicycle Repairs, Servicing, and Overhaul

📍 Welcome to TEST RIDE & visit us at our showroom cum service center at:
𝟏𝟎 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐀𝐯𝐞 𝟒
#𝟎𝟗-𝟔𝟒 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 @ 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭
𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝟒𝟏𝟓𝟖𝟕𝟒

🕑 Opening Hours
Tuesday - Saturday: 𝟏𝟏𝐚𝐦 - 𝟕𝐩𝐦
Sunday & PH: 𝟏𝟏𝐚𝐦 - 𝟓𝐩𝐦
𝐂𝐥𝐨𝐬𝐞 𝐨𝐧 𝐄𝐯𝐞𝐫𝐲 𝐌𝐨𝐧𝐝𝐚𝐲",Y,Express delivery S$30,1 - 2 working days,Y,Goodtime Cycle𝟏𝟎 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐀𝐯𝐞 𝟒 #𝟎𝟗-𝟔𝟒 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 @ 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝟒𝟏𝟓𝟖𝟕𝟒,goodtime_cycle,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,342,https://www.carousell.sg/p/installment-litespeed-vortex-titanium-10speed-700c-vintage-road-bike-bicycle-1215771217/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=621
109,Like,3 images,Director xr power meter trainer,800,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,There's a bit crack on the body itself but still able to use. Not for fussy buyer,N,NA,NA,Y,Lakeside MRT Station (EW26),ericwong81,Joined 7 years ago,Mostly Responsive,Verified,1,1,1,5.0,5,https://www.carousell.sg/p/director-xr-power-meter-trainer-1237718078/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bOktFdb77PbKJlzd&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2297
110,1k likes,6 images,🔥INSTOCKS🔥 26 inch single speed with Black Rim Wheel Bicycle Free Wheel with coaster brake | bike / Bicycle | Road Bicycle / Road Bike [1-3 Days Delivery] .☎️WhatsApp 82998491☎️.💥 Goodmansg / Goodman / Good 💥,160,Brand new,Mailing,11 hours ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"VISIT US AT OUR OFFICIAL WEBPAGE:

",Y,Standard delivery Free,3 - 4 working days,N,NA,goodmansg,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,538,https://www.carousell.sg/p/🔥instocks🔥-26-inch-single-speed-with-black-rim-wheel-bicycle-free-wheel-with-coaster-brake-bike-bicycle-road-bicycle-road-bike-1-3-days-delivery-☎️whatsapp-82998491☎️-💥-goodmansg-goodman-good-💥-1067389186/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=5
111,53 likes,5 images,UPGRADED Giant TCR Advanced Pro 2 105 (not specialized pinarello trek canyon cannondale orbea ),"2,400",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable."," Open to trading to mtb of similar value. Dont mind topping up.  Size M. Dont be scared to message, i dont bite.

Bike has following upgrades: 
Giant Contact SL 400MM handlebar $95
GP5000 STR tan wall tubeless ready $200
Giant integrated stem computer mount $45 
Shimano 105 Clipless pedals $148
Fizik Solocrush Tacky Bar Tape $34
60MM Elite Marvel Carbon Wheelset ( Ceramic bearings and loud hub ) to top up $600 ( RTP $950 )
Shimano Ultegra Disc Rotors. ($130)
2 Decathlon bottle cages ( $30 )
Waxed Chain

Will give for free :
Decathlon cycling gloves ( $20 )
mini bicycle pump installed on the bicycle, two bottle cages, two free premium tubeless valves and rear light. And if price is met, I will throw in another GP5000 STR tire :) ( worth $100 go search the price yourself )

Specialized Torch 2.0 Size 42.5 (RTP worth $130 ) can be thrown in for a huge discount. 60% discount

Washed after each ride and take care carefully, just sent for servicing 1 month ago. Bike weight with pedals is 8.4kg. 

Crank arm as color discoloration due to degreaser. Saddle has side scuffs.  PM for more info

Your gain my loss. Selling at a loss edi 
CAN PROVIDE DELIVERY AT A FEE!

rfs changing to mtb",N,NA,NA,Y,Clementi Community Centre,iist0rmy,Joined 3 years ago,Very Responsive,Verified,1,1,1,4.8,20,https://www.carousell.sg/p/upgraded-giant-tcr-advanced-pro-2-105-not-specialized-pinarello-trek-canyon-cannondale-orbea-1239278323/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GtZgK6DysP4QOxm-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=463
112,17 likes,4 images,Joker City Bike,380,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Amazing city bike that looks trendy and moves fast.

Smooth gear changes",N,NA,NA,Y,The Seafront @ Meyer,psparag83,Joined 1 year ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/joker-city-bike-1239170025/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HuPNNwhll_GNKeOq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1711
113,19 likes,4 images,Wahoo roam,250 300,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Blk 394 Tampines Avenue 7,pushpapa,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,11,https://www.carousell.sg/p/wahoo-roam-1231525330/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=JTBJLRlctHi3Pm93&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=280
114,79 likes,5 images,Speciliazed Swork Venge Disc,"4,800",Lightly used,Meetup,2 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","RFS: no time to ride and quit cycling 

2018model but build in 2019

-Authentic Frame size 52
-50mm Reynold Strike Carbon wheels
-Ultegra 11speed groupset
-Newly change ciclovation bartape
-New Giant Fleet SLR 145mm saddle carbon rail
-last servicing done in Feb 23 but only ride less than 100km after service 

-slightly nego available for fast deal",N,NA,NA,Y,Yishun MRT Station (NS13),Lokkchin,Joined 7 years ago,Mostly Responsive,Verified,1,1,1,5.0,18,https://www.carousell.sg/p/speciliazed-swork-venge-disc-1240115299/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GtZgK6DysP4QOxm-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=487
116,11 likes,10 images,Merida 5000 reacto bike,"5,500",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Will include Specialized pump for free

Frame: reacto CF3 IV

M size, 167-183cm",N,NA,NA,Y,Park Place ResidencesPLQ Car Park,alwayslowprices,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,41,https://www.carousell.sg/p/merida-5000-reacto-bike-1240886757/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YF92fYnGgTRix20Y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1125
