,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
76,1 like,2 images,Castelli Free Aero Race 4 Short,150,Brand new,Mailing · Meetup,3 months ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Black/black, size Small (46)",Y,Same day delivery Free,Within 1 working day,Y,Downtown MRT Station (DT17),1.27954436,103.85282784,DSS2020,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/castelli-free-aero-race-4-short-1228115394/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=mHKXp9ZD-f3OwFol&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2053
77,56 likes,4 images,Carbon Frame,400,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Twitter aero carbon frame
Size 48cm for riders 160-170cm height.Full internal/semi internal cable routing,Flat mount brake caliper only.
Comes with :Frame with FD hanger /aero seatpost/fork/headset/bearing /front&rear axle(12mm)
Tires fit up to 700cx35c.
Price is fixed.
Thankyou for watching.",N,NA,NA,Y,"Blk 502 Jelapang Road Home.Any question about the frame can please msg me thankyou
98776578",1.383661,103.766322,kargi,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/carbon-frame-1239448013/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2075
78,16 likes,3 images,CSPD JERSEY (XS),100,Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,NA,N,NA,NA,Y,River Isles,1.39751002,103.91273091,ballpwq,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,122,https://www.carousell.sg/p/cspd-jersey-xs-1238665950/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2365
79,26 likes,5 images,Bicycle trinx,150 180,Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,new but only problem is that brake are not adjusted and that's why so cheap I selling bought for 350 and selling after 2 months fast deal but no negotiation cause cheap already will clean it before 🤝 dealing,N,NA,NA,Y,7 Eleven @ Blk 149 JBLTiong Bahru MRT Station (EW17)See 2+ locations,1.27762778,103.83177289,hardeepdhillon3321,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,2.7,7,https://www.carousell.sg/p/bicycle-trinx-1238714225/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2303
80,10 likes,9 images,Liv Langma advance disc brake (XS) 152cm to 165cm rider.,"2,000",Lightly used,Meetup,4 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","First owner on ladie rider : Liv Langma advance 2022 (Frame/shimano R8000 groupset), without wheelset. 

Bought at Tay Junction ubi

Full ultegra groupset R8000
-Shimano ultegra Crankarm 165mm
-Shimano ultegra Crankset 50-34T 
-Shimano ultegra Shifters lever (Left/Right)
-Shimano ultegra hydraulic disc brakes calliper
-Jagwires cable's 
-Shimano 105 Cassette 11-30T 
-KMC EL Chain 11S
-Giant aluminium handlebar 360mm (super rare size in the market)
-Giant stem aluminium 80mm

*Bought last year, September 2022
*Rode about 2000km

Including items list's 
-1 used water bottle cage 
-1 Brand new water bottle 
-1 set brand new Pedals (PD-R87C)
-1 used front bike computer mount

Excluding items list's 
-Wheelset
-Saddle bag
-Saddle 
-Clipless pedals

***Frame have light paint peel off due to bike drop, but did not affect the frame).***

some light scratches on the derailleur, due to parking bicycle and right hand side lever have light scratches.
All parts are good. just install your wheelset, and you can ride with no issue.

No wheelset is provided.
Come with throug-axle.

》Welcome viewing and test ride before confirmation《

Note: Wheelset will be lend on test ride only (not selling on any price offer).

"">>>FOC , Fully maintenance and clean bike before handing to next owner<<< ""

》》》》》no nego/trade in《《《《《

Self pick-up and check bike before confirmation!

***Warranty Paper will be handover to the new owner***",N,NA,NA,Y,West Coast Road,1.30493535,103.76228965,cheapestsellingbuying,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,21,https://www.carousell.sg/p/liv-langma-advance-disc-brake-xs-152cm-to-165cm-rider-1237948681/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rntPEaifUwt4DZ9B&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2289
81,10 likes,6 images,Kids Bicycle,20,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","$20 each. 
Suitable for kids below 130cm.
Self-collection at Yishun.",N,NA,NA,Y,Yishun Ave 9,1.43505848,103.84188364,ms.universe,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,65,https://www.carousell.sg/p/kids-bicycle-1239180556/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2167
82,14 likes,10 images,TREK OCLV 5500 with modern components,"1,800",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,,N,NA,NA,Y,Derek Bicycle Services Pte Ltd,1.28095415,103.82306032,derekler,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,63,https://www.carousell.sg/p/trek-oclv-5500-with-modern-components-1239809406/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2008
83,4 likes,3 images,Wilier Filante SLR Disc Brake Frameset With Handlebar Astana 2023 (Size S / M) For Bicycle & Cycling,"8,800",Brand new,Mailing · Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Colour: F9 ASTANA 2023, GLOSSY
Available Size: 
S
M

***The price is including Handlebar***

FILANTE SLR
The new master in the art of aero

The natural evolution of Cento10PRO, our high-end aerodynamic bike used by professionals.

Filante SLR is an extremely lightweight aerodynamic bicycle with a significantly improved stiffness to weight ratio. We used the same materials and technology as in the construction of the Wilier 0 SLR.

The result is a top of the range, aerodynamic frame that complements our pure ascent bike used by Astana Qazaqstan Team.

AERODYNAMIC
Filante SLR was designed to maximise aerodynamic performance in real environmental conditions. The design was based on data recorded in the wind tunnel (where the wind is very clean for homogeneous empirical results) while also taking the real world into account. In this way, we not only evaluate typical wind tunnel data (yaw angles from -20° to + 20°), but also consider environmental turbulence that impacts the bike for many different reasons.
That’s why we redesigned the profiles, starting with the standard NACA airfoils/ KAMM tail that no longer have sharp edges on the back. The softened angles improve performance even when the air flow is disturbed.
The inside of the front fork has been widened by 7 mm, making it 13.6% wider than the Cento10PRO. In doing so, we moved the fork blades away from the wheel, reducing turbulence and improving aerodynamics.

LIGHTWEIGHT AND RESPONSIVE
The new aerodynamically optimised profiles helped us eliminate extra weight in the frame’s construction. The shape has no sharp edges, therefore requires less material and less resin in the corners. This improves homogeneity of the inside, reducing the frame’s weight to a mere 870 grams.
The assembled bike with top-of-the-range specifications weighs 6.8 kg.
The Filante monocoque handlebar is made of the same carbon we use for the Wilier 0 SLR. Thanks to the different types of carbon we used in combination with the Liquid-Crystal Polymer, the unique fibre positioning and the construction technology, we have reached an absolute level of lightness and stiffness.
The lower overall weight compared to the exceptional stiffness increases STW by 12.5%. This improvement is clearly felt with the steering precision and the feeling of safety at high speeds.

240 FITTINGS AVAILABLE
Since the fork steerer tube is no longer bevelled, we can install up to 35 mm of spacers under the handlebar. By combining frame sizes, handlebar sizes and spacers, we can achieve 240 different fittings, with no overlap between combinations. This doubles with the two available seat posts, with 15 mm or 0 mm setback.

HANDLEBAR AND INTEGRATED CABLES
In addition to being lightweight, (350 grams for the 101x42 size) the new integrated carbon monocoque Filante Bar handlebar houses the brake and derailleur cables, directing them toward the inside of the frame. Its design is very simple, with sinuous and rounded lines for maximum grip ergonomics.

EASY-FIT SPACERS
The spacers between the frame headset and the handlebar are made of a high-stiffness composite material, with a special cavity for the cables. They are composed of two parts for quick assembly and disassembly without interfering with the cables running from the handlebar to the frame.

BALANCED DESIGN
Six sizes, one feeling. The sections of the tubes of various sizes were designed to maintain consistent rigidity, handling quality and comfort on every frame size.

SPEED RELEASE THRU AXLE SYSTEM
Another new feature is the Mavic Speed Release thru axle system that enbles the wheel to be quickly removed from the frame. In this way the axle does not need to be totally extracted from the wheel hub. This solution significantly reduces wheel release and insertion time. During races, this solution cuts wheel change times by 7 seconds on average compared to a traditional thru axle system.


",Y,Standard delivery S$5,3 - 4 working days,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday",1.314273,103.878864,online.bicycle,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,5k,https://www.carousell.sg/p/wilier-filante-slr-disc-brake-frameset-with-handlebar-astana-2023-size-s-m-for-bicycle-cycling-1237961056/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EO-DMEZWhyGo9GoT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2577
84,38 likes,4 images,Kuota Kharma Evo full carbon aero road bike size xs ladies women,"1,250",Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Size XS (current rider height 158cm)

Specs:
- Kuota Kharma Evo high modulus full carbon frameset
- Token T33 SLR full carbon wheelset with ceramic bearings (1090grams)
- Shimano Ultegra 6700 groupset 10 speed
- Shimano Dura-Ace chain
- Kuota CK30 EVO full carbon crankset
- Cinelli Neo Morphe carbon bar
- 3T Arx 2 Pro stem
- Vittoria Rally tyres
- Selle Italia Diva Gel Flow saddle
- SwissStop Black Prince brake pads
- Wellgo lightweight pedals
- Bontrager OCLV carbon bottle cage
- Titanium ultralight skewers

Lovely condition, fully cleaned and serviced, ready to ride!",N,NA,NA,Y,Circuit Road Block 60,1.325468,103.886951,heheixjna,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,224,https://www.carousell.sg/p/kuota-kharma-evo-full-carbon-aero-road-bike-size-xs-ladies-women-1231685875/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2136
85,31 likes,1 image,2009 Cervelo P4,"2,000",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,Well loved and maintained 2009 Cervelo P4 triathlon road bike. Mixture of Shimano Ultegra and Durace parts. 11-speed and Look Keo pedals. More photos will be made available on request for serious buyers.,N,NA,NA,Y,Singapore Botanic GardensMain gate next to Botanics MRT Station,1.31561242,103.81618931,darreno,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,3.8,2,https://www.carousell.sg/p/2009-cervelo-p4-1230229798/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1456
86,4 likes,4 images,Polygon Strattos S3,450,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"In small size
Pedals will be swapped to flats
Take note of the scuffs on the right hand side 
Gears are indexed 
Wheels hold mostly true, no brake rub
Pickup only 
Tubes will be pumped up when deal is made",N,NA,NA,Y,Horizon Tower East,1.29838715,103.83379635,Crab_Crab,Joined 11 months ago,Very Responsive,Verified,NA,NA,NA,5.0,9,https://www.carousell.sg/p/polygon-strattos-s3-1241852246/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FJT3StX2wQq4rthn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1284
87,18 likes,6 images,Polygon Strattos S3 Road Bike,650,Lightly used,Meetup,3 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",1 year old bike. Barely use. Minor flaw as shown in photo. But overall condition like new.,N,NA,NA,Y,Bukit Batok MRT Station (NS2),1.34949655,103.74972958,pengpeng70,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/polygon-strattos-s3-road-bike-1227609123/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2398
88,10 likes,6 images,Cannondale CAAD10 (GREAT CONDITION!) Size 50 w/ FREE Stand + Bottle Holder,"1,188",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Cannondale CAAD 10 in great condition :)!

- Original Owner (purchased brand new)
- Bike has been fully serviced recently and cleaned. 
- Chain has been replaced. 
- Tires are relatively new and in good condition w/ good tread.

The bike is fantastic!! Also own a size 54 :)

Shimano 105
2 x 10 Speed
Shimano RS11 Wheels
Weight: ~7.5 kg",N,NA,NA,Y,"Stadium MRT Station (CC6)Meet at East Coast, Tanjong Rhu, near Stadium MRT",1.30278685,103.87532473,tekstuff,Joined 7 years ago,Not Responsive,Verified,NA,NA,NA,5.0,9,https://www.carousell.sg/p/cannondale-caad10-great-condition-size-50-w-free-stand-bottle-holder-1243621654/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=r2e0CzDL4Eoew7Kc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=483
89,11 likes,1 image,OM Mattio Eremo DISC,"7,000",Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"OM Officine Mattio Eremo DISC
Effective top tube 50cm
(Please come and check and confirm)
Seatpost Deda Superleggero 
Bora WTO 45 Disc
Stem 130mm
Headset White Industries 
Handlebar Black Inc 
Tyres 28mm
",N,NA,NA,Y,Upper Thomson Road,1.37474696,103.82852554,backupgenset,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,29,https://www.carousell.sg/p/om-mattio-eremo-disc-1240144530/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bqngu9DPepr-Wonv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1915
90,5 likes,1 image,Road Bike Scott Addict 20 Shimano Ultegra Disc,"2,950",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Frame size 56cm, Shimano Ultegra group set, including Pedals, Disc brakes, 172.5 crank
The price is only slightly negotiable.
",N,NA,NA,Y,Parkway Parade,1.30148266,103.90516932,mails4cd,Joined 1 year ago,NA,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/road-bike-scott-addict-20-shimano-ultegra-disc-1243570204/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=r2e0CzDL4Eoew7Kc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=496
91,2 likes,2 images,Road Bike (Cannondale caad12 / 2018),"2,200",Lightly used,Meetup,Yesterday,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","# 44cm frame (I’m 165cm)
# 105 group set
# spd clip pedal
# new chain
# new rim & tyres
# new handle bar tape

Personal viewing can be arranged.
",N,NA,NA,Y,Compassvale LRT Station (SE1),1.39458426,103.90043644,popeye_sailorman,Joined 7 years ago,Not Responsive,Verified,NA,NA,NA,4.9,68,https://www.carousell.sg/p/road-bike-cannondale-caad12-2018-1244330503/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AKenagH3WyunJ-Yr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=120
92,6 likes,1 image,Canyon Endurace CF 8 - Size S,"3,500",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Barely used bike ( Rode ~5 times only). Never crashed and well maintained. 

RFS: Don’t cycle anymore

",N,NA,NA,Y,Haw Par Villa MRT Station (CC25),1.28303911,103.78192078,jat07,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/canyon-endurace-cf-8-size-s-1242031973/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1178
93,2 likes,6 images,Tropix Paris - Ultegra 6800 series,890,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","size 52 road bike, low mileage on it, about less than 30km per week. 

good for riders who are 175-168 tall. Perfect for beginners too! 

Negotiable to lowest $800.

can arrange for test ride at Holland Road/Ulu Pandan area or meet up at either Dover or Buona Vista MRT.",N,NA,NA,Y,"Buona Vista MRT Interchange (EW21/CC22)830pm on Wednesdays & Fridays
weekends 12PM - 6PMDover MRT Station (EW22)8pm on Wednesdays & Fridays
weekends 12PM - 6PM",1.30724707,103.79016032,ivan300,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,33,https://www.carousell.sg/p/tropix-paris-ultegra-6800-series-1243912372/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=SVxlLDXiQpXS6wqS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=323
94,9 likes,8 images,Canyon Ultimate CFR,"9,750",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Size S. Delivered on 30th June 2022 with a mileage of 7,819km as per strava. 

Includes garmin mount and canyon front lights and two canyon bottle cages. Does not include pedals. 

New bartape installed one month ago. No upgrades done. 

For exact specifications refer to the below link.

",N,NA,NA,Y,Katong Park,1.29698404,103.88633251,shavanka,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.9,29,https://www.carousell.sg/p/canyon-ultimate-cfr-1242065903/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=v5SEjoaN_oIrtwgW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1161
95,18 likes,7 images,WTT/WTS Specialized Allez Sprint,"3,100",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size 56(im 177cm)

-Campagnolo super record groupset
-Cassette shimano ultegra 11speed
-Cassette 25
-Gp5k tyres(brand new, less than 10 rides)

Recently full serviced on Dec 22 by @Bike_cave_co (with receipt)

Changed:
- New Headset bearing and bb bearings
- New fizik vento bar tape
- New Jagwire cables changed for whole bike
- New KMC SL chain

Bike been cycled only twice in sg after the full service. No crashes. Bike in great condition

Rfs: last time i rode this bike was january. Bike is collecting dust at home. 

Open to trade with gravel bike for a bikepacking trip. Top up on your side if value is lesser

Feel free to come to my place and view the road bike :)",N,NA,NA,Y,Tampines East MRT Station (DT33),1.3562471,103.95483722,catsandcheese,Joined 9 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,39,https://www.carousell.sg/p/wtt-wts-specialized-allez-sprint-1240578749/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1732
96,106 likes,10 images,Trek Madone 5.2 OCLV Carbon 120 Bontrager Road Bike Singlespeed Single Speed bicycle bike,650,Well used,Meetup,3 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Hi I'm selling my old bike. It's basically a carbon race bike from 2006 made into a simple lightweight single speed market bike.

The parts are all high end... in 2006. Everything is still working, the bike runs smoothly.

Frame: Trek Madone 5.2 OCLV Carbon Fibre 51cm
Cranks: Shimano Ultegra FC-6500
BB: Shimano Octalink
Pedals: DMR platform MTB pedals
Headset: Cane Creek
Handlebars: Easton EA30 31.8mm clamp, 540mm length (I think)
Stem: Bontrager 100mm 0 degree 31.8mm clamp 1 1/8 steerer
Grips: Vans Kult BMX grips
Brakes: Shimano Ultegra FC-6500
Seatpost: Bontrager XXX carbon
Saddle: Selle italia Novus TM flow
Rear derailleur: Shimano Dura-Ace 7700
Front Wheel: Fulcrum Racing Zero with ceramic bearings and carbon hubs
Rear Wheel: Ritchey
Tires: 25mm Continental

The gear ratio is about 42:14 or so",N,NA,NA,Y,Kovan MRT Station (NE13),1.36027861,103.88529062,tgtmah,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.7,35,https://www.carousell.sg/p/trek-madone-5-2-oclv-carbon-120-bontrager-road-bike-singlespeed-single-speed-bicycle-bike-1227845633/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2325
97,4 likes,2 images,Trinx java sava Twitter road bike giant Merida hybrid bike,500,Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price ranges from $500-2000

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty

Shop : Gcycle
Contact number : 8875 8715 
Address : Kapo factory building, Block A, 03-03
Singapore 367998",N,NA,NA,Y,Kapo Factory Building03-03 ( Block A),1.33680895,103.88645123,gcycle,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,4.9,65,https://www.carousell.sg/p/trinx-java-sava-twitter-road-bike-giant-merida-hybrid-bike-1239932949/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bqngu9DPepr-Wonv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1942
98,5 likes,5 images,Raleigh 2023 HURRICANE roadbike |16/18speed |LTWOO groupset |entry roadbike,580,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Raleigh 2024 entry HURRICANE roadbike
16/18 speed
LTWOO R3/R5 integrated shifter groupset
40mm alloy high dept wheelset
$580/$630 

Lead time required
Join our telegram for exclusive deals 
Shopforyousg",Y,Custom courier S$30,1 working day(s),N,NA,,,shopforyou.sg,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,156,https://www.carousell.sg/p/raleigh-2023-hurricane-roadbike-16-18speed-ltwoo-groupset-entry-roadbike-1242507126/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UNpGZJMAJ9uBxUgK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=994
99,5 likes,3 images,Canyon Ultimate CF SL8,"2,690 3,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Feel free to pm me 


Size S (size 54 equivalent)

Shimano Ultegra R8000 Groupset (11 speed) + Rim brakes

Giant PR2 wheels and tires

Shimano pedals

Canyon bottle cages

Additional options:
+ $800 for 50mm bontrager aelous pro 5 wheelset 
+ $950 for 62mm Reynolds Strike SLG (in my listing
+ $120 for Selle Italia saddle with cutout 


If you choose to get the carbon wheels, I will replace the cassette for you if you want to. 

Not specialized, Giant, Merida, sworks, Bianchi, Cannondale, Colnago, Trek, Factor",N,NA,NA,Y,Great World,1.29377218,103.83201631,littlethriftstore,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,57,https://www.carousell.sg/p/canyon-ultimate-cf-sl8-1240812003/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1649
100,6 likes,1 image,"TREK Madone SLR 7 Di2 Gen 7 VIPER RED 54 , 56","11,999",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"For Sale Madone SLR Gen 7 Di2
1 x Complete Bike

Colour : Viper Red
Size : 54 & 56
Frame : 800 Series OCLV Carbon
Drivetrain : Shimano Di2 Ultegra R8100
Wheels : Bontrager Aeolus PRO 51 , OCLV Carbon
Saddle : Bontrager Aeolus Elite
Handlebar : Madone Integrated handlebar/stem, OCLV Carbon, 420mm width, 90mm stem length

Claimed Weight : 7.48kg without pedals (Size 56)

*Customization of other parts or change of specs can be accommodated
*Bikes are ORIGINAL and NOT OEM or Fake.
*Ready Stock at time of posting",N,NA,NA,Y,Jurong East MRT Interchange (NS1/EW24),1.33329113,103.74220747,bomtoonen,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,43,https://www.carousell.sg/p/trek-madone-slr-7-di2-gen-7-viper-red-54-56-1242001771/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FJT3StX2wQq4rthn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1232
