no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url,deal_location_lat,deal_location_lon,posts,current_listing_price,last_listing_price,contains_brand,brands,len_posts,post_word_count,emojis,num_emojis,lemma_posts
9,3,Gcycle - road bike hybrid bike mountain bike foldable bike folding bicycle shimano,400,Brand new,Mailing · Meetup,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Our bikes range from $400-$2000

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty

Shop : Gcycle
Contact number : 8875 8715 
Address : Kapo factory building, Block A, 03-03
Singapore 367998",Y,Express delivery Free,1 - 2 working days,Y,Kapo Factory Building03-03 ( Block A),gcycle,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,65,https://www.carousell.sg/p/gcycle-road-bike-hybrid-bike-mountain-bike-foldable-bike-folding-bicycle-shimano-1237916034/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zFGamB3pInfeF0nv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2191,,,"Gcycle - road bike hybrid bike mountain bike foldable bike folding bicycle shimano Our bikes range from $400-$2000 Ready stocks  Viewing, test ride, Self collection available  Free Delivery Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty Shop : Gcycle Contact number : 8875 8715  Address : Kapo factory building, Block A, 03-03 Singapore 367998",400.0,,True,"Giant, Merida",410,62,,0,gcycle road bike hybrid bike mountain bike foldable bike fold bicycle shimano bike range 400-$2000 ready stock   viewing test ride self collection available   free delivery brand available giant merida dahon fnhon crius java hito rifle twitter sava trinx raleigh 3sixty shop gcycle contact number 8875 8715   address kapo factory building block 03 03 singapore 367998
17,6,RIDLEY HELIUM SLX LOTTO SOUDAL TEAM EDITION Road bike,"4,490 6,500",Lightly used,Meetup,1 month ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Condition: Lightly used (500km≧)
Maker: RIDLEY
Model: HELIUM SLX 
             LOTTO SOUDAL TEAM EDITION
Weight: 6.98kg (without pedals)
Frame size: XXS (Geometry: pic6)

COMPONENT:
Campagnolo Chorus 12s

Crank size: 170mm, 52-36t
Sprocket: 11-32

HANDLEBAR: 
S-WORKS CARBON SHALLOW ROAD BAR
31.8 x 420mm (c to c), 200g

STEM:
Specialized S-Works SL Alloy Bike Stem 
31.8 x 75mm 6º Black, 106g

SEAT:
SPECIALIZED POWER COMP SADDLE
143mm, 247g

SEATPOST:
Fizik CYRANO 00
Setback: 25mm, size 27.2×330mm, 190g

WHEELS:
Fulcrum racing zero nite C17
1,510g

TIRE:
Vittoria Corsa, 25mm",N,,,Y,City Gate,daitok,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,6,https://www.carousell.sg/p/ridley-helium-slx-lotto-soudal-team-edition-road-bike-1235562617/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9zqmd_zhxRb9REbB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2567,,,"RIDLEY HELIUM SLX LOTTO SOUDAL TEAM EDITION Road bike Condition: Lightly used (500km≧) Maker: RIDLEY Model: HELIUM SLX               LOTTO SOUDAL TEAM EDITION Weight: 6.98kg (without pedals) Frame size: XXS (Geometry: pic6) COMPONENT: Campagnolo Chorus 12s Crank size: 170mm, 52-36t Sprocket: 11-32 HANDLEBAR:  S-WORKS CARBON SHALLOW ROAD BAR 31.8 x 420mm (c to c), 200g STEM: Specialized S-Works SL Alloy Bike Stem  31.8 x 75mm 6º Black, 106g SEAT: SPECIALIZED POWER COMP SADDLE 143mm, 247g SEATPOST: Fizik CYRANO 00 Setback: 25mm, size 27.2×330mm, 190g WHEELS: Fulcrum racing zero nite C17 1,510g TIRE: Vittoria Corsa, 25mm",4490.0,6500.0,True,"Specialized, SPECIALIZED, RIDLEY, RIDLEY",633,94,,0,"ridley helium slx lotto soudal team edition road bike condition lightly 500km≧ maker ridley model helium slx                lotto soudal team edition weight 6.98 kg pedal frame size xxs geometry pic6 component campagnolo chorus 12 crank size 170 mm 52 36 t sprocket 11 32 handlebar   s works carbon shallow road bar 31.8 x 420 mm c c 200 g stem specialized s works sl alloy bike stem   31.8 x 75 mm 6º black 106 g seat specialized power comp saddle 143 mm 247 g seatpost fizik cyrano 00 setback 25 mm size 27.2×330 mm 190 g wheel fulcrum race zero nite c17 1,510 g tire vittoria corsa 25 mm"
14,1,Trek Madone SLR Gen 7 ( SLR6/ SLR7/ SLR9),"11,900",Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Full Bike Madone SLR Gen 7, coming in various configurations to choose from, you definitely want to own one of this beautiful bike.

*Only one colour, shown in picture*

SLR6/Shimano 105/Aeolus Pro51 - $11,900
SLR7/Shimano/Ultegra 8170
Aeolus Pro 51 - $12,900
SLR9/Shimano DA 9270 Aeolus RSL 51 - $15,500

SLR7 AXS - NEW Sram Force with PM /Aeolus Pro 51 $13,500
SLR7 AXS - NEW Sram Force w/o PM/Aeolus Pro 51 - 12,900

Now available for Pre-Order with Bike Technik. For sizing, please check with us on the availability🙏🏻

Check Out our Instagram
",N,,,Y,Focus OneBike Technik #04-13,biketechnik,Joined 4 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,44,https://www.carousell.sg/p/trek-madone-slr-gen-7-slr6-slr7-slr9-1237801933/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fx_S38IAuf3IBO_u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2269,,,"Trek Madone SLR Gen 7 ( SLR6/ SLR7/ SLR9) Full Bike Madone SLR Gen 7, coming in various configurations to choose from, you definitely want to own one of this beautiful bike. *Only one colour, shown in picture* SLR6/Shimano 105/Aeolus Pro51 - $11,900 SLR7/Shimano/Ultegra 8170 Aeolus Pro 51 - $12,900 SLR9/Shimano DA 9270 Aeolus RSL 51 - $15,500 SLR7 AXS - NEW Sram Force with PM /Aeolus Pro 51 $13,500 SLR7 AXS - NEW Sram Force w/o PM/Aeolus Pro 51 - 12,900 Now available for Pre-Order with Bike Technik. For sizing, please check with us on the availability Check Out our Instagram ",11900.0,,True,Trek,589,102,🙏🏻,2,"trek madone slr gen 7 slr6/ slr7/ slr9 bike madone slr gen 7 come configuration choose definitely want beautiful bike colour show picture slr6 shimano 105 aeolus pro51 11,900 slr7 shimano ultegra 8170 aeolus pro 51 12,900 slr9 shimano da 9270 aeolus rsl 51 15,500 slr7 axs new sram force pm /aeolus pro 51 13,500 slr7 axs new sram force w/o pm aeolus pro 51 12,900 available pre order bike technik size check availability check instagram"
13,3,Decathlon Road bike,"1,150 1,400",Lightly used,Meetup,1 month ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Price negotiable but don't offer ridiculous amount.

Letting go my beloved super versatile decathlon triban rc520 size S as riding foldie most of the time. Full set to go, not parting out. Currently decathlon selling this at $1249.90 for a stock bike.

Awarded Road.cc best under £1000 bike of the year for 2019/2020 along with plenty of rave reviews from bikeradar etc. 

Sale inclusive of followings: 

- Full bike on 105 r7000 groupset with trp hy/Rd hydraulic piston mated to the 105 mechanical shifters 

- Original wheelset with panaracer gravelking sk 32c tubeless setup(need to top up sealant for use) 

- Hunt aero light disc wheelset, 1488g lighter than plenty of carbon wheels with mid low aero profile, loud Japanese sealed bearing hubs, worth $9xx+  when bought. 

Comes with fast rolling and ultra light panaracer race c evo 3 tan wall 25c perfectly matched with the wheelset's aero profile 

 - Handle bar cinelli mash 42,  stock 40

 - controltech one ultralight stem

 Exclusions: Lights, computer and pedals are excluded. 

View and deal  in punggol near riveria lrt station

rc520 roadie pcn foldie bike bicycle",N,,,Y,Riviera LRT Station (PE4)meet up at punggol near Riveria LRT Station,jocis.trading,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,62,https://www.carousell.sg/p/decathlon-road-bike-1225759755/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2614,,,"Decathlon Road bike Price negotiable but don't offer ridiculous amount. Letting go my beloved super versatile decathlon triban rc520 size S as riding foldie most of the time. Full set to go, not parting out. Currently decathlon selling this at $1249.90 for a stock bike. Awarded Road.cc best under £1000 bike of the year for 2019/2020 along with plenty of rave reviews from bikeradar etc.  Sale inclusive of followings:  - Full bike on 105 r7000 groupset with trp hy/Rd hydraulic piston mated to the 105 mechanical shifters  - Original wheelset with panaracer gravelking sk 32c tubeless setup(need to top up sealant for use)  - Hunt aero light disc wheelset, 1488g lighter than plenty of carbon wheels with mid low aero profile, loud Japanese sealed bearing hubs, worth $9xx+  when bought.  Comes with fast rolling and ultra light panaracer race c evo 3 tan wall 25c perfectly matched with the wheelset's aero profile   - Handle bar cinelli mash 42,  stock 40  - controltech one ultralight stem  Exclusions: Lights, computer and pedals are excluded.  View and deal  in punggol near riveria lrt station rc520 roadie pcn foldie bike bicycle",1150.0,1400.0,True,cinelli,1150,187,,0,decathlon road bike price negotiable offer ridiculous letting beloved super versatile decathlon triban rc520 size s ride foldie time set part currently decathlon sell 1249.90 stock bike award road.cc well £ 1000 bike year 2019/2020 plenty rave review bikeradar etc   sale inclusive following   bike 105 r7000 groupset trp hy rd hydraulic piston mate 105 mechanical shifter   original wheelset panaracer gravelke sk 32c tubeless setup(need sealant use   hunt aero light disc wheelset 1488 g light plenty carbon wheel mid low aero profile loud japanese seal bear hub worth 9xx+   buy   come fast rolling ultra light panaracer race c evo 3 tan wall 25c perfectly match wheelset aero profile    handle bar cinelli mash 42   stock 40   controltech ultralight stem   exclusion lights computer pedal exclude   view deal   punggol near riveria lrt station rc520 roadie pcn foldie bike bicycle
1,6,"10% off BRAND NEW 2022 Orbea Avant H60-D Endurance Bike was $2,189 NOW just $1,970","2,189",Brand new,Mailing,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Direct from the Singapore distributor, this bike is brand new and assembled by Orbea-trained mechanics
Available colours/sizes
Speed Silver - 47, 49 & 51
Military Green-Gold - 47, 49, 51
White-Grey - 51

FRAME - Orbea Avant Hydro disc, hydroformed triple butted aluminium, HS 1,5"" ICR, BB 68mm – BSC English, Thru Axle 12x142mm rear, thread M12x2 P1, Internal Cable Routing, SP 27,2mm, MMS system.
FORK - Orbea carbon fork 2021, aluminum steerer, 1-1/8"" head tube
CRANKSET - Shimano Claris R2000 34x50t
HEADSET - Acros Alloy 1-1/2"" Internal Cable Routing
HANDLEBAR - OC1 Road, riser 15mm, reach 70mm, drop 125mm
STEM - OC1 31.8mm interface -6º
SHIFTERS - Shimano Claris ST-R2000
BRAKES - Tektro MD-C550 Mechanical Disc
CASSETTE - Shimano HG50 11-32t 8-Speed
REAR DERAILLEUR - Shimano Claris RD-R2000-GS
FRONT DERAILLEUR - Shimano Claris FD-R2000-F
CHAIN - KMC X8
WHEELS - Orbea wheel: Corsa with 12mm E-Thru hubset Shimano RS470 28H
TYRES - Vittoria Zafiro V Rigid bead 700x28c
SEATPOST - Alloy 27.2 Offset 20
SADDLE - Fizik Aliante R5
HANDLEBAR PLUGS - Orbea Eva
FRONT WHEEL AXLE - Orbea Thru Axle 12x100mm M12x2 P1 Solid
REAR WHEEL AXLE - Orbea Thru Axle 12x142mm M12x2 P1 Solid",Y,Standard delivery Free,3 - 4 working days,N,,Orbea_Singapore,Joined 11 months ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,https://www.carousell.sg/p/10-off-brand-new-2022-orbea-avant-h60-d-endurance-bike-was-2-189-now-just-1-970-1243148471/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VeufujlyZhqkROXO&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=131,,,"10% off BRAND NEW 2022 Orbea Avant H60-D Endurance Bike was $2,189 NOW just $1,970 Direct from the Singapore distributor, this bike is brand new and assembled by Orbea-trained mechanics Available colours/sizes Speed Silver - 47, 49 & 51 Military Green-Gold - 47, 49, 51 White-Grey - 51 FRAME - Orbea Avant Hydro disc, hydroformed triple butted aluminium, HS 1,5"" ICR, BB 68mm – BSC English, Thru Axle 12x142mm rear, thread M12x2 P1, Internal Cable Routing, SP 27,2mm, MMS system. FORK - Orbea carbon fork 2021, aluminum steerer, 1-1/8"" head tube CRANKSET - Shimano Claris R2000 34x50t HEADSET - Acros Alloy 1-1/2"" Internal Cable Routing HANDLEBAR - OC1 Road, riser 15mm, reach 70mm, drop 125mm STEM - OC1 31.8mm interface -6º SHIFTERS - Shimano Claris ST-R2000 BRAKES - Tektro MD-C550 Mechanical Disc CASSETTE - Shimano HG50 11-32t 8-Speed REAR DERAILLEUR - Shimano Claris RD-R2000-GS FRONT DERAILLEUR - Shimano Claris FD-R2000-F CHAIN - KMC X8 WHEELS - Orbea wheel: Corsa with 12mm E-Thru hubset Shimano RS470 28H TYRES - Vittoria Zafiro V Rigid bead 700x28c SEATPOST - Alloy 27.2 Offset 20 SADDLE - Fizik Aliante R5 HANDLEBAR PLUGS - Orbea Eva FRONT WHEEL AXLE - Orbea Thru Axle 12x100mm M12x2 P1 Solid REAR WHEEL AXLE - Orbea Thru Axle 12x142mm M12x2 P1 Solid",2189.0,,True,"Orbea, Orbea, Orbea, Orbea, Orbea, Orbea, Orbea, Orbea",1287,212,,0,"10 brand new 2022 orbea avant h60 d endurance bike 2,189 1,970 direct singapore distributor bike brand new assemble orbea train mechanic available colour size speed silver 47 49 51 military green gold 47 49 51 white grey 51 frame orbea avant hydro disc hydroforme triple butted aluminium hs 1,5 icr bb 68 mm – bsc english axle 12x142 mm rear thread m12x2 p1 internal cable routing sp 27,2 mm mms system fork orbea carbon fork 2021 aluminum steerer 1 1/8 head tube crankset shimano claris r2000 34x50 t headset acros alloy 1 1/2 internal cable route handlebar oc1 road riser 15 mm reach 70 mm drop 125 mm stem oc1 31.8 mm interface -6º shifters shimano claris st r2000 brakes tektro md c550 mechanical disc cassette shimano hg50 11 32 t 8 speed rear derailleur shimano claris rd r2000 gs derailleur shimano claris fd r2000 f chain kmc x8 wheels orbea wheel corsa 12 mm e hubset shimano rs470 28h tyres vittoria zafiro v rigid bead 700x28c seatpost alloy 27.2 offset 20 saddle fizik aliante r5 handlebar plugs orbea eva wheel axle orbea axle 12x100 mm m12x2 p1 solid rear wheel axle orbea axle 12x142 mm m12x2 p1 solid"
15,9,Canyon Endurace CF SL 8 Size 2XS,"4,300",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","- Purchased in Jan 22
- Last servicing Feb 23
- Wiped after every ride
- Wash and lube when necessary 
- Size 2XS (I’m 166, perfect control and comfortable)

Upgrades and changes in May 23:
C-bear pulley wheels
C-bear bottom bracket 
Front tyre 25mm 
Rear tyre 28mm

Will include:
1 x Canyon accessories box
1 x Continental 25mm tire
2 x Schwalbe inner tube
(shown in last pic)


Light scratch at rear derailleur due to bike drop as shown in photo 

RFS: Getting new bike

Spec & component below 👇 
",N,,,Y,Costa RisPasir Ris MRT Station (EW1),redtagbro,Joined 3 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,6,https://www.carousell.sg/p/canyon-endurace-cf-sl-8-size-2xs-1236601879/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=T2ft2VZWaw8P1_s6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2667,,,"Canyon Endurace CF SL 8 Size 2XS - Purchased in Jan 22 - Last servicing Feb 23 - Wiped after every ride - Wash and lube when necessary  - Size 2XS (I’m 166, perfect control and comfortable) Upgrades and changes in May 23: C-bear pulley wheels C-bear bottom bracket  Front tyre 25mm  Rear tyre 28mm Will include: 1 x Canyon accessories box 1 x Continental 25mm tire 2 x Schwalbe inner tube (shown in last pic) Light scratch at rear derailleur due to bike drop as shown in photo  RFS: Getting new bike Spec & component below   ",4300.0,,True,"Canyon, Canyon",532,98,👇,1,canyon endurace cf sl 8 size 2xs purchase jan 22 servicing feb 23 wiped ride wash lube necessary   size 2xs 166 perfect control comfortable upgrade change 23 c bear pulley wheel c bear bracket   tyre 25 mm   rear tyre 28 mm include 1 x canyon accessory box 1 x continental 25 mm tire 2 x schwalbe inner tube show pic light scratch rear derailleur bike drop show photo   rfs get new bike spec component   
70,4,Giant Propel Adv SL 2016 Roadbike,"2,688",Lightly used,Meetup,3 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant Propel Adv SL 2016 Size M with ISP Seatpost (BB to Saddle 73.5cm, can be Lowered)

In great condition, just a few cable rubs

Comes with:
Giant SLR 0 55mm Carbon Wheelset (DT Swiss Hub) with Brand New Ultra Sport Tyres 28mm and upgraded Titanium skewers

Recently upgraded R8000 Groupset, with New Brake and Shift Housing/Cable

Shimano Pro Vibe Stem 110mm with Giant Contact SLR Aero Bar 420mm

Fizik Aliante R3 Saddle

Total Weight 7.17KG 

Will throw in 105 Pedals for fast deals
Pm for more info
Thanks!",N,,,Y,Blk 733 Tampines Street 71,Heng1111,Joined 6 years ago,Very Responsive,Verified,0.0,1.0,1.0,5.0,136,https://www.carousell.sg/p/giant-propel-adv-sl-2016-roadbike-1226215484/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YxyJ5OTKT55iJa58&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2499,,,"Giant Propel Adv SL 2016 Roadbike Giant Propel Adv SL 2016 Size M with ISP Seatpost (BB to Saddle 73.5cm, can be Lowered) In great condition, just a few cable rubs Comes with: Giant SLR 0 55mm Carbon Wheelset (DT Swiss Hub) with Brand New Ultra Sport Tyres 28mm and upgraded Titanium skewers Recently upgraded R8000 Groupset, with New Brake and Shift Housing/Cable Shimano Pro Vibe Stem 110mm with Giant Contact SLR Aero Bar 420mm Fizik Aliante R3 Saddle Total Weight 7.17KG  Will throw in 105 Pedals for fast deals Pm for more info Thanks!",2688.0,,True,"Giant, Giant, Giant, Giant",547,95,,0,giant propel adv sl 2016 roadbike giant propel adv sl 2016 size m isp seatpost bb saddle 73.5 cm lower great condition cable rub come giant slr 0 55 mm carbon wheelset dt swiss hub brand new ultra sport tyres 28 mm upgrade titanium skewer recently upgrade r8000 groupset new brake shift housing cable shimano pro vibe stem 110 mm giant contact slr aero bar 420 mm fizik aliante r3 saddle total weight 7.17kg   throw 105 pedals fast deal pm info thank
11,8,Vintage Giant Tcr R1000,350,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"For collectors that can appreciate vintage. Upgraded to modern day sensha shifters with 2x7 shimano groupset. Worn out parts are replaced with quality brand new ones during servicing that costs almost $300.
Bike Size 50cm.
RD is spoiled. Owner can  repair thus the low price. Restoring costs me over $300 already. Give reasonable offer.",N,,,Y,"126C Canberra St126B actually, carousell dont have the address somehow ",tanqx,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,175,https://www.carousell.sg/p/vintage-giant-tcr-r1000-1237809399/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fx_S38IAuf3IBO_u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2265,,,Vintage Giant Tcr R1000 For collectors that can appreciate vintage. Upgraded to modern day sensha shifters with 2x7 shimano groupset. Worn out parts are replaced with quality brand new ones during servicing that costs almost $300. Bike Size 50cm. RD is spoiled. Owner can  repair thus the low price. Restoring costs me over $300 already. Give reasonable offer.,350.0,,True,Giant,362,58,,0,vintage giant tcr r1000 collector appreciate vintage upgrade modern day sensha shifter 2x7 shimano groupset wear part replace quality brand new one servicing cost 300 bike size 50 cm rd spoil owner   repair low price restore cost 300 reasonable offer
10,5,Java Ronda road bike shimano sora,850,Brand new,Mailing · Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Latest model from java 

Shimano 18 speed 
Disc brake 

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty

Shop : Gcycle
Contact number : 8875 8715 
Address : Kapo factory building, Block A, 03-03
Singapore 367998

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery",Y,Express delivery Free,1 - 2 working days,Y,Kapo Factory Building03-03 ( Block A),gcycle,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,65,https://www.carousell.sg/p/java-ronda-road-bike-shimano-sora-1237480579/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sgu_vJd2todrVDay&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2403,,,"Java Ronda road bike shimano sora Latest model from java  Shimano 18 speed  Disc brake  Ready stocks  Viewing, test ride, Self collection available  Free Delivery Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty Shop : Gcycle Contact number : 8875 8715  Address : Kapo factory building, Block A, 03-03 Singapore 367998 Ready stocks  Viewing, test ride, Self collection available  Free Delivery",850.0,,True,"Giant, Merida",460,69,,0,java ronda road bike shimano sora late model java   shimano 18 speed   disc brake   ready stock   viewing test ride self collection available   free delivery brand available giant merida dahon fnhon crius java hito rifle twitter sava trinx raleigh 3sixty shop gcycle contact number 8875 8715   address kapo factory building block 03 03 singapore 367998 ready stock   viewing test ride self collection available   free delivery
9,6,Scott Foil 2019,"3,500",Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",,N,,,Y,Bedok Reservoir Road Market & Food Centre,mjinlorenz,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.8,34,https://www.carousell.sg/p/scott-foil-2019-1237940642/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wK8sHFOOSA5bCC8P&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2165,,,Scott Foil 2019 ,3500.0,,True,Scott,16,3,,0,scott foil 2019
23,10,Force Etap Merida Scultura Bahrain Edition,"2,600",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Lightly used scultura force etap, bought in Aug 2021

Size: S(I am 166cm)
Saddle: Fizik Antares R1 (carbon rails)
*Will not come with saddle and pedals unless price is met

Wheelset: Reynolds AR41 (additional $400)

**Price excludes Garmin edge 530, lights and wheelset

Parting out available!

Tags: giant pinarello shimano specialized
",N,,,Y,Beauty World Centre,kcr_29,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,130,https://www.carousell.sg/p/force-etap-merida-scultura-bahrain-edition-1242527391/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=_0vAGoVxPYOEhKji&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=370,,,"Force Etap Merida Scultura Bahrain Edition Lightly used scultura force etap, bought in Aug 2021 Size: S(I am 166cm) Saddle: Fizik Antares R1 (carbon rails) *Will not come with saddle and pedals unless price is met Wheelset: Reynolds AR41 (additional $400) **Price excludes Garmin edge 530, lights and wheelset Parting out available! Tags: giant pinarello shimano specialized ",2600.0,,True,"giant, pinarello, specialized, Merida",380,57,,0,force etap merida scultura bahrain edition lightly scultura force etap buy aug 2021 size s(i 166 cm saddle fizik antares r1 carbon rail come saddle pedal price meet wheelset reynolds ar41 additional 400 price exclude garmin edge 530 light wheelset part available tag giant pinarello shimano specialize
48,5,Felt AR 2015 carbon bike (Size 51) with FREE Garmin Edge 520,"1,750 2,000",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling Felt AR 2015 Model as no longer cycling.
Suitable for height of 169cm +/- 5cm
Will give FREE Garmin 520 Edge

Completed overhaul on 2 Jun 2023 before putting up for sale.
New bearings, cable housing, brake cables, bar tape

Brakes: Ultegra 6800 (front) and Dura Ace (9110 direct mount rear brake)
Derailleur: Shimano Ultegra 6800
Chain: Shimano CN-HG701 (NEW)
Cassette: Shimano Ultegra 8000 11-25T (NEW)
Crankset: Shimano 6800 11 speed 52-36T (used for about 600km)
Wheels: Yoeleo Super Light 700C Carbon Clincher Wheelset 50mm
Pedals: Look pedals
Saddle: Worn-out Selle Italia (can use if you don't mind the worn-out looks)
Tires: Continental Gator Hard Shell - almost a guarantee you won't have a puncture. Rode less than 100km in it

Note: the front wheel is slightly misaligned and requires a slightly larger brake clearance. Other than that, no issues with integrity and riding
",N,,,Y,Ang Mo Kio,zinvie,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,82,https://www.carousell.sg/p/felt-ar-2015-carbon-bike-size-51-with-free-garmin-edge-520-1236659404/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2627,,,"Felt AR 2015 carbon bike (Size 51) with FREE Garmin Edge 520 Selling Felt AR 2015 Model as no longer cycling. Suitable for height of 169cm +/- 5cm Will give FREE Garmin 520 Edge Completed overhaul on 2 Jun 2023 before putting up for sale. New bearings, cable housing, brake cables, bar tape Brakes: Ultegra 6800 (front) and Dura Ace (9110 direct mount rear brake) Derailleur: Shimano Ultegra 6800 Chain: Shimano CN-HG701 (NEW) Cassette: Shimano Ultegra 8000 11-25T (NEW) Crankset: Shimano 6800 11 speed 52-36T (used for about 600km) Wheels: Yoeleo Super Light 700C Carbon Clincher Wheelset 50mm Pedals: Look pedals Saddle: Worn-out Selle Italia (can use if you don't mind the worn-out looks) Tires: Continental Gator Hard Shell - almost a guarantee you won't have a puncture. Rode less than 100km in it Note: the front wheel is slightly misaligned and requires a slightly larger brake clearance. Other than that, no issues with integrity and riding ",1750.0,2000.0,True,"Felt, Felt, Look",970,157,,0,felt ar 2015 carbon bike size 51 free garmin edge 520 selling felt ar 2015 model long cycle suitable height 169 cm /- 5 cm free garmin 520 edge complete overhaul 2 jun 2023 put sale new bearing cable housing brake cable bar tape brake ultegra 6800 dura ace 9110 direct mount rear brake derailleur shimano ultegra 6800 chain shimano cn hg701 new cassette shimano ultegra 8000 11 25 t new crankset shimano 6800 11 speed 52 36 t 600 km wheel yoeleo super light 700c carbon clincher wheelset 50 mm pedal look pedal saddle wear selle italia use mind wear look tire continental gator hard shell guarantee will puncture rode 100 km note wheel slightly misalign require slightly large brake clearance issue integrity ride
