,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
48,5 likes,2 images,Felt F6,"1,200",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Felt F6 
Carbon Wheels w GP5000 25c tyres 
SRAM Apex 10 speed 
Shimano Clipless Pedal 
Magene Bike Comp Mount 

Bike is well used, working fine 

No lights 

Self collect at my place, seng Kang ",N,NA,NA,Y,Rivervale Plaza Carpark,1.38475181,103.90183896,carosellerseller29,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,190,https://www.carousell.sg/p/felt-f6-1243028278/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6iwfW94Kv3J_Fzag&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=772
49,6 likes,3 images,Cadex 42,"2,500",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Condition: 10/10 (no crash and washed after every ride)
Mileage 3000km
Bought from Tay Junction
Tubeless ready and comes with Continental GP5000 STR (28mm front and back) 
Hubs is CADEX Low Friction Hub, Centerlock
Specs can be found here ",N,NA,NA,Y,Bukit Gombak MRT Station (NS3),1.35920113,103.75170615,idhamhakim24,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,61,https://www.carousell.sg/p/cadex-42-1243301534/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=KxtAUR_1ZDEfQx2t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=626
50,858 likes,4 images,Java sava Merida trinx giant road bike hybrid bicycle mountain bike shimano,399,Brand new,Mailing · Meetup,16 hours ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Ready stocks 

Road bike, hybrid bike, mountain bike, foldable bike available 

Brand : java , giant, raleigh, Merida, trinx 
Bicycle range from 399-1800

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Shop name : Gcycle
Contact no : 8875 8715
Address : 80 playfair road, block A, 03-03, 
                  Singapore 367998",Y,Express delivery Free,1 - 2 working days,Y,Kapo Factory Blk A,1.337558,103.886957,gcycle,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,4.9,65,https://www.carousell.sg/p/java-sava-merida-trinx-giant-road-bike-hybrid-bicycle-mountain-bike-shimano-1128144469/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=63
51,6 likes,5 images,GIANT PROPEL ADVANCED 1 DISC WITH 12 SPEED SRAM RIVAL ETAP AND SLR 2 CARBON WHEELSET,"4,088",Like new,Meetup,Yesterday,Road Bikes,Posted,Used once or twice. As good as new.,"GIANT PROPEL ADVANCED 1 DISC WITH 12 SPEED SRAM RIVAL ETAP AND SLR 2 CARBON WHEELSET 

 UCI Certified Advanced-Grade Composite, disc Advanced-Grade Composite, hybrid 
OverDrive 2 steerer, disc Fork
Giant Composite SL Carbon Integrated Cockpit 
Sram Rival ETAP AXS Full Groupset 12 Speed 
Giant SLR 2 Disc Wheelset with Gavia AC Tires 
 
Weight around 8.2KG 

Selling at $4088 (CONDITION IS AS GOOD AS BRAND NEW)

RTP IS $6200

Welcome viewing. Make an Appointment with us now!
Drop by and Save time on texting👍🏼

Contact us @Cycle21adminQ @Cycle21adminJin

Whatsapp us at 
Wa.link/zoc47x

Join the channel for more bicycle
@cycle21exclusive",N,NA,NA,Y,37 Defu Lane 10,1.35227215,103.89140661,cycle21,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.9,30,https://www.carousell.sg/p/giant-propel-advanced-1-disc-with-12-speed-sram-rival-etap-and-slr-2-carbon-wheelset-1244134937/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nZcXHf07tJhtJQIJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=207
52,4 likes,7 images,Shimano 105 11 Speed Disc Brake Mechanical Groupset,650,Well used,Meetup,23 hours ago,Road Bikes,Posted,Has minor flaws or defects.,"1 year old Shimano 105 11 Speed Mechanical Groupset . No accident and well maintained. 
Crank Size 170",N,NA,NA,Y,53 meyer roadThe Belvedere Condo,1.29796627,103.88651353,gauravrnc,Joined 5 years ago,NA,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/shimano-105-11-speed-disc-brake-mechanical-groupset-1244314927/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UnrXlG_3uMNFYsMg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=113
53,13 likes,4 images,Polygon Helios 200,200,Heavily used,Meetup,6 days ago,Road Bikes,Posted,Has obvious signs of use or defects.,"Front left brake slanted , very dirty the the chain abit spoils spoils and I forgot the number for locking the bike",N,NA,NA,Y,Playground @ Woodland 867Admiralty MRT Station (NS10)See 2+ locations,1.44247382,103.79286543,yeojunnan17282,Joined 1 month ago,Very Responsive,Verified,NA,NA,NA,4.3,3,https://www.carousell.sg/p/polygon-helios-200-1243167769/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=sP4sXLBUueh80oQj&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=713
54,64 likes,7 images,Ascent Bolt Mini Velo,"1,000",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought in Oct 2021 and hardly used
Tiagra groupset
Shimano disc brakes
Stratus wheelset 

No obligations to view
Price negotiable
Delivery within Singapore can be arranged (requires deposit)",N,NA,NA,Y,Blk 120 Toa Payoh Lorong 2,1.33951932,103.84563149,bsplenden,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,106,https://www.carousell.sg/p/ascent-bolt-mini-velo-1233148038/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=60
55,22 likes,10 images,S Works  Tarmac SL7 Sagan Decon Edition Size52 SRM power meter ROVAL RAPIDE CLX R9170 DI2,"13,800",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Frameset -SGD7500
(Include stem 100mm, seatpost, handlebar 400mm, Garmin mount & ceramic speed BB coated)

Crankset- SGD2,100
(Include SRM ORIGIN CARBON POWER METER 7 CRANKSET with LOOK CARBON TRILOBE Crank arm adjustable length 170/172.5/175 (24mm spindle diameter) & Carbon Ti Chainring 52/36)

Wheelset - SGD2,300
ROVAL RAPIDE CLX WHEELSET 1st version 51/60 (rear wheel DT Swiss rachet 36teeth has been changed to DT swiss rachet 54teeth-loud hub sound)
S-work turbo tyre

Groupset - SGD2,700
Shimano Di2 R9170 (only no crankset) comes with D-Fly and charging cable

10/10 condition, no scratches frame very beautiful, only RD have a bit scratches, including original receipt, manual, 22/10/2020 3.06pm purchased from T3

Note: Saddle, pedal & bottle cage not included
",N,NA,NA,Y,Jurong Point,1.33906455,103.70611412,fd.shuan,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.8,64,https://www.carousell.sg/p/s-works-tarmac-sl7-sagan-decon-edition-size52-srm-power-meter-roval-rapide-clx-r9170-di2-1243212323/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=sP4sXLBUueh80oQj&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=680
56,16 likes,2 images,TRIBAN BICYCLE,200,Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","TRIBAN BICYCLE - Size M

It’s a Road Bike Triban RC 100 7sp - Silver

There are 2 bicycles to be sold off. Both of it have been spray painted, do refer to the images. 

It has both been lightly used for less than 5 times. Each priced at $200, there is a discount if both of it is purchased at $350.

You can only do pick up or arrange your own delivery to collect the items at the stated address. 

For more images, do private message and it will be provided. ",N,NA,NA,Y,Towner Road,1.32234177,103.85937182,xxsnowflakesxx,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/triban-bicycle-1243544099/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=QX1VpFNXSo08sylW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=489
57,6 likes,1 image,Java Lampo,550,Lightly used,Meetup,17 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","NEGOTIABLE

- new chain, new sora derailleur
- competitive grip (61 dollars)
- few scratches
- recently just went to bike care",N,NA,NA,Y,Boon Lay MRT Station (EW27),1.33875046,103.70555987,neohjunmin70634,Joined 3 months ago,Very Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/java-lampo-1242830280/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=64
58,5 likes,3 images,Siluro 3 (quick sell),500,Lightly used,Meetup,4 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","front derailleur gone ...but can be bought from shopee
rfs. no into cycling
price can nego",N,NA,NA,Y,Blk 138 Rivervale Street,1.388612,103.904528,philipoza025538,Joined 9 months ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/siluro-3-quick-sell-1241002844/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RUxXEiO5L3yrv6sn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=424
59,2 likes,4 images,Raleigh R7 Mini Velo,380,Well used,Meetup,14 hours ago,Road Bikes,Bumped,Has minor flaws or defects.,"Raleigh R7 Mini Velo up for sales

Several item has been upgraded for better performance:

1) Mechanical brake upgraded to hydraulic brake 
2) stock tyre upgraded to Schwalbe One
3) brand new cassette install 
4) stem extender install for better riding experience 

Rest of the spec can be found on pic 4

Selling for $400 but open for negotiation, excluding bicycle light and frame bag

Item has been used but not abused. Minor well and tear expected.

rfs: changing to Goldie’s",N,NA,NA,Y,Pasir Ris MRT Station (EW1),1.37287429,103.94928729,metabike,Joined 1 year ago,Mostly Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/raleigh-r7-mini-velo-1244115559/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=52
60,1 like,6 images,Merida Ride 500 Ultegra Road bike,"1,000",Lightly used,Meetup,an hour ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Well maintained Merida ride 500 with shimano ultegra groupset and cleat pedals. Caliper rim brakes, quick release front and back. XXS size for height 155-165cm.",N,NA,NA,Y,879C Tampines Ave 8 (Tampines Greenforest)Bras Basah MRT Station (CC2)See 1+ locations,1.3509779,103.92911,ch.r15,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,210,https://www.carousell.sg/p/merida-ride-500-ultegra-road-bike-1244469423/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=6
61,15 likes,5 images,S-Works Tarmac SL7,"12,500",Lightly used,Meetup,18 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Item: S-Work Tarmac SL 7
Condition 9.5/10 

Specifications: 
1. Frame size: 52 
2. Color: Color Run/Chameleon Green (Rare Color)
3. Groupset: Dura Ace 11 Speed 52/36 Chainring - 11/30 Cassette - R9170
4. Power meter: 4iiii Integrated Dual Sided Power Meter
5. Wheel: Roval Rapide CLX with Vittoria Corsa Pro TLR
6. Bar: S-Works Aerofly II Bar (420mm)
7. Stem: S-Works SL7 Stem (110mm)
8. Shimano D-fly Bluetooth E-tube Wireless Module 

Upgrades:
1. Ceramic Speed Bottom Braket (Color - Oil Slick)
2. Ceramic Speed OSPW (Color - Chameleon Green)

Not Included: Pedals, Saddels, Bottle Cage.",N,NA,NA,Y,Sol Acres EC,1.29059343,103.85143429,chuazj,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,44,https://www.carousell.sg/p/s-works-tarmac-sl7-1243450651/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=73
62,2 likes,1 image,Specialized allez,800,Lightly used,Meetup,Yesterday,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",hi guys I'm helping a good friend of mine sell away his beloved specialized.He bought it for a higher price and selling it at a lost. RFS lost interest and in need for money. Condition is ABT 9/10 js some minor scuffs of the frame.Asking for 800 price can be slightly negotiated.Bike is still in working condition no rust still smooth and no defects at all.Kindly do deal at my convenience.Fast deal can include helmet and light.Thanks for viewing have a nice day!,N,NA,NA,Y,MacPherson MRT Interchange (CC10/DT26),1.32612022,103.89006615,kreampie,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,4.9,40,https://www.carousell.sg/p/specialized-allez-1244215589/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UnrXlG_3uMNFYsMg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=157
63,32 likes,4 images,Giant 2017 Defy Advanced Pro 1 DI2 upgraded Fulcrum Carbon Wheels and stage power meter,"2,688",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Crisp shifting, full serviced last July 2022 at G.G. Cyclery. Spare bike and I’m a weekend rider. Well taken care of.

Frame size small 
Crank Length 170mm
Chainring Ultegra 52-36
Stem Giant Contact  SL 90mm
Handlebar Giant Contact SL 40cm
Group set Ultegra 11 speed DI2
Tires Continental 5000 25mm, can fit 28mm
Power meter stages left crank
Integrated Giant RS Speed sensor 
Free computer bike mount 
Elite bottle cages
Fulcrum Racing Quattro DB Carbon Wheels
Flat pedals 

From the manufacturer 

Giant have a very purist approach to frame design. Unlike others using split frame design or frame inserts to achieve compliance or force distribution etc, Giant’s is a Pure Engineering approach and they have created a range of frames that out-perform the competition across the board, from stiffness and weight to compliance and strength.

Giant are in the business of creating high quality product that displays genuine value for money. To this end, their Advanced Pro ranges of carbon bikes - be that Defy, TCR or Propel - all use the high grade (and indeed benchmark) Torayca Carbon fibre married to high quality resins, in processes that they control from start to finish. The result is a range of the finest quality carbon bikes on the market.

The Defy Advanced Pro series retains the upgraded Torayca T700 carbon frameset of last year which it shares with it’s little brother; the Advanced. The difference between the two ranges is small but significant. The Advanced Pro range features a full carbon fork with carbon steerer (rather than aluminium) which makes for a more direct feeling front end and which also shaves weight from the bike. This fork also features Giant’s Overdrive 2 headtube which uses a 11/4” upper bearing and a 11/2” lower for exceptional handling and responsiveness. In addition, all Advanced Pro models feature Giants new saddles as developed with the Pro Team; upgraded finishing kit. Strong component selection at each price point in the Pro range make these ideal for those investing a lot of time in the saddle and who are keen sportive or endurance riders. This Defy Advanced Pro 1 is the bike for those looking for an electronic groupset to handle the rigours of their endurance riding. Shimano’s Ultegra Di2 is tried and tested and will yield effortless shifts mile after mile, rain or shine. Braking is handled by RS785 hydraulic discs for enhanced stopping in any and all conditions. The brake’s graduated lever feel ensures that you don’t launch yourself and the modulation is superb offering handfuls of control.

Engineered for real world performance, even on rough roads and the longest days. The Advanced grade composite frame features endurance geometry with the perfect blend of light weight, stiffness and road smoothing compliance. The OverDrive 2 steerer tube and full composite fork work together to boost front end stiffness and precision. New disc brake technology and the vibration damping D-Fuse seatpost enhance control and comfort. The PowerCore bottom bracket turns every pedal stroke into positive forward motion, helping you stay strong all the way to the finish.

- Advanced-Grade Composite
- Advanced-Grade Composite, Full Composite OverDrive 2 Steerer
- Shimano R785 and Ultegra Di2 Electronic 22 speed
- Shimano RS785 hydraulic disc",N,NA,NA,Y,Dahlia Park Condominium,1.35909109,103.96551501,noxkie,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,175,https://www.carousell.sg/p/giant-2017-defy-advanced-pro-1-di2-upgraded-fulcrum-carbon-wheels-and-stage-power-meter-1232163684/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Tj_rhsWUl1AfKk_T&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=532
64,1 like,4 images,Sram red AXS  cassette 10-28t,450,Like new,Meetup,15 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling a hardly use Sram red AXS cassette 10-28t.

Selling as I no longer need it. 

Mileage <200km 

Price is firm.

Deal at amk at my convenience.

Thanks for viewing!",N,NA,NA,Y,Amk Ave 5 Blk 521 #**-**,1.37292199,103.85167242,wilsontri,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,60,https://www.carousell.sg/p/sram-red-axs-cassette-10-28t-1244394581/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=59
65,3 likes,5 images,"USA Wheeler Hybrid 6.3 , size M",175,Well used,Meetup,Yesterday,Road Bikes,Posted,Has minor flaws or defects.,"Frame In beautiful condition, bought it for $550 in 2018. Just changed the tube and tyres. Was fully serviced in Feb 2023. This is been well taken care all the times.

Pickup in Hougang, slightly nego.

Selling as moving out! ",N,NA,NA,Y,Rio Vista Condominium,1.3730844,103.90157842,parxv,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,32,https://www.carousell.sg/p/usa-wheeler-hybrid-6-3-size-m-1244211037/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nZcXHf07tJhtJQIJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=164
66,102 likes,10 images,"[INSTALLMENT] 𝔻𝕍ℝ𝕂ℍ𝕆ℝ𝕊𝔼®️ 20"" 10speed Vintage Mini Velo MV Road Bike Bicycle City Bike Blue Turquoise 20inch",729,Brand new,Mailing · Meetup,Yesterday,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"🙌🏻🙌🏻🙌🏻 𝘼𝙎 𝙁𝙀𝘼𝙏𝙐𝙍𝙀𝘿 𝙊𝙉 𝘾𝙉𝘼 93.8𝙁𝙈 🙌🏻🙌🏻🙌🏻
🔥✨🔥 𝕆𝕦𝕣 𝕧𝕖𝕣𝕪 𝕠𝕨𝕟 𝕚𝕟-𝕙𝕠𝕦𝕤𝕖 𝕓𝕣𝕒𝕟𝕕 𝔻𝕍ℝ𝕂ℍ𝕆ℝ𝕊𝔼®️ 🔥✨🔥
⚡⚡⚡ Usual Price $989, currently letting go at $729 ⚡⚡⚡

💯 This is a new unit of bike that is custom built and tuned by our in-house experience, passionate mechanic 💯

⭐ Debit / Credit Card Installment: INTEREST FREE, 3 months x $243 ⭐
⭐ Grab PayLater: INTEREST FREE, 4 months x $182.25 ⭐
Pm us for more details!

• 9.5kg
• Gloss turquoise alloy frameset
• 1x10speed LTWOO A7 Shifter
• 10speed LTWOO Rear Derailleur
• Litepro Hollowtech Crankset 
• Litepro 53T chainring 
• Comfortable vintage brown saddle
• 20"" silver chrome wheelset
• IRC Jetty Plus 20x1.25 Tan Wall tires

😊 6 MONTHS WARRANTY 😊

🎁 FREE GIFTS (while stock last)
• Key Lock
• Bell
• A pair of safety lights
• Bottle cage

📞 +𝟔𝟓 𝟗𝟏𝟗𝟗𝟓𝟒𝟎𝟏
Call, WhatsApp, or DM us for enquiries!

🚴🏻 Foldies, Mini Velo, MTBs & Road Bikes
🚲 Bicycle Parts & Accessories
🛠 Bicycle Repairs, Servicing, and Overhaul

📍 Welcome to TEST RIDE & visit us at our showroom cum service center at:
𝟏𝟎 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐀𝐯𝐞 𝟒
#𝟎𝟗-𝟔𝟒 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 @ 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭
𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝟒𝟏𝟓𝟖𝟕𝟒

🕑 Opening Hours
Tuesday - Saturday: 𝟏𝟏𝐚𝐦 - 𝟕𝐩𝐦
Sunday & PH: 𝟏𝟏𝐚𝐦 - 𝟓𝐩𝐦
𝐂𝐥𝐨𝐬𝐞 𝐨𝐧 𝐄𝐯𝐞𝐫𝐲 𝐌𝐨𝐧𝐝𝐚𝐲",Y,Express delivery S$30,1 - 2 working days,Y,Goodtime Cycle𝟏𝟎 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐀𝐯𝐞 𝟒 #𝟎𝟗-𝟔𝟒 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 @ 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝟒𝟏𝟓𝟖𝟕𝟒,1.3382288,103.90798,goodtime_cycle,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,342,https://www.carousell.sg/p/installment-𝔻𝕍ℝ𝕂ℍ𝕆ℝ𝕊𝔼®️-20-10speed-vintage-mini-velo-mv-road-bike-bicycle-city-bike-blue-turquoise-20inch-1128852779/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nZcXHf07tJhtJQIJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=200
67,15 likes,1 image,Kids bicycle,20,Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,tyres requires replacement.,N,NA,NA,Y,Bukit Batok,1.35138006,103.74853231,rio2103.1,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,14,https://www.carousell.sg/p/kids-bicycle-1207540787/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=KxtAUR_1ZDEfQx2t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=646
68,2 likes,4 images,Zipp 404 firecrest,"2,000",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling zipp 404. Front & back
Rotors  and cassette not included.

Used but not abuse. Well taken care.
1yr old.
#dontlikezipp 


",N,NA,NA,Y,Blk 214 Choa Chu Kang Central,1.38264533,103.74626801,robinlimkp,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,6,https://www.carousell.sg/p/zipp-404-firecrest-1243233311/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=KxtAUR_1ZDEfQx2t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=661
69,14 likes,10 images,Hybrid road bicycle + helmet + locker ,140,Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Like new
Original price was $320 (bike $250 + accessories $70++) at Decathlon. 
I have 2 bike, one is M size and another one is L size.  
Each bike $140
If you take both at once, give you at $250",N,NA,NA,Y,Clementi MRT Station (EW23),1.31509495,103.76489041,soomin8077,Joined 1 year ago,NA,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/hybrid-road-bicycle-helmet-locker-1244080613/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=phpM2X-YXW97dB0k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=226
70,1 like,1 image,Colnago C68,"15,500",Like new,Meetup,20 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Colngo C68 with cc01 bar 
size 485
Shimano Ultegra R8170
Zipp 404 FC tubeless set 
Build at May 2023 
Block chain unregistered ",N,NA,NA,Y,One Amber Condominium,1.30195611,103.89900708,ky.keyboards,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/colnago-c68-1244341538/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=85
71,2 likes,7 images,🌬️BMC team machine SLR03,"2,000",Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"This bike serve me well 😁.
Well maintained most comfortable complete bike! (Frame, groupset,saddle,handle, seatpost and pedal)
Size- 54 ( 1.75-1.8m)
Rim-CompTeam Vision 35mm SL rim
Tyre - 25mm Continental Grandprix poly breaker ( Low mileage)
Groupset -Shimano  11 speed ultegra group set
Saddle - Will be swop with matching black red Giant saddle
* Accessories ( Bike comp, sensor, lights, pouch is not included)
*Genuine buyer only (Lowballer will be ignore)
RFS - Clearing up space.",N,NA,NA,Y,Blk 33 Bedok South Ave 2,1.32304269,103.93889869,mat1885,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/🌬️bmc-team-machine-slr03-1243966609/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3uUA59bbuyK4836t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=286
