,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
52,21 likes,6 images,S-Works Tarmac SL6 Size 49,"6,800",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size 49 S-Works Tarmac SL6 
Full Dura Ace 9150 Electronic Groupset 
3T Superleggera Team Carbon Handlebar 42cm 
3T Arx II Team Stem  
Zipp 303 Firecrest Carbon Wheelset 
Fizik Antares R1 Carbon Saddle 
KMC Gold Chain 
Shimano Dura Ace 9100 Pedals 
 

Bike is in great condition. Under utilised. Selling as not riding anymore.

No obligation to view. Thank you.",N,NA,NA,Y,Kew Avenue Playground,temtemtemtem,Joined 9 years ago,NA,Verified,1,1,1,5.0,43,https://www.carousell.sg/p/s-works-tarmac-sl6-size-49-1241278433/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AyMIJaKyWIhP32LI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1000
53,2 likes,7 images,VOCLK Fully Carbon Fiber and Internal Cable,"2,400",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","VOCLK Fully modify Carbon Fiber Internal Cables Bike ( Matt black )

Shimano R7020  11Speed 105 groupset
Shimano 105 Hydraulic Brakes
50mm ELITEWHEELS Carbon Wheels
TOSEEK TR550 Handlebar 420-90mm
Weight round 8.5 -9kg+/-",N,NA,NA,Y,Blk 127 Rivervale St,k3zxzun,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,14,https://www.carousell.sg/p/voclk-fully-carbon-fiber-and-internal-cable-1240744911/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YF92fYnGgTRix20Y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1167
54,17 likes,4 images,Rc120 (large) | cheapest listing ,150 300,Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Includes saddle and frame bag, kickstand, lights 

Gears need to be cleaned and tires pumped ",N,NA,NA,Y,Park Place Residences,sgnoob,Joined 2 years ago,Mostly Responsive,Verified,1,1,1,5.0,1,https://www.carousell.sg/p/rc120-large-cheapest-listing-1230483578/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=x44D-rW0ZgP6wlRt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=919
55,10 likes,5 images,Java Ronda road bike shimano sora,850,Brand new,Mailing · Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Latest model from java 

Shimano 18 speed 
Disc brake 

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty

Shop : Gcycle
Contact number : 8875 8715 
Address : Kapo factory building, Block A, 03-03
Singapore 367998

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery",Y,Express delivery Free,1 - 2 working days,Y,Kapo Factory Building03-03 ( Block A),gcycle,Joined 5 years ago,Very Responsive,Verified,1,0,1,4.9,65,https://www.carousell.sg/p/java-ronda-road-bike-shimano-sora-1237480579/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sgu_vJd2todrVDay&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2403
56,22 likes,9 images,Gaotelu Road Bike,750,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling on behalf my uncle. He just got done a knee surgery and is unable to cycle. Bike is still well maintained despite the minor flaws. I dont rlly know the specs for this bike so pls google or let me know if you need more pictures. 

Collection and test ride at pasir ris.",N,NA,NA,Y,Elias Road,n4ddy_,Joined 9 years ago,Mostly Responsive,Verified,1,1,1,5.0,94,https://www.carousell.sg/p/gaotelu-road-bike-1241701631/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=796
57,13 likes,3 images,City bike Elops with child seat,222,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"negotiable
I am moving to other country",N,NA,NA,Y,Blk 306A Clementi Avenue 4,six1451,Joined 1 week ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/city-bike-elops-with-child-seat-1241455139/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=x44D-rW0ZgP6wlRt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=908
58,29 likes,4 images,Shimano 105(R7000) RC520 Road bike decathlon triban,"1,100 1,200",Well used,Meetup,2 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,"Price negotiable

Letting go my beloved super versatile decathlon triban rc520 size S as riding foldie most of the time. Full set to go.

 Currently decathlon selling this at $1249.90 for a stock bike. 

- Original wheelset with panaracer gravelking sk 32c tubeless setup(need to top up sealant for use) (tire worth ≈$60)

- Hunt aero light disc wheelset, 1488g lighter than plenty of carbon wheels with mid low aero profile, loud Japanese sealed bearing hubs, Comes with fast rolling and ultra light panaracer race c evo 3 tan wall 25c perfectly matched with the wheelset's aero profile 
(worth $900+ when bought, currently shld work ≈700)

- Handle bar cinelli mash 42 (worth ≈$100)

- controltech one ultralight stem (worth ≈$30)

I should have 2 new spare vitoria tyres to throw in as well (worth ≈$60)

Exclusions: Lights, computer, saddle bag

 View and deal in punggol near riveria lrt station rc520 roadie pcn foldie bike bicycle decathlon",N,NA,NA,Y,Riviera LRT Station (PE4)meet up at punggol near Riveria LRT Station,jocis.trading,Joined 9 years ago,Very Responsive,Verified,1,1,1,4.9,62,https://www.carousell.sg/p/shimano-105-r7000-rc520-road-bike-decathlon-triban-1229157310/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YF92fYnGgTRix20Y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1130
59,1 like,7 images,Avanti Giro 2 Road bike (Brand New),850,Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Avanti
Brand New

Full Shimano 105 groupset
Disc Brake
56cm Aluminium frame
Free accessories

Please see my listings for more bicycle options or contact us at 88111796

Welcome to view and for test ride at our bike store located at Lipo building, 621 Aljunied Rd #07-07

Nearby Mattar Mrt (Blue Line). Exit B, right turn + 3 mins straight walk",N,NA,NA,Y,Lipo Building,simple.bicycles,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,804,https://www.carousell.sg/p/avanti-giro-2-road-bike-brand-new-1240329607/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=o8cINkyfaOmgUhmL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1339
60,9 likes,6 images,Scott Foil 2019,"3,500",Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Bedok Reservoir Road Market & Food Centre,mjinlorenz,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.8,34,https://www.carousell.sg/p/scott-foil-2019-1237940642/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wK8sHFOOSA5bCC8P&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2165
61,13 likes,4 images,Cipollini NK1K 🇮🇹 ,"3,880",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Full bike
Carbon 
Made in Italy 🇮🇹 
Ultegra 11s 
No crash
Minor scratches ",N,NA,NA,Y,Northstar,autumn_angel_sports_pte_ltd,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,376,https://www.carousell.sg/p/cipollini-nk1k-🇮🇹-1241253490/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TsI9VzbOxSlBdwhI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1010
62,2 likes,1 image,"INCLUDE BASKET AND REAR RACK!  26 Inch 7 Speed Gear Bicycle Classic Men Women bike commuter 20"" 24"" seat lady inch mesh seat kid 27.5 29 thermal bag 26"" 16"" WHATSAPP 89501850",200,Brand new,Mailing,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 





INCLUDE BASKET AND REAR RACK! 
Can be also removed easily if don't need it.
 
You can also visit
➡️ www.dashlab.sg for purchase or more products.

 
Wheel: 26""""
7 Speed Gear
High Carbon Steel 
Weight: 12kg
Seat height: 70-90cm
Handlebar Height: 90-100cm
Seat and Handlebar can be adjustable
Suitable for 150-190cm height

✔️ WEST BIKING™ Hard Plastic Pedals
✔️ Saiguan® Grip Shifters
✔️ PEAK® Crankset
✔️ Passage® Light Cruiser Handlebar
✔️ C-BB® Vintage Rigid Frame
✔️ PEAK® Cassette 
✔️ MCL Smooth™ Hybrid Tyres
✔️ Vintage™ Slim Leather Saddle
✔️ Ruida™ 30 Spoke Normal Rims
✔️ XM Caliper™ Rim Brakes  

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,lin-shop,Joined 2 years ago,Not Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/include-basket-and-rear-rack-26-inch-7-speed-gear-bicycle-classic-men-women-bike-commuter-20-24-seat-lady-inch-mesh-seat-kid-27-5-29-thermal-bag-26-16-whatsapp-89501850-1238822076/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IU28Oq1Xz4FXORnH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1827
63,12 likes,10 images,Centurion vintage bike for sale.,600,Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Top tube a coupe of dents. Shimano gears and wheels. 

Steel is real",N,NA,NA,Y,Jalan Riang Park,portisfish,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,135,https://www.carousell.sg/p/centurion-vintage-bike-for-sale-1243174487/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=9
64,21 likes,3 images,Merida Reacto Di2 7000E Full Carbon Aero Roadbike / Full Ultegra Di2 / integrated cockpit / carbon wheelset,"4,500",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Frame has been polished and PPF applied to both sides of the crank and the underside of the frame to the bottom bracket 

Chain is almost new and is waxed with Squirt lube

Relocating her with Full Shimano R8070 Di2 with carbon wheelset. Di2 charger and bike documents will be handed over to the new owner

Specs
Size: S/M (Able to fit 1.75-1.85) 
Full Shimano R8070 Di2 (Including Crank)
Giant Fleet SL Saddle
Ultegra Hydraulic Brakes 
Integrated carbon cockpit

50mm Carbon Clincher Wheelset 
Tubeless Ready 
Ultegra rotors 
11-34 Shimano Cassette 
Specialised Gripton Turbo Pro Tyres 90% life
Loud and smooth hubs

Original merida light will be fitted back on
*Does not come with pedals, lights and computer*
",N,NA,NA,Y,Bedok Reservoir,grey.wolf,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,17,https://www.carousell.sg/p/merida-reacto-di2-7000e-full-carbon-aero-roadbike-full-ultegra-di2-integrated-cockpit-carbon-wheelset-1241788367/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=760
65,7 likes,5 images,giant tcr sl size M,"2,650",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,only frame,N,NA,NA,Y,Kovan MRT Station (NE13),rongxiaoco57510,Joined 2 months ago,Very Responsive,Verified,1,0,1,5.0,2,https://www.carousell.sg/p/giant-tcr-sl-size-m-1239682683/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=NIto8dAlUUROfnJA&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1539
66,23 likes,10 images,Force Etap Merida Scultura Bahrain Edition,"2,600",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Lightly used scultura force etap, bought in Aug 2021

Size: S(I am 166cm)
Saddle: Fizik Antares R1 (carbon rails)
*Will not come with saddle and pedals unless price is met

Wheelset: Reynolds AR41 (additional $400)

**Price excludes Garmin edge 530, lights and wheelset

Parting out available!

Tags: giant pinarello shimano specialized
",N,NA,NA,Y,Beauty World Centre,kcr_29,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,130,https://www.carousell.sg/p/force-etap-merida-scultura-bahrain-edition-1242527391/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=_0vAGoVxPYOEhKji&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=370
67,16 likes,1 image,Scott Speedster S20,800,Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Size 52. Fast race bike that can pack a punch if you have a strong engine. 

Not the best components in the world (as you would expect from a budget build) but components are well maintained a guaranteed  smooth ride away 😊

bike is repainted by previous owner to a nice colour way as well. 

come down to have a chat and we can discuss the price.

info for nerds:
Shimano Sora group an upgraded 10s RD.
semi-compact 50-38tooth chainring.

tags: trek, giant, specialized, sram, shimano, race bike, aluminum frame, alloy frame, aero bike, carbon fork",N,NA,NA,Y,Castle Green Clubhouse,61300,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,8,https://www.carousell.sg/p/scott-speedster-s20-1238407909/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1983
68,21 likes,2 images,Colnago Carbitubo yellow,"1,800",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"size-53.
groupset-8 speed campy",N,NA,NA,Y,Haw Par Villa,outland2900,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.8,10,https://www.carousell.sg/p/colnago-carbitubo-yellow-1242341520/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GtZgK6DysP4QOxm-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=459
69,30 likes,4 images,Voyager 66 Cycle,300,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","A friend of mine gave it to me but I never use it. Hence, selling",N,NA,NA,Y,Novena MRT Station (NS20),borira_sg,Joined 6 years ago,Not Responsive,Verified,1,0,1,5.0,50,https://www.carousell.sg/p/voyager-66-cycle-1239214268/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HuPNNwhll_GNKeOq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1692
70,3 likes,4 images,🆕FOREVER Shadow 30 Speed Hybrid Bike | Disc Brake Race Straight Bar Bicycle,399,Brand new,Meetup,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price is for 1 Full Bike(FIRM)
Ready Stock & Brand New


☑️Ready Stocks, No Pre-order required. 

☑️FREE : Full Bike Assembly & Tuning

☑️FREE 3 Months of Tuning & Adjustment Limited Warranty

☑️FREE Limited Time Gifts :   Bell / Tools / Bottle Cage / Kickstand
(WORTH : $30)  *Note* Installation not provided for free gifts parts



📍Size Available :
700c (Suitable for 160-195cm Rider) 




🔸Installment Plan Available🔸
[CONTACT US FOR MORE INFO]



                🤝DEALING OPTIONS🤝

◾Self Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35




Specifications :

Frame: FOREVER Shadow Aluminium Alloy

Shift Lever : MicroNew 30 Speed

Front Derailleur: MicroNew 3 Speed

Rear Derailleur: MicroNew 10 Speed

Crank : Prowheel 3 Speed Crankset

Brake : Mechanical Disc Brake

Tyre : Kenda 700*25c 



☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,bikeco,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,1k,https://www.carousell.sg/p/🆕forever-shadow-30-speed-hybrid-bike-disc-brake-race-straight-bar-bicycle-1243182833/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2
71,6 likes,2 images,Swift Hypervox Drapac Team (size 51),"1,600",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"swift hypervox size 51
Dura Ace C40 wheelset.
groupset is R8000. brakes is 6800
powermeter 4iiii
zipp sprint SL stem


selling cause got myself a disc brake bike. the zipp sprint stem is already a quarter of the  bike price.

 can part out the powermeter",N,NA,NA,Y,Yishun Avenue 6,teeeseee,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,53,https://www.carousell.sg/p/swift-hypervox-drapac-team-size-51-1240166454/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=vq2gb6z6HhwNnN1u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1408
72,5 likes,1 image,Engine 11 steeze road bike,"3,000",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Might want sell my Engine 11 steeze
Steel frame, carbon fork
Size S
Dura Ace 9000 crankset, shifters, RD. 
FD Dura Ace 9100
Brakes ultegra r8000
Cassette ultegra r8000 11-28t
Enve stem and dropbar
ZIPP seatpost
OSPW(OEM)
Fulcrum red wind XLR 50mm (CULT version)
Vittoria Corsa 25c

Saddle and pedals will be changed.
Feel free to PM me for other details. 
Not in a rush to sell. 
Price is slightly negotiable. 
If u have a Canyon Grail CF, we can work out on trade. 




",N,NA,NA,Y,Ang Mo Kio MRT Station (NS16),gelangdesoto,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,143,https://www.carousell.sg/p/engine-11-steeze-road-bike-1242261319/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GtZgK6DysP4QOxm-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=492
73,4 likes,8 images,Trek Emonda 56cm - carbon frame,"1,600",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Trek emonda sl.
OCLV carbon 300 series.
Shimano 105 group set.
R460 DT Swiss wheels.
Montrose bontrager seat.

Great condition, superb bike for someone looking to upgrade to a carbon bike or get into more road cycling.
Used as secondary to TT bike during ironman training and no longer need.
Over S$4k when bought a few years ago.
",N,NA,NA,Y,Tiong Poh Road,geordib1,Joined 3 years ago,Mostly Responsive,Verified,1,0,1,5.0,13,https://www.carousell.sg/p/trek-emonda-56cm-carbon-frame-1240094077/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=vq2gb6z6HhwNnN1u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1430
74,16 likes,10 images,TREK MADONE PROJECT ONE SIZE 52 RACE SHOP LIMITED,"7,500",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","1. Size 52. OCLV 700 / weight 7.5kg & Garmine 1000 series
2. Group Set  ULTEGRA  Di2 Power Series
3. Cockpit Stock 400mm / 100mm handlebar
4. Wheelset BontragerAeolus 5 TLR. Tyres Bontrager
6. Pedals: DURACE. Crank Durace : 52 -36 / Durace Cassette 11-30 
7. Bottlecage: Bontrager Carbon.
8. Saddle Bontrager / Seatspot - stock
9.  Garmine 1000 Series
10.  The most beautifully streamlined brakes for aerodynamics n light weight
11.  Am upgrading: The latest Madone SLR 9  Project One 
12.  Comes with extra spare parts.",N,NA,NA,Y,Orchard Road & Scotts Road Main Junction,ceoasia,Joined 6 years ago,Not Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/trek-madone-project-one-size-52-race-shop-limited-1239048157/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zkAAlOQJwsMD40fg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1752
75,13 likes,7 images,Toddler balance bike and tricycle,40,Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Elfintrike 5-1 balancing bike for girls originally bought from Amazon US. 

Can be used as the following-. 
Balance bike
Baby walker
Tricycle

Used only inside our large living room. Never been on road. In great condition.  Selling as my girl has stopped using due to her love for scooter and finally outgrown it. 

Mild scratch on the seat. Refer to picture.",N,NA,NA,Y,Hillview MRT Station (DT3)Summerhill Condominium Poolside,rich_buysell,Joined 4 years ago,Very Responsive,Verified,1,1,1,5.0,20,https://www.carousell.sg/p/toddler-balance-bike-and-tricycle-1237805915/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fx_S38IAuf3IBO_u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2267
76,4 likes,5 images,"Raleigh Roadbike, good condition",260,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Raleigh Road Bike
Good condition

2 x 9 speed, Shimano Sora gear groupset 
Medium Frame size
700c rim

Please see my listings for more bicycle options or contact us at 88111796 for more information 

Welcome to Simple Bicycles to view and for test ride. Our Bike store is located at Lipo building, 621 Aljunied Rd, #07-07 or contact us at 88111796. 

Nearby Mattar Mrt (Blue line) exit B, right turn + 4 mins straight walk",N,NA,NA,Y,Lipo Building,simple.bicycles,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,804,https://www.carousell.sg/p/raleigh-roadbike-good-condition-1238842124/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IU28Oq1Xz4FXORnH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1811
77,48 likes,5 images,Felt AR 2015 carbon bike (Size 51) with FREE Garmin Edge 520,"1,750 2,000",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling Felt AR 2015 Model as no longer cycling.
Suitable for height of 169cm +/- 5cm
Will give FREE Garmin 520 Edge

Completed overhaul on 2 Jun 2023 before putting up for sale.
New bearings, cable housing, brake cables, bar tape

Brakes: Ultegra 6800 (front) and Dura Ace (9110 direct mount rear brake)
Derailleur: Shimano Ultegra 6800
Chain: Shimano CN-HG701 (NEW)
Cassette: Shimano Ultegra 8000 11-25T (NEW)
Crankset: Shimano 6800 11 speed 52-36T (used for about 600km)
Wheels: Yoeleo Super Light 700C Carbon Clincher Wheelset 50mm
Pedals: Look pedals
Saddle: Worn-out Selle Italia (can use if you don't mind the worn-out looks)
Tires: Continental Gator Hard Shell - almost a guarantee you won't have a puncture. Rode less than 100km in it

Note: the front wheel is slightly misaligned and requires a slightly larger brake clearance. Other than that, no issues with integrity and riding
",N,NA,NA,Y,Ang Mo Kio,zinvie,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,82,https://www.carousell.sg/p/felt-ar-2015-carbon-bike-size-51-with-free-garmin-edge-520-1236659404/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2627
78,7 likes,1 image,Java Siluro 3,300,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","been collecting dust, sitting inside my room for over few months

Self collect ubi mrt

",N,NA,NA,Y,Paya Lebar MRT Interchange (EW8/CC9),samson11w,Joined 5 years ago,Very Responsive,Verified,1,1,1,4.9,96,https://www.carousell.sg/p/java-siluro-3-1243100388/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IQJwSUdwRylP7XHi&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=63
