,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
70,1 like,10 images,[7.9kg]Cervelo S1 road bike alu frame with carbon fork,"1,500",Lightly used,Mailing · Meetup,an hour ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Cervelo S1 Size S [frame size 51cm, suitable for 160-173cm]
Body frame condition is superb good. 
Overall bike condition like new and in riding condition, can come view to believe 

Ultegra crankset & shifter
Dura ace brake caliper & derailleur 
Toseek saddle 200g only

Wheelset: 
Fulcrum racing speed XLR 50mm
- superlight weight and worth $1k + 

Deda superzero drop bar
Bontrager elite stem
Creek crane headset
Original cervelo seatpost

Whole bike only 7.9kg include pedal 



",Y,Custom courier Free,3 working day(s),Y,Blk 206C Compassvale Lane,1.38788502,103.89746656,stand_bike,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1k,https://www.carousell.sg/p/7-9kg-cervelo-s1-road-bike-alu-frame-with-carbon-fork-1244497344/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=0
71,11 likes,2 images,vintage style bicycle,130,Heavily used,Meetup,6 days ago,Road Bikes,Posted,Has obvious signs of use or defects.,accidentally bought a ‘geared’ bike and willing to trade with fixed gear(w/wo top up) ,N,NA,NA,Y,[email protected] ave 1,1.43006158,103.79151853,zaid13,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/vintage-style-bicycle-1243328508/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=omN_uxru5foZSL37&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=634
72,58 likes,7 images,🚨Sworks Venge 2012 (URGENT)🚨,"3,550",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","🚨 URGENT URGENT URGENT 🚨 

👉🏼Selling my preloved uniquely colorway Specialized Sworks Venge (RARE BUILD)
-Sram Red Groupset
-Full Carbon
-Full authentic 

👉🏼Not much of explanations. By looking at the image itself will tell you how high end the components are. 

👉🏼Very well maintained and used to send for full servicing/overhaul at T3 Bicycle Gears

👉🏼Size 52 (i am 170cm fits me perfectly)

👉🏼Not riding it, collecting dust. Well kept indoors away from childrens/cats etc

👉🏼Able to nego. But no lowball please,
Probably the lowest you can get for this Sworks Venge with this kind of setup!

👉🏼RFS: Downgrade. Will consider to trade in with your track bike/fixed gear/ fixie with your top up (will be discussed)

👉🏼I will definitely clean before confirming to deal (last ride to ensure everything is working well)",N,NA,NA,Y,Blk 460 Pasir Ris Dr.4,1.37131194,103.95934131,asheeeeeraf,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,62,https://www.carousell.sg/p/🚨sworks-venge-2012-urgent-🚨-1231557374/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=MGv4OUbhGcKoUr8c&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=940
73,5 likes,3 images,Cycle ELOPS size M,280,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Good condition, light used.",N,NA,NA,Y,Our Tampines Hub,1.353031,103.940743,harmbabu0664897,Joined 5 months ago,Mostly Responsive,Verified,NA,NA,NA,1.0,1,https://www.carousell.sg/p/cycle-elops-size-m-1241789093/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0k6r_6eLznvzAb-9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1311
74,46 likes,10 images,Carbon Road-Hybrid Bike (detailed description),800,Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Bike is custom built myself, with SRAM Apex 1x drivetrain. Selling as I've since moved on to foldable bikes to cycle with the family together. This bike started its life with dropbars, then converted to hybrid flat bars, guess this is the natural progression of age. 

Bike is used but not abused, self-maintained and serviced and taken care of painstakingly. 

Main Specifications:
Frameset - Carbon T1000 frame, size 54cm top tube (i'm 1.78cm)
Saddle - as pictured, recently replaced and ridden twice only
Drivetrain - SRAM Apex 1x (bottom bracket, cranks, chain, rear cassette, rear shifters, rear derailleur)
Rear cassette is PG1130 11-36T (11-12-13-15-17-19-22-25-28-32-36)
Front chainring is 44T (you'll get a really wide gear ratio with this 1x setup)
Rims - Mavic Aksium
Tyres - Btwin 700x25c

Sorry as this is a bike, i can only arrange for meet-ups if you swing by Simei MRT station. PM to arrange viewing. 

",N,NA,NA,Y,Simei MRT Station (EW3),1.34303034,103.9534177,woduzier,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,103,https://www.carousell.sg/p/carbon-road-hybrid-bike-detailed-description-1238479493/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2391
75,27 likes,1 image,Trek Madone 9.9 H2 Sram Force AXS Enve,"3,450",Well used,Mailing,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"4950 full bike
3450 full bike no wheels
3900 full bike with e22 elite custom rims laced to chris king r45
.
Madone 9.9 H2 frame
1 bottle cage bolt stuck need to drill out
and seatpost plate dropped into frame
Madone bar 42 x 100/110
minor scratch 
Sram Red Axs Aero crank
Sram Force Axs shifters
Sram Force Axs rear derailleur
Sram Force Axs chain
Ultegra 8100 cassette 
Ultegra pedals
Enve 4.5 Laced to white industries t11
corsa tires
rfs moving house",Y,Express delivery S$5,1 - 2 working days,N,NA,,,trackjunction.co,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,464,https://www.carousell.sg/p/trek-madone-9-9-h2-sram-force-axs-enve-1241053024/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=N9Fm4bT6sWVUFmqt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1580
76,Like,1 image,"Fixie black rim bicycle Road bicycle 26"" for   lightweight fixie  bicycle lock bike accessories rack  food delivery child baby seat children adult lady men thermal bag mtb  WHATSAPP 88918377",160,Brand new,Mailing,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"✅ Sold over 500+ Bicycles. With 300+ positive reviews! 
✅FREE ASSEMBLY  
✅Visit our main Carousell account for purchase ( Gearlook )

✅Other Information 
Offical WebPage ➡️ www.gearlook.sg/

Contact ➡️  8891 8377


Brand New  Now!
 
- Whole bicycle 
- Free assembly of bike
- Comes with free maintenance tools

Self collection or viewing 
Interested please message @ 8891 8377! 


For same day delivery to doorstep at $30

Specifications: 
• Frame: 18” High Carbon Steel Frame 
• Wheel: 26""""
• Coaster Brake System - pedal backwards to brake
• Weight: approximately 12.5kg
• Measurement: 168 x 95cm 

Add on Accessories:
- Front Frame Bag $10
- Bottle holder $6
- Two led light $8
- Bell at $3
- Lock $10
- Universal Bike Phone Holder $10
- Pump $6
(All 7ACC above for $40 *SAVE $13*)

Add on: Back rack $28
Add on: Helmet $23
Add on: Front and back handbrakes at $25
",Y,Standard delivery S$15,3 - 4 working days,N,NA,,,yomobike,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.8,5,https://www.carousell.sg/p/fixie-black-rim-bicycle-road-bicycle-26-for-lightweight-fixie-bicycle-lock-bike-accessories-rack-food-delivery-child-baby-seat-children-adult-lady-men-thermal-bag-mtb-whatsapp-88918377-1244105583/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=pFcsFvDdlwJuiL3z&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=272
77,11 likes,6 images,Polygon Strattos S8 Disc (2020),"1,680",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"2020 (UCI) ACX CARBON PERFORMANCE ROAD BIKE.
Full Shimano Ultegra Groupset.
(Purchases ard mid 2021)

Well maintained & very low mileage, only cycle 4-5 times in total.
Comes with new handlebar wrap.
Accident, crash & drop free.

Weight - 8.7kg
Size - M
Suitable for height between 168cm - 185cm

* Price includes mini pump, Bryton GPS bike computer, Top Peak saddle pouch, front light (Nite rider) & back light (Cateye).",N,NA,NA,Y,Le Quest MallBlk 461C Bukit Batok West Ave 8,1.35591783,103.7410748,5.12_milspec,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,32,https://www.carousell.sg/p/polygon-strattos-s8-disc-2020-1241958268/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1220
78,16 likes,3 images,Colnago Concept,"5,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","No crash or drop. 

Spec as below: 
Colnago Concept, size 52S, matt black (purchased from local bike shop) 
Group set: Ultegra DI2 R8050, Crank 52/36T, CS-6800 Cassette 11/25T 
Oversized pulley: Ridea OSPW C-38 
Dropbar: Zipp SL-70 Aerobar (UD Carbon, 420mm, drop 128mm, reach 70mm, clamp 31.8mm) 
Stem: Deda Elementi Zero1 Road Stem (Alloy, 90mm, 31.7mm, 1.1/8"""". +/-6deg) 
Saddle: Specialized Expert Power Arc 
Wheelset: Campagnolo Bora Ultra 50, Continental GP5000 tyres, 700x28C 

Pedal and accessories (lights, bottle, etc) not included for sale. 
RFS: Selling spare bike 
Mileage: About 6,000km 

Delivery can be discussed.",N,NA,NA,Y,Toa Payoh HDB Hub,1.33254054,103.84772059,willlee,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,218,https://www.carousell.sg/p/colnago-concept-1241055695/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=N9Fm4bT6sWVUFmqt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1579
79,26 likes,8 images,Road Bike Cervelo R5 Size 48 with Campagnolo WTO 45 Full Carbon,"5,800",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Bought Mar 2020 from BnB and got a lot of medals on it. It is fast and easy to handle 
Carbon frame 
Ultegra Di2 (8 series. Crank: Rotor) with D-fly to display your current gear 
Inspider Power Meter to display your Watts
Ridea OPSW
Ceramic BB
Ergon saddle
2x bottle cages
Garmin mount
Campagnolo Bora WTO 45 wheelset
I am the first owner 
Receipt available 
I bring this to BnB for servicing thrice a year ",N,NA,NA,Y,Kingsford WaterBay,1.37423212,103.90334845,haime133,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,4.8,20,https://www.carousell.sg/p/road-bike-cervelo-r5-size-48-with-campagnolo-wto-45-full-carbon-1240277663/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=BOW7RK1_OHkCvLyI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1846
80,2 likes,4 images,Men’s Jamis Road Bike 56cm,600,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","This is a Jamis road bike
56cm frame 
Shimano Ultegra group set 
I am leaving Singapore and want to sell!
$600 or nearest offer.  

As part of the deal I have:
- a new rear light (RRP$55)
- a wheel stand (for use with a wind trainer)",N,NA,NA,Y,Blk 548 Pasir Ris Street 51,1.36868459,103.95358812,scottl,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,11,https://www.carousell.sg/p/men’s-jamis-road-bike-56cm-1239800880/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1974
81,27 likes,3 images,Java J Air Fuoco,"1,200",Like new,Meetup,Yesterday,Road Bikes,Bumped,Used once or twice. As good as new.,"Java J Air fuoco (Road Bike) Shimano 105
Condition: like new
Reason for sell: seldom use
Size 51 (suitable for height 173-182cm)
If you interesting just come to my place test riding. This’s all original Java J Air stock accessories. Except pedals.
With Roval wheels sticker, Shimano SpdSL pedals, 2 Bottle cages, and front carbon light mount.
Saddle light mount no include.
Meet up location: East coast park Starbucks (Area C) ",N,NA,NA,Y,East Coast Park Area C,1.30046655,103.90951364,tooyes,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/java-j-air-fuoco-1241509535/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=198
82,1 like,4 images,BMC team machine SLR02,"2,400",Well used,Meetup,16 hours ago,Road Bikes,Posted,Has minor flaws or defects.,"Frame size 60
Shimano Ultegra",N,NA,NA,Y,Ulu Pandan Road,1.31922644,103.77209749,orange_man,Joined 7 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,15,https://www.carousell.sg/p/bmc-team-machine-slr02-1244416557/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=63
83,1 like,3 images,"10% off BRAND NEW 2022 ORBEA ORCA AERO M21eLTD Size 51 with SRAM FORCE PWR 48X35T CRANK was $10,739, NOW just $9,665","10,739",Brand new,Mailing,6 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Direct from the Singapore distributor, this bike is brand new and assembled by Orbea-trained mechanics

Available colours/sizes
Ceratizit-WNT Pro Cycling Team Colours - 51


FRAME - Orbea Orca Aero Carbon OMX disc, monocoque construction, HS 1,5"", BB 386, PowerMeter compatible, Thru Axle 12mm x 142mm rear, thread M12x2 P1, Speed release compatible, internal cable routing, EC/DC compatible
FORK - Orbea Orca Aero OMX ICR, full carbon, 1-1/8"" - 1,5"" tapered head tube compatible, Thru axle 12x100mm, thread M12x2 P1, Speed release compatible dropout.
HEADSET - FSA 1-1/2"" Integrated Aluminium Cup
HANDLEBAR - OC RA10 Road Aero Carbon, Reach 80mm, Drop 125mm, Flare 5mm
STEM - OC RP10 Road Performance ICR, - 8º, IFC02 Computer mount interface
SHIFTERS - SRAM Force eTap AXS
BRAKES - SRAM Force eTap AXS
REAR DERAILLEUR - SRAM Force eTap AXS
FRONT DERAILLEUR - SRAM Force eTap AXS
CHAIN - SRAM Force 12-Speed
SEATPOST - Orbea Orca Aero OMX, SB0/25, w/Micro tilt adjustment
BATTERY - SRAM eTap Powerpack
HANDLEBAR PLUGS - Orbea Anti-Slippery/Shock-Proof
FRONT WHEEL AXLE - Orbea Thru Axle 12x100mm M12x2 P1 Lite
REAR WHEEL AXLE - Orbea Thru Axle 12x142mm M12x2 P1 Lite
HYDRATION - Orbea Aero Bottle & Bottle-cage Set
STORAGE - Aero Accessory Container
WHEELS - Vision 55 SC Disc Carbon TLR CL (Upgraded)
CRANKSET - SRAM Force AXS Powermeter Dub 35x48t (Upgraded)
CASSETTE - SRAM XG-1270 10-33t 12-Speed (Upgraded)

ERGONOMICS
    Crank length - 170
    Handlebar width - 380
    Stem length - 90",Y,Standard delivery Free,3 - 4 working days,N,NA,,,Orbea_Singapore,Joined 11 months ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/10-off-brand-new-2022-orbea-orca-aero-m21eltd-size-51-with-sram-force-pwr-48x35t-crank-was-10-739-now-just-9-665-1243158079/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=733
84,15 likes,10 images,giant tcr sl sizeM。sram force  24speed,"5,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Lightest disc brake road bike frame set from
Giant.
Best value low weight & high stiffness climbing bike.
Broke local Everesting Basecamp record in sub
Thrs on it.
6 months old raw carbon w/ min decals. Lighter than painted ones. Plenty of room to adjust the seat height.
Selling the frame set w/ 2 yrs old SRAM Force
AXS 2×12 + Giant Contact SLRintegrated Aero handlebar 400×110mm.
ELiTe wheels 50mm",N,NA,NA,Y,Kovan MRT Station (NE13),1.36027861,103.88529062,rongxiaoco57510,Joined 2 months ago,Not Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/giant-tcr-sl-sizem。sram-force-24speed-1241359541/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1463
85,17 likes,8 images,Bianchi Oltre XR4,"4,900",Lightly used,Meetup,20 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Pre’loved Oltre XR4 disc used but not abused. 
Size 50.
Regular maintenance. 
View to believe. Mint condition. 
Vision handlebar 400x100 inclusive.
Will throw in 2 Bianchi bottle cage",N,NA,NA,Y,Choa Chu Kang,1.38899071,103.74398232,saifulliniadam,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/bianchi-oltre-xr4-1243628557/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=89
86,17 likes,7 images,SPECALIZED S-WORKS FRAME ROAD BIKE ( price negotiable),"3,300",Like new,Meetup,6 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"shimano ultegra ( mechanical version )
well maintained and regularly serviced by the authorised dealer ( proof at the end)
2018 bike frame ( 52 inch )
wasn’t been used in 2 years 
san macro saddle 
red lizard skin grip 
current market value 13000 See less",N,NA,NA,Y,Sixth Avenue MRT Station (DT7),1.33106211,103.79661975,conor.scherer,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,4.7,3,https://www.carousell.sg/p/specalized-s-works-frame-road-bike-price-negotiable-1242865164/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=omN_uxru5foZSL37&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=625
88,73 likes,9 images,Wilier Zero SLR - Astana - Complete bike Sram Red AXS powermeter ,"8,740",Like new,Mailing · Meetup,15 hours ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Frame : Wilier Zero SLR - Astana Colour
Condition : Like New
Frame size Available : XS
Handlebar 90x400


Complete Bike Include as follow
Groupset : Sram Red AXS 12 Speed
Crankset : Sram Red AXS Crankset - 165mm - 48/35 Power Meter
Cassette : 10-28
BBinfinite Bottom bracket
Wheelset : Wilier NDR38
Price : $8,740

We are BikeMartSG where we sell premium bicycle products at the most affordable pricing in Singapore.

Address : 140 Sims Avenue, Singapore 387462
Hours : Monday to Saturdays, 12pm to 7.30pm
Phone/Whatsapp : +65 8806 1843",Y,Standard delivery S$6,3 - 4 working days,Y,Bikemart SG Pte. Ltd.,1.314273,103.878864,bikemartsg,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,185,https://www.carousell.sg/p/wilier-zero-slr-astana-complete-bike-sram-red-axs-powermeter-1165531027/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=93
89,6 likes,7 images,Fully Modded Java CL 2,"2,500",Lightly used,Meetup,4 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Fully Modified Java CL 2 with 600km mileage. 

Parts Information as Below
- Java CL 2 Carbon Frameset
- Shimano R8000 Mechanical Groupset
- Weapon 451 Trispoke Wheelset
- Weapon Compact Carbon Drop Bar

Excludes the following shown in Pic 
- Fizik Antares Versus Evo 00 Saddle
- Megped Road Pedals",N,NA,NA,Y,E!hub Downtown East,1.37603405,103.95550132,wilson.ho2,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,11,https://www.carousell.sg/p/fully-modded-java-cl-2-1220345277/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2168
90,2 likes,4 images,🆕🔥JAVA VELOCE 3 Disc Brake Road Bike | Lightweight Race Bicycle,550,Brand new,Meetup,21 hours ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price is for 1 Full Bike(FIRM)
Ready Stock & Brand New



☑️Ready Stocks, No Pre-order required. 

☑️FREE : Full Bike Assembly & Tuning

☑️FREE : 3 Months of Tuning and Adjustment Limited Warranty 

☑️FREE GIFTS : Bottle Cage



📍Size Available : 

- 49cm (170-180cm Rider)



🔸Installment Plan Available🔸
[CONTACT US FOR MORE INFO]




📌 ADD ON (Limited Sets): 
     Package 1 - $25 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️Cable Lock,  ▪️Upgraded Bottle Cage Design  


Package 2 - $48 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️5 Digit Number Lock,  ▪️Upgraded Bottle Cage Design, ▪️Phone Holder




           🤝DEALING OPTIONS🤝

◾Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment-Based Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35





Specifications :

Frame: JAVA Aluminium Frame 

Fork : Aluminium Fork

Groupset : DECAF 18 Speed 2 x 9s

Brakes : Decaf Mechanical Disc Brakes 

Crankset: Decaf Crank 50/34T

Cassette: 12-28T Road

Rims : DECA Profile Rims 





☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,1.34127586,103.94134977,bikeco,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1k,https://www.carousell.sg/p/🆕🔥java-veloce-3-disc-brake-road-bike-lightweight-race-bicycle-1244369292/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=98
91,25 likes,1 image,Pinarello Dogma F frame size 52 OEM frameset ROAD,"1,000",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Preorder,

high quality t1100, made in Taiwan.

all sizes and colours are available,

custom paint jobs can be done too!

Building services can be provided!",N,NA,NA,Y,Paya Lebar MRT Interchange (EW8/CC9),1.31800944,103.89267521,z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,31,https://www.carousell.sg/p/pinarello-dogma-f-frame-size-52-oem-frameset-road-1242704981/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=MGv4OUbhGcKoUr8c&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=938
93,1 like,1 image,"🔥$130🔥26 INCH Fixie bicycle road bike children adult 27.5 seat seat food delivery adult mesh child 16 baby inch children rack bag "" kid 29 24 20 26 thermal front lady WHATSAPP 89501850",170,Brand new,Mailing,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ For Paylah/Paynow to 8950 1850 (Wen) 



Suitable for 150-180cm
26"""" Wheel
Coaster Brake - pedal backwards to brake
Weight Around 10kg

Add on front and back handbrakes: $20 
 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,hyperk,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/🔥-130🔥26-inch-fixie-bicycle-road-bike-children-adult-27-5-seat-seat-food-delivery-adult-mesh-child-16-baby-inch-children-rack-bag-kid-29-24-20-26-thermal-front-lady-whatsapp-89501850-1238136039/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-K7WvTlu9-8PhyYg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2493
94,22 likes,6 images,Road bike for sale,130,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Serviced a few times.
My height is 6ft (183cm).

",N,NA,NA,Y,UTown Residence,1.305352,103.773869,sillybillymilly,Joined 7 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,51,https://www.carousell.sg/p/road-bike-for-sale-1240750067/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1667
95,5 likes,3 images,Factor Framesets For Sale,"5,250",Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Hi we are having an awesome sale for Factor Framesets.

Price starting from $5250 for frameset which will include your choice of handlebar length and width, Seatpost and ceramicspeed bottom bracket and headset.

Whilst stocks last. DM me for more info.",N,NA,NA,Y,Rs Cycle,1.319437,103.913997,muhamadridwanxx,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,57,https://www.carousell.sg/p/factor-framesets-for-sale-1240946532/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=N9Fm4bT6sWVUFmqt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1613
