,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
67,10 likes,5 images,Hybrid Bike Riverside 500 9 speed Disc Brake  (L Size),190,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Optimised frame geometry. Suspension fork. 
700x38 tyres. 
Ergofit 500 saddle. 
Versatility Unisex frame, sizes  L,
 700C wheels; 
B'Twin hybrid road/trail tyres. 
Ease of use Single-chainring 9-speed drivetrain with trigger. Front/rear quick-release.",N,NA,NA,Y,Blk 549 Jurong West Street 42,1.35283057,103.71567245,jibonahmed93,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/hybrid-bike-riverside-500-9-speed-disc-brake-l-size-1242968233/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aN77-fzQlDvWiF2W&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=821
68,3 likes,7 images,Canyon Endurace CF SL 8 Disc,"2,800",Like new,Meetup,3 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Ultegra 11 speed groupset
2021 model
Come with canyon warranty and ownership
2xs",N,NA,NA,Y,Oxley Bizhub,1.33220681,103.88969627,juicey03,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,48,https://www.carousell.sg/p/canyon-endurace-cf-sl-8-disc-1243920211/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=SVxlLDXiQpXS6wqS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=321
70,21 likes,4 images,Wilier GTR Team Disc (XS),"2,600 2,999",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Wilier Triestina GTR Team, disc brake model, size XS, suitable for 158cm-167cm men or women.

A very good entry level carbon fibre road bike, approx 500km mileage (few TMCR trip + PCN chill riding). Loved and well taken care of, never crash before, carelessly dropped once and have scratches on the rear derailleur. 

Shimano 105 R7020 groupset
DECA 700C 50mm rim height carbon wheelset
Whole bike weigh approx 8.1kg (without accessories & pedals)

Drivetrain (chain, chainrings, front and rear derailleur, cassette) are well maintained and cleaned and lubed regularly.

Continental GP5000 tyres in the picture are not included, will switch back to default stock tyre. 

Pedals will switch back to default flat pedals as well. 

Accessories such front and rear light, phone mount, saddle bag are not included. 
",N,NA,NA,Y,SPC SengkangBus Stop 67181 (Blk 240),1.39135838,103.89910487,hushpppupies,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/wilier-gtr-team-disc-xs-1231423029/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=8PEFzVC8osLOTyOH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1014
71,5 likes,2 images,"20 inch bicycle rim for sell ,front",15,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","i have 2 type of front rim for sell as shown in the pictures
20 inch bicycle rimm for sell 

sgd 15 for the each of them",N,NA,NA,Y,Yishun MRT Station (NS13),1.42912496,103.83520369,samutube,Joined 7 years ago,Not Responsive,Verified,NA,NA,NA,5.0,27,https://www.carousell.sg/p/20-inch-bicycle-rim-for-sell-front-1240551766/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fmdU8BW1QNlmvc6V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1744
72,9 likes,1 image,Zipp 2001 Bike for sale,"6,000",Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,Good condition. Seldom used since given up cycling many years now. Will consider nearest offer.,N,NA,NA,Y,Holland Village MRT Station (CC21),1.31100837,103.7959591,msling272723851,Joined 2 months ago,NA,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/zipp-2001-bike-for-sale-1243504647/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=DWSppTaW-fp5N5yz&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=532
74,5 likes,3 images,Orange Bicycle with Bell,30,Lightly used,Meetup,23 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Orange road bike for sale with compartment on the back for additional storage. ,N,NA,NA,Y,Rosewood Suites,1.42927426,103.78628906,xavi_benjamin,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/orange-bicycle-with-bell-1244359666/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=101
75,8 likes,5 images,Giant Defy advance 1 Size M,"2,800",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"(2021)Giant Defy advance 1 

Size M(169cm~180cm)

Giant SL2 Carbon Wheelset 42mm

7.3kg",N,NA,NA,Y,Paya Lebar MRT Interchange (EW8/CC9),1.31800944,103.89267521,NeoBunZ_Jo,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,12,https://www.carousell.sg/p/giant-defy-advance-1-size-m-1241003451/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=N9Fm4bT6sWVUFmqt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1599
77,1 like,7 images,Giant SL contend M,"1,100",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","[Lowballers stay away]

Bought this during pandemic and never could fully ride it. moving now and plan to sell. also got a bad back so can't continue.

let me know if you have any questions or you can come down to collect. 


1. Bar tape upgraded
2. tiagra group set (9x2)
3. mechanical hybrid hydraulic disc brakes
4. carbon wheels
5. tubeless tires
6.give away 2 X seats for comfort worth $80 
7. free pumps worth  $40
8. original pedals on hand
9. road clip and track side Shimano pedals worth $80",N,NA,NA,Y,Bus Stop 50211 (Opp Balestier Pt),1.32290438,103.85259824,jeymj,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.5,35,https://www.carousell.sg/p/giant-sl-contend-m-1243032269/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aN77-fzQlDvWiF2W&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=788
78,85 likes,6 images,Wilier Filante SLR - Complete Bike Dura Ace R9270,"7,840",Like new,Mailing · Meetup,16 hours ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Lightly used current year model.
Wilier Filante SLR. 
Size M
Red
Include handlebar 101x420


Complete bike include as follow.
Shimano dura ace 12 speed di2 
R9270
170 52/36
11-30
Handlebar 101/420
DT Swiss wheelset
$7840


We are BikeMartSG where we sell premium bicycle products at the most affordable pricing in Singapore.

Address : 140 Sims Avenue, Singapore 387462
Hours : Monday to Saturdays, 12pm to 7.30pm

3. Direct message on our socials (Facebook/Instagram/Carousell)
4. Website : 

",Y,Custom courier S$30,4 working day(s),Y,Bikemart SG Pte. Ltd.,1.314273,103.878864,bikemartsg,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,185,https://www.carousell.sg/p/wilier-filante-slr-complete-bike-dura-ace-r9270-1207764389/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=59
79,93 likes,1 image,Specialized S-works sl6 tarmac disc full carbon road bike Ultegra di2 hydraulic disc brake r8070 roval cl-50 carbon wheelset,"6,800",Like new,Meetup,1 month ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Full carbon road bike Specialized S-works tarmac sl6 disc for sale

Size 54 frameset 
Brand new condition no scratches at all
Condition: 10/10

Uncut steerer tube with a lot space for more spacers

Groupset:
Ultegra di2 r8070 disc brake groupset:
Crankset: 52/36 172.5mm
Rotors: Dura ace 160mm, 160mm
Dfly module Ew-wu111
Ultegra r8000 cassette 11-25

Wheelset: Roval cl-50 upgraded CEMA ceramic bearings

Bike recently serviced

Never crashed or fell before, ridden with care and wiped down after every ride

Does not include pedals, saddle, bike computer, lights,  bottle cages and ospw

*tyres will be changed to continental GP5000 with the sale

*OSPW can be included for extra $200

Have the receipt to prove authenticity

Brand new full build price is $14,000.00, selling at half price

Pm for more info and pics",N,NA,NA,Y,Lim Tua Tow Road,1.35573618,103.8761503,delta.cycles,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,4.9,39,https://www.carousell.sg/p/10-10-specialized-s-works-sl6-tarmac-disc-full-carbon-road-bike-ultegra-di2-hydraulic-disc-brake-r8070-roval-cl-50-carbon-wheelset-1236747070/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FQeuVZaw8aogQOFi&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2447
80,Like,1 image,HITO X6 with delivery bag,350,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,WhatsApp +6580446184,N,NA,NA,Y,North Bridge Road Blk 468,1.30501761,103.86331345,youngboy123,Joined 8 years ago,Not Responsive,Verified,NA,NA,NA,4.7,23,https://www.carousell.sg/p/hito-x6-with-delivery-bag-1242984484/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aN77-fzQlDvWiF2W&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=815
81,21 likes,3 images,Brand New Pas Normal Studios Jersey!! (Classic Blue),180 190,Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Selling my brand new PNS midsummer solitude jersey at $180. Bought from velo online at $270. This is Size M jersey. Selling because bought wrong size.  

Comes with packaging and tag. Unworn at all. The older solitude jersey is Deep blue, this is classic blue, gives a more dusty feel. 

",N,NA,NA,Y,Blk 502B Yishun Street 51,1.4172249,103.84184,bikebiker,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,479,https://www.carousell.sg/p/brand-new-pas-normal-studios-jersey-classic-blue-1240357996/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=BOW7RK1_OHkCvLyI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1808
82,2 likes,7 images,Trek duel sport 8.2 size 21 / 53.3cm,450,Well used,Mailing,3 months ago,Road Bikes,Posted,Has minor flaws or defects.,"decked out and perfectly working trek duel sport 8.2 size 21 or 53.3cm.  im 6' or 183 and it works great for me.  selling be a useful I have more than one bike and want to consolidate. no problems, except consenting flaws and rust on handlebars (I can help clean and re-paint, if you want)   pick up in ntu campus.",Y,Standard delivery Free,3 - 4 working days,N,NA,,,xavier231,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,4.9,15,https://www.carousell.sg/p/trek-duel-sport-8-2-size-21-53-3cm-1224245320/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XOcjX40NGTj-vB1y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2231
83,10 likes,7 images,Mini Velo Java MV road bike full carbon,"1,980",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Letting go of my MV as I already changed to road bike.
Very good condition and fully upgraded so I want to let next owner enjoy it
Very nice red & yellow colour 
Buy and ride straight away no need any more parts upgrade
Good for PCN and road
Easily 28kmh

What you get:
- Frame & fork carbon
- Seatpost & stem carbon
- Full frame matt black film sticker protector (very chio and easy to wash)
- Upgraded wheelset carbon ceramic hubsmith 50mm 22 (451)  very nice and loud hub very rare
very smooth and buttery
- Schwalbe one tan wall tyres
- Upgraded Shimano R7000 105 full groupset 2x11 speed
- Upgraded Shimano R7000 105 crankset 52/36
- Upgraded Shimano R7000 105 cassette 11/28
- Upgraded Gears in Motion OSPW with sealed ceramic bearings
- Upgraded Juin Tech hydraulic disc brake 160mm rotor
- Very new Ciclovation bartapes matching luminous yellow
- Upgraded Trigon carbon stem",N,NA,NA,Y,OCC Golf Range,1.41427191,103.8445275,tnt18tnt,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,4.8,18,https://www.carousell.sg/p/mini-velo-java-mv-road-bike-full-carbon-1241974655/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1210
84,18 likes,6 images,Polygon Road Bike,500,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Size 50
Full Tiagra set
Always wash aftr use.",N,NA,NA,Y,Buangkok Square Mall,1.38436257,103.88162792,homeruse,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,23,https://www.carousell.sg/p/polygon-road-bike-1241277691/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1485
85,5 likes,1 image,Garmin 540,450,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"non solar ,use for 2 time only ,as good as new, bought from 12cycle , serious buyer Pm me.",N,NA,NA,Y,Blk 419 Tampines Street 41,1.3581461,103.946615,14134N,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,15,https://www.carousell.sg/p/garmin-540-1240282707/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=BOW7RK1_OHkCvLyI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1842
86,Like,5 images,Cycling Helmet,150,Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",POC Helmet size S,N,NA,NA,Y,"Playground @ Bukit Batok Street 21 between Blk 202, 206 & 207",1.34636646,103.74886394,oiytoy,Joined 3 years ago,Not Responsive,Verified,NA,NA,NA,4.4,7,https://www.carousell.sg/p/cycling-helmet-1243416880/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AQAt4pfd0qkK4rV9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=605
87,14 likes,6 images,Bike (LOOK brand),"5,800",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling on behalf for someone 
Spent 18k in total 
Can arrange a time to see the bike ",N,NA,NA,Y,The Brewing GroundLorong J Telok Kurau,1.314753,103.91102,anxzr,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,27,https://www.carousell.sg/p/bike-look-brand-1241791447/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0k6r_6eLznvzAb-9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1309
88,6 likes,1 image,Triban RC520 for Sales,800,Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"letting go of my Triban RC 520 at $800 with free brand new bicycle stand, brand new rear led blue colour, paddle currently using the small stids paddle,shimano brakes as u can see from the photos.
price can slightly nego but not low ballers seeker.
interested buyer pls drop me a text for fast deal at 88052217.
self collection at toa payoh or can arrange of delivery at $30 more for transportation.",N,NA,NA,Y,Blk 219 Toa Payoh Lor 8,1.34296636,103.85590553,sniperman,Joined 9 years ago,Not Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/triban-rc520-for-sales-1243262637/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=omN_uxru5foZSL37&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=667
89,15 likes,4 images,🔥🆕JAVA SILURO 3 Shimano Sora 18 Speed Road Bike | Disc Brake Hollowtech | Carbon Fork Race Bicycle,799,Brand new,Meetup,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🔥🔥CLEARANCE Price : $799 (UP:$850)


☑️Ready Stocks, No Pre-order required. 

☑️FREE : Full Bike Assembly & Tuning

☑️FREE : 3 Months of Tuning and Adjustment Limited Warranty 

☑️FREE GIFTS : Bottle Cage



📍Size Available : 

47cm (162-173cm rider)

50cm (172-181cm rider) 



🔸Installment Plan Available🔸
[CONTACT US FOR MORE INFO]



📌 ADD ON (Limited Sets): 
Package 1 - $25 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️Cable Lock,  ▪️Upgraded Bottle Cage Design  


Package 2 - $48 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️5 Digit Number Lock,  ▪️Upgraded Bottle Cage Design, ▪️Phone Holder



           🤝DEALING OPTIONS🤝

◾Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35




Specifications :

Frame: JAVA UCI Certified Aluminium 

Fork : JAVA Carbon Aero Fork 

Shifters : Shimano R3000 Sora 2 x 9 Speed 

Rear Derailleur : Shimano R3000 Sora 9 Speed

Brakes : DECAF Semi Hydraulic Disc Brakes 

Crankset: DECAF 50-34T Hollowtech Crank

Cassette: 12-28T Road

Rims : DECA 40mm High Profile Rims 





☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,1.34127586,103.94134977,bikeco,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1k,https://www.carousell.sg/p/🔥🆕java-siluro-3-shimano-sora-18-speed-road-bike-disc-brake-hollowtech-carbon-fork-race-bicycle-1239052845/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XOcjX40NGTj-vB1y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2207
90,2 likes,4 images,bike moutain sport,100,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"whatsap 87701567
can help delivery ",N,NA,NA,Y,Kaki Bukit MRT Station (DT28),1.33536199,103.90956438,yeongjl,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.4,98,https://www.carousell.sg/p/bike-moutain-sport-1240389279/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=BOW7RK1_OHkCvLyI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1800
91,23 likes,5 images,Giant Liv Alight (upgraded),460 500,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Lightly used Liv Alight 2 XS 
Hybrid
Upgraded with giant brake 
Giant tyres 
In mint condition ",N,NA,NA,Y,Meyer Road Playground,1.2987739,103.89436859,silverlinedletters,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,54,https://www.carousell.sg/p/giant-liv-alight-upgraded-1239422105/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2082
92,14 likes,4 images,Merida Scultura 93,450,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size: 47cm (center to top)

Condition: Good

Ideal for height around 160 cm to 170cm",N,NA,NA,Y,Yishun Street 22,1.43599965,103.83842461,r.dna,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,26,https://www.carousell.sg/p/merida-scultura-93-1240706789/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1681
93,3 likes,1 image,Polygon Strattos S7 (WTT or WTS),"1,400",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Bought it on mid Aug 2022 through carousel.

Size: M (53)

",N,NA,NA,Y,Woodlands Checkpoint (Causeway),1.4458205,103.76882131,sim_2001my,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,4.8,18,https://www.carousell.sg/p/polygon-strattos-s7-wtt-or-wts-1240887105/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1628
94,8 likes,9 images,Tsubasa Custom Road Bike,"11,500",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Super rare road bike made in the UK with a beautiful frame and kitted with top of the line components. Owner road the bike twice and kept in storage since. 

Groupset - SRAM Red Etap with SRM Carbon Crankset and EE Brakes.
Wheelset - Zipp Carbon Rims with Chris King Ceramic Hubs
Finishing kit - MCFK with Specialized Power Saddle

Condition is 10/10. View to believe.",N,NA,NA,Y,Rs Cycle,1.319437,103.913997,500rscycles,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/tsubasa-custom-road-bike-1242273400/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GQOrMrQJQ-YAUHog&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1113
95,1 like,7 images,A pair of used lake CX219 size 44,225 230,Lightly used,Meetup,3 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Selling a pair of lightly used Lake CX219 size 44 I’m switching between shoe,condition as shown in the photo. Clean up after every ride no funny smell.",N,NA,NA,Y,Pasir Ris St 72,1.38295061,103.93775225,heng1979,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,53,https://www.carousell.sg/p/a-pair-of-used-lake-cx219-size-44-1226934478/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=398
96,24 likes,1 image,Canyon Endurace SL,"2,600",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Canyon Endurace CF SL 7

This bike is known for its comfort and versatility. Be it beginner looking for first bike or seasoned looking for a carbon bike, this is super value that you can’t find elsewhere. Almost 50% off from original price I paid.


This size is suitable for 167cm to 175cm.

Bought in 2021 (close to S$4k all incl.)

Shimano 105, 11 speed

New cassette and Panaracer Semi Slick
(Can throw in GP slick tyres and tubes)
(Also never ridden on gravel before)

Original selle italia saddle

Reason for selling: financial. Sad to let it go but due to unavoidable circumstances 

**Low ballers will be ignored
",N,NA,NA,Y,Bukit Timah Community Club,1.34062965,103.77206097,acmepong,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/canyon-endurace-sl-1242766060/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=MGv4OUbhGcKoUr8c&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=918
97,33 likes,6 images,Colnago C68 x Motoki Yoshio Limited edition,"22,000",Brand new,Meetup,2 months ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"1 Piece only, Size 48.5 

Full super record EPS 12S group set. 

A unique piece to collect - the Motoki Yoshio x Colnago C68!
Colnago presents here an icon with a paint scheme that aims to live up to the tradition and uniqueness of the C series. The project was realized by Motoki Yoshio, Milan-based and very prestigious Japanese designer. Colnago is known not only for the quality of its frames, but also for the originality and uniqueness of its finishes. From the construction to the decor, Colnago clearly shows here what is possible when tradition meets innovation.

It should not be considered simply a limited edition bike, but a unique piece to collect. Entirely handmade in Italy - born from the collaboration between the company of the “ace of clubs” and one of the most respected contemporary designers in the cycling industry. 

PM for more information.  ",N,NA,NA,Y,"Blk 83 MacPherson LaneMonday to Friday after 9PM
Saturday and Sunday after 8.30PMKhcycle",1.33191864,103.88553306,chiajinyan,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,13,https://www.carousell.sg/p/colnago-c68-x-motoki-yoshio-limited-edition-1228796254/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1964
98,14 likes,4 images,Fixie Bicycle SINGLE GEAR FOR SALES,150 200,Lightly used,Mailing · Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","LIGHTWEIGHT
Featherweight. Easy to carry and move around. Gains speed rapidly when on the road.

SIMPLE
Minimalist design makes for a simple and attractive bicycle. Fuss-free and low maintenance.

CUSTOMISABLE
Able to be customised fully. Bespoke bicycles to suit your personal taste and",Y,Same day delivery Free,Within 1 working day,Y,Bus Stop 60229 (Blk 68)Bus Stop 60221 (Blk 73),1.32245082,103.87037041,kwchou88,Joined 7 years ago,Not Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/fixie-bicycle-single-gear-for-sales-1230140354/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xtwi_9JPhWIBh-TS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1394
