,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
76,28 likes,6 images,Giant Propel Advanced SL with Shimano RC7 shoe,"1,800",Well used,Meetup,2 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,"Selling a 2016 giant propel advanced SL comes with integrated seat post
Size M 54cm
Giant contact sir stem 80mm
Control tech cougar aero bar 40cm
Prime rr 50 SE (about blink as it gets)
The carbon wheels are also tubeless ready
Ultra 6800 11 speed groups
Bike condition is 9/10 some really faint scratches can be seen. Most parts of the bike has been protected since day 1 with bike shield frame protector.
Areas of protected area, down tube, top tube, chain stay, seat stay.
Regularly serviced, recently changed bar tape and cabling. Currently using jagwire road cables.

Saddle is astute top of the range fully carbon saddle. 
Tyres on the prime wheels are 8/10
Continental gp5k clinchers, changed before CB

Clipless pedals included

Non negotiable as for this price, u might be lucky to even get a chinarello with ultegra gs.

Location to view is Hougang C",N,NA,NA,Y,Hougang MRT Station (NE14),1.37150886,103.89241469,r.wizy,Joined 2 years ago,Mostly Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/giant-propel-advanced-sl-with-shimano-rc7-shoe-1238196199/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1654
77,Like,1 image,"26 inch with 7 Speed Vintage Bicycle City bike   mesh bicycle  lightweight lock thermal bag mtb accessories child baby seat rack  hybrid bike 16 20 24 26 27.5 29 inch "" 700c children adult lady men  WHATSAPP 88918377",250,Brand new,Mailing,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"✅ Sold over 500+ Bicycles. With 300+ positive reviews! 
✅FREE ASSEMBLY  
✅Visit our main Carousell account for purchase ( Gearlook )



Offical WebPage:
www.gearlook.sg/

Wheel: 26 Inch
High Carbon Steel
Calliper Brakes
Weight: Around 12kg
Measurement: 172cm(Length) x 70-90cm(Height) Seat Adjustable
Handlebar height: 90-100cm
Able to carry up to 136kg
Recommended height:  160cm-190cm


Add on Accessories:
Two led light $8
Bell at $3
Lock $10
Universal Bike Phone Holder $10
Pump $6
(All 5 ACCESSORIES above for $30)

Add on: Basket $18
Add on: Helmet $23


➡️ For Self collection/viewing
Do Whatsapp 8891 8377 to book an appointment",Y,Standard delivery S$15,3 - 4 working days,N,NA,,,yomobike,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.8,5,https://www.carousell.sg/p/26-inch-with-7-speed-vintage-bicycle-city-bike-mesh-bicycle-lightweight-lock-thermal-bag-mtb-accessories-child-baby-seat-rack-hybrid-bike-16-20-24-26-27-5-29-inch-700c-children-adult-lady-men-whatsapp-88918377-1244106709/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=pFcsFvDdlwJuiL3z&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=264
78,Like,1 image,Volcker Slate Ex,"1,100",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"bought from minimotors
- Shimano 105 groupset
- Carbon handlebar

clocked <200km, used <5 times",N,NA,NA,Y,Bartley MRT Station (CC12),1.34244675,103.88030399,r_r_r_888,Joined 4 years ago,Not Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/volcker-slate-ex-1240700645/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1685
79,24 likes,1 image,Lynskey Helix,"3,000",Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"too many bikes and need to get rid of them. decluttering my mum's place! near jurong point. 

frame Size L, seat tube 54cm.
lynskey Helix with fulcrum zeros.  11 Speed 105 groupset, with Ultegra read D, and mtb spd. 
Thomson elite seatpost. 
will replace with a generic saddle if you need. keeping the brooks that fits my butt! 
no accessories included. 

you need to be at least 178cm to consider this please.",N,NA,NA,Y,Boon Lay MRT Station (EW27),1.33875046,103.70555987,jttttk,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,71,https://www.carousell.sg/p/lynskey-helix-1238025541/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=V7GZdavnv2YvW1ug&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2560
80,3 likes,4 images,🆕FOREVER Shadow 30 Speed Hybrid Bike | Disc Brake Race Straight Bar Bicycle,399,Brand new,Meetup,6 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price is for 1 Full Bike(FIRM)
Ready Stock & Brand New


☑️Ready Stocks, No Pre-order required. 

☑️FREE : Full Bike Assembly & Tuning

☑️FREE 3 Months of Tuning & Adjustment Limited Warranty

☑️FREE Limited Time Gifts :   Bell / Tools / Bottle Cage / Kickstand
(WORTH : $30)  *Note* Installation not provided for free gifts parts



📍Size Available :
700c (Suitable for 160-195cm Rider) 




🔸Installment Plan Available🔸
[CONTACT US FOR MORE INFO]



                🤝DEALING OPTIONS🤝

◾Self Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35




Specifications :

Frame: FOREVER Shadow Aluminium Alloy

Shift Lever : MicroNew 30 Speed

Front Derailleur: MicroNew 3 Speed

Rear Derailleur: MicroNew 10 Speed

Crank : Prowheel 3 Speed Crankset

Brake : Mechanical Disc Brake

Tyre : Kenda 700*25c 



☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,1.34127586,103.94134977,bikeco,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1k,https://www.carousell.sg/p/🆕forever-shadow-30-speed-hybrid-bike-disc-brake-race-straight-bar-bicycle-1243182833/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Wq_9sCUfuoLmsFZS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=724
81,1 like,9 images,Pardus Spark w/ Shimano 105 Mechanical Groupset and Hyper 50mm Carbon Wheelset,"3,200",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Size XS suitable for ladies 160-168cm
Full bike weights 8.5kg including pedals
Full 105 groupset
50/34T crankset
11/28 cassette
Comes with Hyper 50mm Carbon wheels and GP5000 TL tubeless 32c tyres",N,NA,NA,Y,Park Shore,1.29627982,103.87044479,ridemax,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,313,https://www.carousell.sg/p/pardus-spark-w-shimano-105-mechanical-groupset-and-hyper-50mm-carbon-wheelset-1242471262/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UNpGZJMAJ9uBxUgK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1002
82,15 likes,10 images,Giant Defy Composite 1 w/ Dura-Ace (+ FREEBIES),"1,700 1,800",Well used,Meetup,4 months ago,Road Bikes,Posted,Has minor flaws or defects.,"BIKE (Size S, ideal for 162cm - ~175cm) - Recently deep-cleaned
--
Giant Defy Composite 1 2014
Dura Ace 7900 9-Speed Group Set
Shimano PD-R550 Clip Pedal Set

FREEBIES!! (All Unopened unless stated)
--
1x Bike Lock (Well Used)
1x Btwin Saddle Bag (Well Used)
1x Elastic Phone Mount (Well Used)
1x Btwin Rear Light (Well Used)

1x SKS Rennkompressor (Used)
1x X Tools Pro
1x Parktool PW3 Pedal Wrench
1x Bike Saddle BXAR XC-AA 94440
 
1x Continental Ultra Sport 700 x 25c 
2x Continental Race 28 700c Inner Tube
2x Btwin 700c Inner Tube
Shimano Dura-Ace 9-Speed Chain CN-7701 [ RESERVED ]

2x Btwin Lubricant (1x Partially used, 1x Unopened)
1x Cylon Lubricant 2oz
1x Parktool CB-4 (Barely used)
1x Shimano Premium Grease 50g
2x Parktool Anti-Seize Compound (1x partially used, 1x Unopened)

1x Shimano PD-MX80 Pedal Set (Well Used)
1x Shimano PD-R540 Clip Pedal Set (Used)
1x Shimano SM-SH11 Cleat Kit
1x Red Rear light AQY-093",N,NA,NA,Y,Bedok Reservoir MRT Station (DT30),1.33608383,103.93399296,satientas,Joined 5 years ago,Not Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/giant-defy-composite-1-w-dura-ace-freebies-1218864029/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1488
83,Like,1 image,"Hybrid bike RL880 Road Bicycle Racing Bike Drop bar Straight bar R9 Backrack Food delivery 29 bag baby 20 lady "" 26 children rack seat 16 seat 27.5 adult WHATSAPP 89501850",329.55,Brand new,Mailing,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 



➡️ 24 Speed Gear
➡️ 700c Inch Wheel 



MORE PHOTOS:
bit.ly/3gxAIHB


Raleigh® RL880™ 2 Road Bicycle Bike
✔️ WEST BIKING™ Hard Plastic Pedals
✔️ KENDA® Road Tyres
✔️ Raleigh® Stem
✔️ Raleigh® 40 Road Rims
✔️ Raleigh® RL880 Rigid Frame
✔️ L-TWOO® Trigger Shifters
✔️ L-TWOO® Derailleur
✔️ Raleigh® Drop Handlebar
✔️ BOLIDS® Cable Disc Brakes
✔️ EC1000 Road Saddle 

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery Free,3 - 4 working days,N,NA,,,bettercycle,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/hybrid-bike-rl880-road-bicycle-racing-bike-drop-bar-straight-bar-r9-backrack-food-delivery-29-bag-baby-20-lady-26-children-rack-seat-16-seat-27-5-adult-whatsapp-89501850-1241461147/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gMRLCAAd4x5OVnEu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1520
84,34 likes,4 images,Road Bike for Sale,750,Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,"Mid-tier bike that has been restored, offering the performance and reliability of a brand new bike at a fraction of the cost

Size: M
Shimano 105 FC750 10 Spd 
Aluminium frame",N,NA,NA,Y,Bartley MRT Station (CC12),1.34244675,103.88030399,9gel,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/road-bike-for-sale-1237892591/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EO-DMEZWhyGo9GoT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2604
86,16 likes,5 images,Upgraded Merida Scultura Hunt wheelset 4iiii road bike,980,Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Comes with Hunt lightweight wheelset and 105 165mm 4iiii power meter crank

Shimano 105 2 x 11s speeds
Rare 165mm crankset
Frame size xs (UCI approved)

Current setup weight ~8 only

Rfs: under utilised. Prefer flat bar bike


# not specialized s works trek emonda giant tcr canyon pinarello colnago cervelo bianchi scott bmc boardman wilier felt look focus ibis carbon ",N,NA,NA,Y,Marymount Community Club,1.36165,103.841724,acky.,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,4.9,29,https://www.carousell.sg/p/upgraded-merida-scultura-hunt-wheelset-4iiii-road-bike-1238456257/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2401
87,12 likes,3 images,MAAP SHIFT PRO BASE JERSEY,118,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"MAAP SHIFT PRO BASE JERSEY 

TOPAZ
SMALL

Worn 2-3 times.
Condition: like new.
No tags or packaging. ",N,NA,NA,Y,Tiong Bahru Bakery,1.313321,103.927401,tytan7,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/maap-shift-pro-base-jersey-1241317854/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1476
88,9 likes,10 images,Canyon Aeroad CF SLX,"4,000",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Canyon Aeroad CF SLX for sale

XS size.
I'm 1.68m and fits me like a glove.
Lightly used but no time to ride anymore.
Full Serviced last year and in display mode ever since.
Comes with original box and user manual.

Group set: Ultegra 6800 mechanical 
Mavic Cosmic Carbone Wheelset
Saddle: Fizik S5
Pedal: Ultegra pedal
Removable side stand
Garmin front bicycle bracket for bike computer

Throw in BTWIN turbo trainer as well.
Free transport can be arranged after deposit.

Review:
",N,NA,NA,Y,The Topiary,1.38837879,103.87208254,acwchan,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.9,72,https://www.carousell.sg/p/canyon-aeroad-cf-slx-1243792880/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=401
89,1k likes,1 image,Spray paint bikes bicycles,1,New,Meetup,6 days ago,Road Bikes,Bumped,NA,"Are you looking a spray painting job done? Fret not over skeptical garage experience and contact us today! 

🏆 Founded Since 1988
🏆 Top Elite Craftsman with min 10-40 years of industry experience!!!
🏆Nova Verta Spray Booth , top industrial spray paint booth
🏆 Min High Gloss / Ultra High Gloss Lacquer for consumers vehicle standard , quality  assurance!!!
🏆NON-PLASTI DIPPED PAINT / CAN SPRAY for long-run paint quality assurance!!!
🏆GERMANY PAINT with over for 95% and up manufacturing paint color precision!!!
🏆 Follows ASTM Paint Standard guideline to ensure proper industrial standards!!!
🏆 Genuine Spare Parts for replacement
🏆 Third Party Claim specialist

Top-up for High Gloss lacquer +$200 onwards

NO HIDDEN CHARGES / GST
Location:  [email protected]  #01-33/35
Whatsapp @81831183 for quote 
Or click the link for instant enquiry 

",N,NA,NA,Y,Autobay,1.34102184,103.91246469,hupleyhuat,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,30,https://www.carousell.sg/p/spray-paint-bikes-bicycles-1023260146/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Wq_9sCUfuoLmsFZS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=710
90,Like,1 image,"🔥Baby seat for bicycle child seat Road bike Foldable or M   thermal inch 24 29 "" adult food delivery bag 27.5 front 16 lady baby seat WHATSAPP 89501850",50,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg


Self collection /  Delivery +$5
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 




Note: To install the Rear Child Seat, it requires an existing Back Rack to fit the Child Seat on top of it. If you already have 1, you would just require the child seat.

Otherwise, we do sell the back rack $25


You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat



GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,littlekay.sg,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/🔥baby-seat-for-bicycle-child-seat-road-bike-foldable-or-m-thermal-inch-24-29-adult-food-delivery-bag-27-5-front-16-lady-baby-seat-whatsapp-89501850-1241955385/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FJT3StX2wQq4rthn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1257
91,3 likes,1 image,Cervelo S3 Framset,"1,000",Like new,Meetup,22 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,Original owner.  Size 58cm,N,NA,NA,Y,Tan Chin Tuan Mansion,1.305292,103.83759,kron36,Joined 4 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,107,https://www.carousell.sg/p/cervelo-s3-framset-1244336843/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AKenagH3WyunJ-Yr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=113
92,3 likes,7 images,Bib Shorts,65,Brand new,Mailing,3 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Sooloo brand quality bib shorts

* buy 2 pieces at $90

* cooling suspender design
* reflective strips
* quality pads
* tested for mid to long rides
* see size chart.. multiple sizes available 
* view and test at 1091 #01-06 Lower delta road. Derek Bicycle Services.",Y,Standard delivery Free,3 - 4 working days,N,NA,,,28ler28,Joined 6 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,26,https://www.carousell.sg/p/bib-shorts-1228401512/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=420
93,73 likes,5 images,Specialized Sworks SL6 frameset,"3,500",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"-Super rare limited edition MixTape Specialized Sworks frameset.
-54cm(suitable for riders 168-178cm)
-Comes with Ceramic Speed bottom bracket.
-Headset uncut.
-Condition is very good, zero scratches.
-But with a peace of mind with it's lifetime warranty.
-This frame is one of its kind, a super head turner!
-Frame purchased from T3 bicycle gears, so buy with a peace of mind.
-Frame currently hang up in Figaro Street T3 bicycle gears.
-Feel free to drop by to view it.
-The friendly and helpful staff there will be happy to help u set up this one of its kind beauty.",N,NA,NA,Y,Tree House Residences Function Room,1.36982782,103.77662429,superlave,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,90,https://www.carousell.sg/p/specialized-sworks-sl6-frameset-1229171691/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1878
94,3 likes,5 images,Ceepo Stinger Road Bike (good spec),"3,800",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling due to low mileage and no time to ride

Ideal to last a few more years before you get serious and upgrade to a more premium model

-aero ceepo stinger frame (rim brake), M size
-OEM carbon rims 
(able to provide reference from built wheels.cc)
-DT Swiss 240 hubs
-Ultegra R8000 group set
-dura ace brake callipers
-deda handle bars 
-Vitoria Corsa tyres (*new, less than 80km)
-specialized saddle ",N,NA,NA,Y,Seng Kang Primary School,1.38985719,103.89949241,thewh,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,62,https://www.carousell.sg/p/ceepo-stinger-road-bike-good-spec-1243409751/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AQAt4pfd0qkK4rV9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=577
95,16 likes,7 images,Trek brand bicycles,300,Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,"Adult trek bicycle 
Good condition 
Aluminum frame 
City bike 
All the photos uploaded ",N,NA,NA,Y,Siglap Centre,1.31250679,103.92344483,shinestars,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/trek-brand-bicycles-1238242850/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FQeuVZaw8aogQOFi&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2456
96,Like,1 image,Bicycle,95,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Bmx with sport rim
self collect
nego for fast deal
@HG .",N,NA,NA,Y,Church of the Nativity of the Blessed Virgin Mary,1.37346355,103.89832177,proriding,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,4.8,29,https://www.carousell.sg/p/bicycle-1242947580/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PYa5rEUXrw89eeyL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=846
97,Like,1 image,"SALES Bicycle Mudguard Road bike Foldable or Mountain bike   24"" 16"" adult 20"" food kid Put mesh delivery baby 27.5 children 29 inch WHATSAPP 89501850",5,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg


Self collection /  Delivery +$5
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 



Suitable for All Foldable / Mountain bike / Fixie / Road bike

2 Types
- Thick (Mountain bike / Foldable)
- Thin (Fixie / Road bike / Foldable)

Bicycle Fender Lengthened Waterproof Adjustable Mountain Bike Accessories Front/ Rear Mudguards



You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat



GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,littlekay.sg,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/sales-bicycle-mudguard-road-bike-foldable-or-mountain-bike-24-16-adult-20-food-kid-put-mesh-delivery-baby-27-5-children-29-inch-whatsapp-89501850-1241955488/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FJT3StX2wQq4rthn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1256
98,Like,3 images,Bicycle helmet,50,Lightly used,Meetup,an hour ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Sales 2 for $50 

Road bike and foldie
Not for fussy buyer
Black helmet is L - 56 to 61 cm
White helmet is L - 58 to 61 cm

",N,NA,NA,Y,blk 289a punggol place,1.400692,103.901637,paulyn72,Joined 7 years ago,NA,Verified,NA,NA,NA,5.0,14,https://www.carousell.sg/p/bicycle-helmet-1244494346/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=5
99,6 likes,3 images,Single speed bicycle,150,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"bought for about 300 from local shop

additional lights, bags all included.

single speeder. not fixie.

only used for less than 5 times.

self collect",N,NA,NA,Y,Queenstown MRT Station (EW19),1.29440706,103.80614028,t0mat0man,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,58,https://www.carousell.sg/p/single-speed-bicycle-1241077358/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=N9Fm4bT6sWVUFmqt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1575
100,Like,5 images,Merida Reacto Stock Expert CW Alu Disc Rims,50,Like new,Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Merida reacto stock expert CW alu disc rims bought on Year 2022
Still like new.
Only rode less than 100km
No cassete, no brakes. 
No scratches. No dents.
Specs as per last photo",N,NA,NA,Y,Choa Chu Kang MRT/LRT Interchange (NS4/BP1)South View LRT Station (BP2),1.38516273,103.74448732,progamercollection,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,5.0,19,https://www.carousell.sg/p/merida-reacto-stock-expert-cw-alu-disc-rims-1243686019/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=r2e0CzDL4Eoew7Kc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=454
