,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
43,31 likes,9 images,polygon bend R5 gravel bike - gravel bike - size M - Shimano GRX810 1x11 speeds,"1,280",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Polygon bend R5 gravel bike, in excellent condition, ready to use
Shimano GRX 810 1x11 speeds
Shimano GRX 810 hydraulic disc brakes
Shimano GRX 810 rear deraileur
Gravel tyres
Size M, for 170-185cm
Upgraded with carbon saddle post (No remote dropper post)
Can view and test",N,NA,NA,Y,Jurong Lake Gardens,Travel157,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/polygon-bend-r5-gravel-bike-gravel-bike-size-m-shimano-grx810-1x11-speeds-1242061935/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=555
44,47 likes,1 image,Pinarello Prince 2020 Disk ultegra di2,"6,800",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Pinarello Prince Disk Year 2020
From Cycleworx (with receipt as proof)
Size 44.0
Note: seat post colour is specially created by Cycleworx. Standard seat post is black.

Shimano Ultegra Di2 11 speed
Chainring upgraded to Black Diamond Oval 52T (Original Ultegra chainring available)

Upgraded ceramic pulleys

Pedals: Shimano Ultegra

New cassette (less than 100km)
New DuraAce chain (less than 100km)
- both replaced same time

Stem: 110mm (Original 90mm available)

Wheels: Fulcrum Wind 550DB (55mm) comes with Continental GP5000 25mm

Comes with extras:
Dropbar 
Stem 90mm
Original pulleys
Most Garmin mount with light mounting",N,NA,NA,Y,Bus Stop 81029 (aft Geylang Lor 28),piglet2221,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,2,https://www.carousell.sg/p/pinarello-prince-2020-disk-ultegra-di2-1241212369/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XFqURe1R8ncLbkNK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=999
45,30 likes,4 images,Merida Reacto 400 XS,900,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"For sale full bike.
Merida Reacto Team Lampre XS
Shimano 105 5800 (11-28T)

Opt 1:
Alloy wheelset DT Swiss R460
$900

Opt 2:
Carbon wheelset 50mm
$1099",N,NA,NA,Y,Kranji MRT Station (NS7),wxnhxnxfyy,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,89,https://www.carousell.sg/p/merida-reacto-400-xs-1239987213/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1429
46,73 likes,4 images,Chapter 2 tere road bike sz S di2 ultegra,"1,500",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Chapter 2 tere limited edition colourway carbon all-rounder road bike from New Zeland
Size S
1500 for frameset only
2500 for full bike
11s ultegra di2
ultrateam carbon wheelset 50mm (not in picture)
Pioneer power meter NOT working
Cranks and rear derailleur have some cosmetic damage
Comes with di2 charger
Comes with shimano spd sl pedals
•3t carbon bar and 100mm 3t stem

•Steerer is NOT cut all the way

•cosmetic damage from previous owner(not a crack)

•Please come to inspect before negotiation and deposit is required for me to dekit the bike

•Any questions just pm

•Willing to trade for tt bikes, not willing to downgrade and i will top up if necessary.",N,NA,NA,Y,Pelton Canal,bikebikee111,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,1,https://www.carousell.sg/p/chapter-2-tere-road-bike-sz-s-di2-ultegra-1239060832/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=msSbywTNadwhpevb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1719
47,29 likes,10 images,CANYON Endurace CF SL Disc 8.0 (2XS),"3,300",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"I am the first hand owner of my beloved 1.5 year old all-rounder road bike in a glossy burgundy colour. No crashes and no accidents, meticulously wiped down after every ride, washed regularly, and serviced every half a year. FYI, I am 1.64m. According to the Canyon website, this bike will fit someone between 1.6m to 1.66m, suitable for both men and women. Price is negotiable if you’re a serious buyer! RFS: got a  new bike! 

Full Ultegra groupset, hydraulic disc brakes, Selle Italia saddle, and DT Swiss wheel set are all stock. These are the specs: 
- Canyon CF SL Carbon frame
- Shimano Ultegra R8000 SGS
- Shimano Ultegra R8020 11s 
- Shimano Ultegra R8000
- DT Swiss E 1800 Spline db 
- Chain was upgraded to Shimano Dura-ace chain CN-HG901-11s worth $75 half a year ago 
- Will include 2x Canyon bottle cages (worth $32.90) for free 
- Bike computer mount and pedals not included 
- Will be able to give the original Canyon box and all other relevant accessories and toolkit from Canyon",N,NA,NA,Y,Greenwich V,xgkk23,Joined 4 years ago,Very Responsive,Verified,1,0,1,5.0,26,https://www.carousell.sg/p/canyon-endurace-cf-sl-disc-8-0-2xs-1238683107/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=WoT4oq-uoYvK157g&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1856
48,29 likes,9 images,S-Works Tarmac SL6 Size 54,"3,550 4,750",Well used,Meetup,1 week ago,Road Bikes,Bumped,Has minor flaws or defects.,"Price does not include wheelset as I have already sold it seperately. If you need a set of wheels, I can include a set of training wheels.

If you wish to purchase the frame, Price for frameset alone 2.8K

Size 54 S-Works Tarmac SL6
Sram Red shifters, FD, RD
Shimano Ultegra Brakes
Rotor Inpower powermeter crankset
Pro Vibe Carbon handlebar
Pro stem
Shimano Ultegra 6800 pedals

Bike is in great condition. No cracks or dents in the frame. No servicing needed in the near future",N,NA,NA,Y,Jalan Angin Laut Playground,whitearrows,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,465,https://www.carousell.sg/p/s-works-tarmac-sl6-size-54-1186021611/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=513
49,10 likes,10 images,Cheap Xtreme Brand Road Bike Bicycle,250,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Cheap road bike bought from Qoo10 (fulfilled by local retailer - I think it's cycle bicycle Pte Ltd) for $530++ original price. 

Some rusty parts and weathering of plastic parts but doesn't affect functionality of the bike. Buyer need to replace handle grip. I have replaced with new tyres and only used once since. Threads are like new and good. Selling the bike due to under-use. 

Negotiable for serious buyers. Good for people who wanna try road biking but does not want to commit to expensive bikes at the start. 


Description:
Full Aluminium Road Bike 16 Speed
-Shimano Claris (High Grade Shimano Gear System)
- Size : 700 x 23C (Quick Release)
-Weight: 10.1kg

From the listing:
This economical ALUMINIUM road bike features Shimano Claris road integrated shifters and dual brake levers for convenience. It has mount points on the frame for a rear rack, this bike is an excellent commuter
All NEW 2015 model with 16 Speeds and Shimano road integrated shifters.
We've listened to feedback from riders and have introduced some significant upgrades to the 2015 model. We've replaced the downtube shifters with an updated Shimano road integrated shifters - this allows you to change gears when riding!

 The best part - the price is reasonable!",N,NA,NA,Y,Kovan Heartland Mall,tcydennis,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,18,https://www.carousell.sg/p/cheap-xtreme-brand-road-bike-bicycle-1240678797/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1162
50,43 likes,8 images,ORBEA Road Bike,"1,100",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Condition 9/10
MAVIC Carbon Wheelset
Loud and Smooth Hub
Continental Tyre Gp 5000
Dura Ace Groupset
Dura Ace Carnkset
Dura Ace R Cailer
Ultegra Pedals
Ultegra F Cailer
Carbon Seat pole
Carbon Saddle TRIGON
Carbon T2+ Bar
Shimano Shifter 10 Speed
Bike Size 50
Bike weight 8.5 Kg",N,NA,NA,Y,7-Eleven,parrotlover,Joined 9 years ago,Very Responsive,Verified,0,1,1,4.7,65,https://www.carousell.sg/p/orbea-road-bike-1241490838/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=uFcAXsB0PzxesFso&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=863
51,10 likes,6 images,S Works Tarmac SL7,"10,900",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","For sale

S Works Tarmac SL7 
Size 56
DuraAce di2 R9170
Zipp 404 Firecrest wheelset
Rotor is 140 x2
Crankarm 172.5
52/36
Cassette 11-30

Roval Rapide Handle Bar 42cm top c to c
Stem 100
S Works Mirorr Saddle 155

Bike has ridden less than 2,000kms and presents as new. Bike will be serviced before hand over so you can ride straight away. ",N,NA,NA,Y,Ubi Ave 3 (Site),aus_bike_sports,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,74,https://www.carousell.sg/p/s-works-tarmac-sl7-1243011196/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=88
52,5 likes,10 images,Bicycle,370,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bicycle with accessories - Helmet, back and front light, lock, waterbottle holder.",N,NA,NA,Y,St Michael's RdBeacon Heights,madhursomani,Joined 6 years ago,NA,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/bicycle-1239432331/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ZXPc8PT0ZZNbgzZp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1584
54,3 likes,2 images,Kids bicycle.for sale,70 75,Lightly used,Meetup,an hour ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Siglap Road,krimsun,Joined 5 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/kids-bicycle-for-sale-1231917963/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=84
55,4 likes,2 images,Polygon Stratto 7,"2,000",Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Polygon Strattos S7 Carbon Frame Carbon
Wheel Set size 51cm (M)

Frame: ACX Carbon size 51 (165cm to 175cm)
Fork: ACX Carbon
Groupset Shimano 105 R7000
(Cassette upgraded Ultegra 11-30T)
Crank R7000 50/34 Chainring
(Wheel jockey upgraded to ceramic bearing)
Handlebar Entity Alloy 400mm
Stem Entity Alloy 90mm
Bottom bracket (Upgraded Token Creamic
Bearing)
Chain KMC X-11
Tires: Schwalbe Durano 25mm
Wheel Set: Carbon Jetspeed 38MM with Carbon brake pads.
Seat Post: Entity Alloy
Saddle Entity AION.",N,NA,NA,Y,Compassvale LRT Station (SE1),denzelpencil,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/polygon-stratto-7-1242534646/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=329
56,6 likes,1 image,"SG INSTOCKS Shimano gear 21 speed 26"" Wheel Begasso Foldable mountain bike MTB 21 speed front 24 inch seat seat "" rack lady 27.5 16 children 26 adult 20 WHATSAPP 89501850",200,Brand new,Mailing,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 






Wheelspoke $200
3-blade $260


➡️ Shimano Gear set
➡️ 26 Inch Wheel
➡️ Fork Front Suspension
➡️ 21 Speed Gear
➡️ Mechanical Front & Rear Disk Brake System
➡️ Fast Clip Seat
➡️ Ultralight Body Frame


You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,lin-shop,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/sg-instocks-shimano-gear-21-speed-26-wheel-begasso-foldable-mountain-bike-mtb-21-speed-front-24-inch-seat-seat-rack-lady-27-5-16-children-26-adult-20-whatsapp-89501850-1238820562/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=oNuakoD2MHKIJR6k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1811
57,Like,1 image,"MTB - Lightweight with suspension gunsrose 6 blade Mountain Bike 26“ MTB 21 Speed Gear Red 3 mesh 29 adult inch 26 children seat front bag 16 food delivery thermal child 20 rack 27.5 baby seat kid 24 lady "" WHATSAPP 89501850",300,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 


➡️ 21 Speed Gear
➡️ 26"""" Wheel 
➡️ Mechanical Front & Rear Disk Brake System
➡️ Fast Clip Seat
➡️ Ultralight Body Frame
➡️  Gift 🎁 


MORE PHOTOS:
 bit.ly/3gxAIHB

Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,hyperk,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/mtb-lightweight-with-suspension-gunsrose-6-blade-mountain-bike-26“-mtb-21-speed-gear-red-3-mesh-29-adult-inch-26-children-seat-front-bag-16-food-delivery-thermal-child-20-rack-27-5-baby-seat-kid-24-lady-whatsapp-89501850-1238135692/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=abGZHdoP3ZocCohv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2068
58,Like,7 images,Mobike,600,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Mobike - Its certified to ride on designated pathway cert is placed on bike its lightly used , well maintained. 
self pick up registrayion transfer can be done immediate .",N,NA,NA,Y,River Islespunggol plaza,shanky.leo.1,Joined 2 years ago,NA,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/mobike-1241430813/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=uFcAXsB0PzxesFso&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=891
59,4 likes,10 images,BTwin Triban 520 - L,400,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","BTwin Triban 520:
- Carbon fork with Shimano Sora
- Size: L

Condition:
- Second hand but slightly used (usual route along Changi/ECP)
- Recent trip in April 2023, no issues
- Free items in last photo (portable pump, lock, rear and front lights, mini bag, phone holder)

RFS: Will get a foldable soon. 

Meetup: Weekends or weekdays (Monday and Wednesday after office hours) at the following locations:
- Serangoon MRT (exit D), or
- 10 Lorong Ah Soo, 534051",N,NA,NA,Y,"Lorong Ah SooMeetup: Weekends or weekdays (Monday and Wednesday after office hours) at the following locations:
- Serangoon MRT (exit D), or
- 10 Lorong Ah Soo, 534051Serangoon MRT Interchange (NE12/CC13)Meetup: Weekends or weekdays (Monday and Wednesday after office hours) at the following locations:
- Serangoon MRT (exit D), or
- 10 Lorong Ah Soo, 534051",raphpehipol,Joined 3 years ago,Very Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/btwin-triban-520-l-1242866096/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=189
60,21 likes,5 images,2019 S-Works Tarmac SL6 Bike @$6500,"6,500",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","2019 S-Works Tarmac SL6 Bike. @$6500, 
PM to enquire and negotiate. Thanks.
Fixed up for about 9k.
Size: 58 for 183cm to 191cm rider height, I am 186cm tall.
Specs:
Frameset : S-Works Tarmac SL6
Seatpost : 0 degree offset (Sworks)
Handlebar: 44mm wide (Sworks)
Stem: ENVE carbon road 110mm length 
Crankset: R9100 Dura Ace 175mm length
Shifters: R8000 Ultegra 11speed
Derailleurs: R8000 Ultegra 11speed
Cassette: R8000 Ultegra 11speed 11-28 ratio
Pedals: LOOK carbon blade, latest model.
Saddle : ASTUTE Skylite Carbon rail.
Wheelset: OEM Taiwan Carbon rim brake",N,NA,NA,Y,Blk 330 Sembawang Close,thureint,Joined 7 years ago,Not Responsive,Verified,1,1,1,5.0,36,https://www.carousell.sg/p/2019-s-works-tarmac-sl6-bike-6500-1230542187/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=547
61,6 likes,3 images,Wilier gran turismo carbon,"1,500",Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling well used full shimano 105 and carbon rims.
Size XS
Interested can contact me for viewing.",N,NA,NA,Y,Blk 157C Rivervale Crescent,jeremy_81,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,33,https://www.carousell.sg/p/wilier-gran-turismo-carbon-1242363285/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=407
62,56 likes,5 images,Gios Antico Mini Velo Size 48,700,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Gios Antico Mini Velo with 20” wheels
105 crank
Tiagra derailleur 
10 speed
Size 48
Manufactured in Taiwan but purchased in Japan. No longer in production.

Front wheel can be easily dismantled for bike to fit into a car’s backseat.

I have another Mini Velo (Bianchi Lepre) listed. Do check it out and price is nego if you intend to get both.

Welcome to view and collect at S129195",N,NA,NA,Y,Faber Crest Condominium,allthebest25,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,5.0,60,https://www.carousell.sg/p/gios-antico-mini-velo-size-48-1231719505/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=30
63,7 likes,3 images,Trek Speed Concept 7.5,"1,900",Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Size S

10 Speed Shimano

Saddle: ISM Prologue
Stem: 90mm Carbon Stem
Handlebar: 400mm Carbon Handlebar
Pedals: Shimano SPD Clipless Pedals

Wheelset: Avian 40mm Carbon Wheelset
Tyres: Vittoria Corsa G 25mm

Groupset:
Shimano Dura Ace Brake Lever
Shimano 105 Brake
Shimano Ultegra Crank
Shimano Ultegra Front Derailleur
Shimano 105 Rear Derailleur

",N,NA,NA,Y,Blk 421 Bukit Batok West Avenue 2Bukit Gombak MRT Station (NS3),21_chris,Joined 6 years ago,Very Responsive,Verified,1,1,1,4.9,61,https://www.carousell.sg/p/trek-speed-concept-7-5-1242364048/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=407
64,17 likes,10 images,Canyon Endurance CF SL Carbon Road bike,"5,500",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Full Shimano Ultegra Di2 12 speed group set
FC -52T
Cassette 11-34T
Comes with Garmin mounting
Wheel size: 650B
Hub: DT Swiss endurance LN
Tyre: Continental GP5000s
Bike weight : 8.2kg
Suitable for rider below 1.6m 
Bike size: 3XS",N,NA,NA,Y,Alfa hmart,woody47,Joined 6 years ago,Very Responsive,Verified,0,1,1,5.0,8,https://www.carousell.sg/p/canyon-endurance-cf-sl-carbon-road-bike-1240303473/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1323
65,9 likes,7 images,Avanti carbon roadbike,600,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",no time to cycle n clear space no repairs needed clean n nice cheapest carbon road bike in carousel,N,NA,NA,Y,My Place @ HomeWoodlands Street 83,apekrushdeep,Joined 3 years ago,Very Responsive,Verified,1,0,1,4.9,35,https://www.carousell.sg/p/avanti-carbon-roadbike-1238809485/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=oNuakoD2MHKIJR6k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1824
66,11 likes,6 images,Lynskey Helix,"3,500",Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Willing to nego

frameset: lynskey helix titanium frame condition 9/10
no dents no cracks only have micro scratches from normal riding
enve carbon road fork 2.0condition 10/10

wheelset: reynolds carbon  wheelset with original reynold  hubs condition 9/10 no dents no cracks 

cockpit: 3t stem and  ( insert bar) 
stem condition is a 10/10
bar condition is a 7/10 ( light scratches)

groupset: shimano 105 crankset, 11x2 cassette with ultegra shifters
condition 9/10

saddle: fizik saddle condition 9/10 small defects


own this bike for 2 years, not a frequent riding therefore been sitting at home for very long.",N,NA,NA,Y,Boon Lay MRT Station (EW27),immalowballer123,Joined 4 years ago,Very Responsive,Verified,0,1,1,4.1,9,https://www.carousell.sg/p/lynskey-helix-1242947507/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=143
67,6 likes,10 images,Scott Speedster S40 2011,900,Well used,Meetup,10 hours ago,Road Bikes,Bumped,Has minor flaws or defects.,"Specs :
Alloy body, Carbon fork
Mavic Cosmic Elite Wheelset (40mm)
Vittoria Zaffiro Pro (front&back)
Sora shifters (R3000) 
Sora Front derailleur
Tiagra Rear derailleur
Truvativ Crankset (50-34)
Zitto bottom bracket
Shimano R540 pedals
Uno 17° stem
BTwin seat
Size 54 
Lights not included

Wiped down after every ride
Recently serviced 
Negotiable! PM if interested!!
Deal at 642657",N,NA,NA,Y,657b Jurong WestJurong West Secondary School,batalyst,Joined 7 years ago,NA,Verified,1,0,1,5.0,41,https://www.carousell.sg/p/scott-speedster-s40-2011-1242090945/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=526
68,13 likes,1 image,Canyon Endurace SL,"2,600",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Canyon Endurace CF SL 7

This bike is known for its comfort and versatility. Be it beginner looking for first bike or seasoned looking for a carbon bike, this is super value that you can’t find elsewhere. Almost 50% off from original price I paid.


This size is suitable for 167cm to 175cm.

Bought in 2021 (close to S$4k all incl.)

Shimano 105, 11 speed

New cassette and Panaracer Semi Slick
(Can throw in GP slick tyres and tubes)
(Also never ridden on gravel before)

Original selle italia saddle

Reason for selling: financial. Sad to let it go but due to unavoidable circumstances 

**Low ballers will be ignored
",N,NA,NA,Y,Bukit Timah Community Club,acmepong,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/canyon-endurace-sl-1242766060/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=237
