,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
148,6 likes,3 images,Trek Road Bike,530,Like new,Meetup,3 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Size: 50cm

Shimano Claris gearset 2 x 8

Mostly stock components

Look Keo pedals

New Fizik bar tape

r.e.med saddle

*Delivery option available",N,NA,NA,Y,IMM BuildingTues to Sun 10am-7pm. (appt preferred) ,thebikeshack,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,20,https://www.carousell.sg/p/trek-road-bike-1242932153/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=153
149,6 likes,1 image,"SG SELLER Crius Velocity Tiagra 10 Speed shimano Gear Disc Brake Folding Bike Foldable bicycle   29 24"" 26"" lady thermal kid bag rack seat children 20"" mesh 16"" 27.5 WHATSAPP 89501850",600,Brand new,Mailing,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"
Model: Crius Velocity
This is the highest specs (Tiagra-10Speed) model.

10 Speed
Litepro Adjustable Height Headtube
Litepro Aero 451 Disc Brake Wheelset
Disc Brake Wheelset
Litepro Aluminium Handlebar
FR5 Brake Lever
Shimano Disc Brakes
Litepro Hollowtech 56T Crank
Shimano Tiagra 10 Speed Shifter
Shimano Tiagra 10 Speed Derailleur
Sunshine 10speed 11-28 Flywheel
YBN 10 speed chain
Litepro Seat Tube
Jagwire
Well 248 Pedals
Thick cushion seat

✨FREE VIEWING / SELF COLLECT Available
✨Same Day Delivery Available

Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙"""" ",Y,Standard delivery S$30,3 - 4 working days,N,NA,lin-shop,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/sg-seller-crius-velocity-tiagra-10-speed-shimano-gear-disc-brake-folding-bike-foldable-bicycle-29-24-26-lady-thermal-kid-bag-rack-seat-children-20-mesh-16-27-5-whatsapp-89501850-1238820974/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=oNuakoD2MHKIJR6k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1806
150,57 likes,5 images,<FRAMESET> Specialized Allez Sprint 2022,"2,300",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Size 54
Rare Water Effect colourway 

FRAMESET NOT FULL BIKE

Comes with :
Seat post (carbon + alu clamps)
SL7 stem 12 degree 120mm with 3d printed adaptor
F1ceramic GXP BB + $200

Bought in April 2023 from T3 with receipt to show
Used less than 10 times and looks good as new
RFS : under utilised spare bike 

Price is fixed & non negotiable ",N,NA,NA,Y,Blk 852 Playground,frzmaximus444,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,229,https://www.carousell.sg/p/frameset-specialized-allez-sprint-2022-1238706497/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=WoT4oq-uoYvK157g&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1849
151,4 likes,6 images,Cinelli superstar,"4,750",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Frame RTP : $3.2k
slight nego allowed
.
Size 51
.
specs :
NITTO UI-25 stem(pro vibe stem NOT included),
deda superzero carbon seatpost,
C-BEAR ceramic pressfit bb,
Shimano R8000 groupset,
Columbus integrated headset,
Venn var 77mm laced to chris king R45 hubs,
specialized power saddle(authentic),
Cinelli BOSS dropbar,
continental GP5000 tyres.
.
will throw in a 100 percent bottle (bought from speed hunter, used twice only)
if fast deal
.
RFS : clearing out space",N,NA,NA,Y,7-Eleven,roy_3,Joined 5 years ago,Very Responsive,Verified,1,1,1,4.8,51,https://www.carousell.sg/p/cinelli-superstar-1240885124/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4OrARvwEYBu13cPH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1096
152,21 likes,2 images,Colnago Carbitubo yellow,"1,800",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"size-53.
groupset-8 speed campy",N,NA,NA,Y,Haw Par Villa,outland2900,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.8,10,https://www.carousell.sg/p/colnago-carbitubo-yellow-1242341520/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=426
153,32 likes,6 images,Twitter Carbon Fiber Road Bike,950,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Very underutilized, used less than 6 times around the neighbourhood. My loss your gain. 2 x 11 speed and weighs around 9kg, super light and fast ride. No modifications done. No low ballers. PM for fast deal.",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore)woodlands carpark,shawnolite,Joined 4 years ago,Very Responsive,Verified,1,0,1,5.0,12,https://www.carousell.sg/p/twitter-carbon-fiber-road-bike-1239893173/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1453
154,6 likes,4 images,Road Bike,800,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,For sale . ,N,NA,NA,Y,Blk 641 Bedok Reservoir Rd Singapore 410641,zawmyonaing,Joined 6 years ago,Very Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/road-bike-1240850007/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4OrARvwEYBu13cPH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1103
155,25 likes,10 images,TT carbon bike 10x2 speed Duraace 8kg weight,"1,500",Well used,Meetup,4 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Trigon Carbon composite aero TT bike
2 saddle position on seat post

Duraace front n rear derailleur 10 X 2 speed 
Duraace 10 speed titanium casette
Rotor oval chainring 52/39T (bought at $360)
Carbon crank with Titanium BB
KMC DLC chain (bought at $158)
Duraace R9000 pedal
Carbon cage Aero bottle (Bought at $99)
Rear saddle bottle mount will be given also

88mm high profile lightweight carbon rims that give a satisfying hollow sound during ride with super smooth ceremic hybrid bearings, Vittoria Rubina Pro 700c X 25c  175psi  tyre.

Carbon Titanium skewer
Duraace 9240 front n rear rim brake caliper
Zipp stem, handle, brake lever, aerobar
Jacob type 5 TT saddle (bought at $360)

Give up riding so selling super cheap. Bike in tip top condition, no cracks no crash before. Most of the parts are either quite new or recently replaced. 

I am 1.7m tall and it has been bike fitted to suit me, but the frame  can accommodate for riders from 1.68m to 1.8m height as it has 2 saddle position. Traditional frame size guide does not apply to this unique frame design. Bike  weight is at 8kg and it's super light for a aero TT with high profile rims. It's possible that u can reduce it further with more lightweight parts.

Don't lowball me as just the parts alone can sell for more then $1600 without the frame as none of the parts is cheap item. Hopefully the next owner can take care of this beautiful performer.",N,NA,NA,Y,Yishun Street 22,dannisx,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,101,https://www.carousell.sg/p/tt-carbon-bike-10x2-speed-duraace-8kg-weight-1242741920/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=243
156,19 likes,6 images,Giant TCR Advanced 1 (Full bike),"3,300",Well used,Meetup,3 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,"Giant TCR Advanced 1 for sale. Size XS (I am a compact 164cm)
Upgraded to Ultegra crankset. Stock came with RS510. 
Added Giant RideSense Cadence sensor. Will dekit the saddle and drop bars. Original Giant Approach Saddle will be installed. 
Upgraded Easton EC90 Carbon aerobars included if price is met. 
Pedals and accessories not included. 
Rear Derailleur slight scratches due to squeezing through bollards (Pic 6)

Bought 1st hand from Tay Junction Vertex

 What you get:
- Full carbon frame and fork (Size XS) 
- Full Ultegra groupset (105 Cassette) 
- Giant Carbon SLR2 42mm rims (only 100kms ridden) 
- Gavia PR2 tyres (tubular) 
- Carbon Seatpost
- Easton EC90 Carbon aero drop bar

Full Service just done.
Brand new Ultegra Chain and brake rotors. 

Thank you for viewing.",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore)AlexandraAlexandra Road,andrewnathanel,Joined 7 years ago,Mostly Responsive,Verified,1,0,1,5.0,11,https://www.carousell.sg/p/giant-tcr-advanced-1-full-bike-1238016380/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=1fTf2bDJgvaqPuzY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1542
157,6 likes,10 images,2023 JAVA Vesuvio 12 Speed Hydraulic Disc Brake Full Carbon Road Bike Shimano 105 Front Rear derialleur Ltwoo Shifter <Super Value For Money> <Cheap>,"1,400",Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Preorder only 
4  Colors to choose From: Red/Titanium full black/Titanium purple/ Titanium White
deposit is needed to confirm order 
Tuning and assembly services included for free for purchase 
Self collect at my place after bike has arrived 
Waiting time: ~1week by air-$50 additional 
~2.5 weeks by sea (No additional charge, listed price) 

Frame Fork Handlebar Wheels Full carbon 
SHIMANO 105 7000 front derialleur 
shimano 105 Rear derailleur with extended pully for 12 speed
ltwoo 12 speed shifter 
Ltwoo full Hydraulic Brakes 
decaf 12 speed cassette 
8.9kg with normal pedals",Y,Same day delivery Free,Within 1 working day,N,NA,roaddbikepro,Joined 4 years ago,Very Responsive,Verified,1,0,1,4.9,125,https://www.carousell.sg/p/2023-java-vesuvio-12-speed-hydraulic-disc-brake-full-carbon-road-bike-shimano-105-front-rear-derialleur-ltwoo-shifter-super-value-for-money-cheap-1242102527/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=526
158,19 likes,3 images,Factor one v2,"9,000 9,500",Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","PRICE LOWERED FOR QUICK SALE!
WTT/WTS
Factor ONE V2
Asking price : 9500$
Condition 9.5/10
Size 52

Ridden it for Abt 1000 km based on Strava.
Super well maintained, cleaned after every ride.

Specifications:
-Factor ONE v2 Crimson red colourway Size 52
-SRAM Red ETAP AXS 11S groupset
-Absolute black oval chainrings
-Black inc sixty carbon wheelset 60MM
-Ceramicspeed Bottom Bracket
-Ceramicspeed OSPW
-Hope RH4 brakeset
-Fizik ANTARES VERSUS EVO R1 saddle
Other parts are factor stock, Eg; Bar, seatpost etc.
(Pedals and accessories not included)

Up for trades with size 54 road bikes/ high end full sus mtb
Slight nego available
Pm for more info and details",N,NA,NA,Y,Riverside Primary School,mostoffreedom,Joined 6 years ago,Very Responsive,Verified,1,1,1,4.9,34,https://www.carousell.sg/p/factor-one-v2-1238941627/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1226
159,6 likes,2 images,S-Works SL5 (Disc) size 56,"4,500",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","S-Works SL5 (size 56) - fact 11r carbon (efficient power transfer), suitable for height 1.75m to 1.85m.

Frame - no chip no crack, minor signs of usage - original condition, view to believe

- Full SRAM RED eTap 11spd groupset
- 50mm Hyper Wheels 2022 - carbon spoke, ceramic bearings (minor wear due to usage) - very good rolling
- Tyres - Continental 5000STR (March 2023)
- Ceramicspeed BB
- Durace chain(changed Jun 2023)
- Rotors and brake pads(changed May 2023)
- Ultegra pedals

EXCLUDES - saddle, lights and bottle cage and other accessories 

Last serviced at Liem Cycle in Nov 2022, w receipt

Price slightly negotiable. My loss your gain for this well taken cared bike.

The rest of the bike info can be referred from the link below which is the exact model stated.

",N,NA,NA,Y,Punggol MRT/LRT Interchange (NE17/PTC),lasdopper,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,19,https://www.carousell.sg/p/s-works-sl5-disc-size-56-1242922870/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=157
160,5 likes,10 images,ORBEA ORCA,"2,988 3,088",Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Carbon frame and saddle full R8000 groupset
700cc 40mm maric cosmic wheel set
Fast pick up speed
Bike size : 51
Rode less than 400km
No time to ride",N,NA,NA,Y,Marsiling Park,hog_rider,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,54,https://www.carousell.sg/p/orbea-orca-1229309680/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dn6VRbs_hNswnaQ8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1280
161,5 likes,2 images,Princeton Carbonworks 6560 Chris King R45D ceramic bearings,"3,800",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought from OneBikeAsia in 2022. 

Recently serviced at OBA. ",N,NA,NA,Y,Kallang Riverside,bikehaven,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,43,https://www.carousell.sg/p/princeton-carbonworks-6560-chris-king-r45d-ceramic-bearings-1242186472/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=493
162,4 likes,10 images,Hybrid Road bike,900,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Refurbished Polygon helios 500. 97/100 new.
 105 parts
New axle bearing fr n Rr HG HUB bearing, Cb seat post, saddle,  novetec QR skewer, Meroca brake lever, Meroca Hollow BB, seal bearing pedals, UNO stem, UNO 90mm stem, 105 wheelset, 105 C clamp, 105 170mm crank, 7075 frame not 7071 or 6061 which is combination of steel n Alloy. 105 cassette Tlec brake cables. 10 micro shifter, VG sport slim hollow chain, full Carbon fork, RISK headset, MICHELIN 23mm tyres ETCs... 

$900 self collect",N,NA,NA,Y,Spring Lodge,abangzil,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,53,https://www.carousell.sg/p/hybrid-road-bike-1242070138/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=550
163,7 likes,3 images,Triban road bike,350,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",dm me for more questions if want to trade  send me pic or buy,N,NA,NA,Y,Blk 825 Jurong West Street 81,etangoh05697803,Joined 3 weeks ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/triban-road-bike-1241828964/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TIymlxr_zUgvZFmg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=704
164,17 likes,1 image,Giant advanced 3 tcr disc 2022,"1,700",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Giant Advanced 3 Tcr disc 2022
Size M
Shimano Tiagra groupset
Some minor scratches with one particularly major scratch 
Pedals not included
Shimano 105 clipless pedals for $100 extra
Willing to nego
Dm for more pictures and details",N,NA,NA,Y,Bishan MRT Interchange (NS17/CC15),geryeett,Joined 2 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/giant-advanced-3-tcr-disc-2022-1232005024/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1
165,9 likes,4 images,🆕PHOENIX Royal 27 Speed Hybrid Bike | Disc Brake MicroNew Entry Level Gravel Terrain City Bicycle,350,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price is for 1 Full Bike(FIRM)
Ready Stock & Brand New


☑️Ready Set, No Pre-order required. 

☑️FREE : Full Bike Assembly & Tuning

☑️FREE : 3 Months of Tuning and Adjustment Limited Warranty 

☑️FREE GIFTS : Bottle Cage / Cable Lock / Tools / Reflectors / Pump / Mudguard / Bell / Frame Bag
(WORTH : $50)  *Note* Not inclusive of installation for free gifts parts  




📍Size: 26"" (Suitable for 160-185cm Rider)



🔸Installment Plans Available🔸
   [BUY NOW PAY LATER]




           🤝DEALING OPTIONS🤝

◾Self Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35




🔸Specification

Frame : Phoenix Aluminium Alloy Frame

Shifter : MicroNew 27 Speed (3x9) Shifter

Rear Derailleur : MicroNew 9 Speed

Front Derailleur : MicroNew 3 Speed

Brakes : Mechanical Disc Brake

Wheels : 26"" Rims +Compass Tan Wall Tyres





☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,bikeco,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,1k,https://www.carousell.sg/p/🆕phoenix-royal-27-speed-hybrid-bike-disc-brake-micronew-entry-level-gravel-terrain-city-bicycle-1241705371/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=762
166,19 likes,4 images,Wahoo roam,250 300,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Blk 394 Tampines Avenue 7,pushpapa,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,11,https://www.carousell.sg/p/wahoo-roam-1231525330/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=241
167,1 like,2 images,2021 Fairlight Cycles Faran 2.0,"1,999",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"[pic is outdated and for reference only, please see below for updated specs]

Frame Nov 2021 Fairlight Faran 2.0 size 51T (I am 172) ($2450)
Enve AG25 wheels ($2350)
Shimano GRX 810 ($1400) - XT cassette and dura ace chain changed in May
Chris King headset
Wolf tooth oval chainring
Gravelking SS (changed in May)
WTB saddle
Thomson seatpost
Stem TBC
Zipp alu handlebar (changed in May)
Fizik tape (changed in May)


Bike been used, got a tiny ding on toptube but confirmed ok by Fairlight. Setup cost well over 7k. Excellent reviews on the web. Swapping to a regular roadie as I got myself an mtb. 

Freebies: beast components gravel bar (500), wizard works handle bar bag and other random bags.",N,NA,NA,Y,Beauty World MRT Station (DT5)Self pick up at my place,everythingmustgogogo,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,65,https://www.carousell.sg/p/2021-fairlight-cycles-faran-2-0-1242035030/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wrjDhRbQu5l5UafY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=571
168,45 likes,2 images,2021 Specialized SL7 Ultegra 11 Speed Di2,"7,200",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size 52 carbon frame Matte Silver/Grey 
Aerofly 2 Bar with Garmin Mount
Winspace Lun Hyper 65 Carbon Wheels 
Continental GP5000 700x28c Tyres
BBinfinite Bottom Bracket 
Pinarello Lynx NS Carbon Saddle 
Sworks 100mm stem
Shimano Ultegra di2 R8050 11 speed
Ultegra 165mm crank set
Ultegra pedals 
XTR-RT-MT900 Rotors 160/140
Bdop Aluminum Cassette 11-30T

*Upgraded new extended expander plug and an upgrade of the compression ring for the headset as per the recall announced in late 2021

Price negotiable
will throw in Garmin Computer and carbon bottle cages 
Self collect only",N,NA,NA,Y,Siglap Post Office,Porkypokpok,Joined 1 year ago,Very Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/2021-specialized-sl7-ultegra-11-speed-di2-1242059904/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wrjDhRbQu5l5UafY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=559
169,6 likes,5 images,Trek Emonda SLR7 Frame Size 50,"4,288",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","super light weight Emonda SLR7 projectOne frame 

includes the latest integrated handlebar , Seatpost and saddle+rear light",N,NA,NA,Y,Punggol Way,besthonestseller,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,28,https://www.carousell.sg/p/trek-emonda-slr7-frame-size-50-1243003932/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=99
170,79 likes,10 images,pinarello road bike,"4,500",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","selling my beloved bike
able to negotiate 
rfs: clearing space, not interested in road cycling anymore
Size : 46.5 (Rider 163cm - 175cm)
Frame: Pinarello F12 Osium White Taiwan
OEM toray 1100
Groupset: Ultegra Di2 Disk Brake + Dfly
Wheels: Princeton Carbonworks Wake
6560 OEM
Inner tube: vitoria (new just changed)
Tires: Vitoria Corsa Graphene 700cc x
28mm (new just changed)
Handlebar: Ultra Most Talon Handlebar
(Lightweight Carbon)
Bar Tape: Ciclovation
Seat post : original pinarello seat post 
Saddle: Prologo Dimension
Bottle Cage: Most Bottle Cage
Computer Mount : Most Carbon Wahoo
Pedal: look pedal
Di2 Charger",N,NA,NA,Y,Hillion Mall,bloxshow1,Joined 4 years ago,Very Responsive,Verified,1,0,1,4.9,27,https://www.carousell.sg/p/pinarello-road-bike-1239082703/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=msSbywTNadwhpevb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1710
171,Like,1 image,Bicycle saddle bags / Motorcycle / side panniers 16 20   inch kid mesh 24 baby thermal 26 16 27.5 adult seat 29 rack front WHATSAPP 89501850,30,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg


Self collection /  Delivery +$5
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 



SG READY STOCKS 

Measurement: Height:28cm，Width:32cm, Thickness one side:15cm



You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat



GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,littlekay.sg,Joined 2 years ago,Not Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/bicycle-saddle-bags-motorcycle-side-panniers-16-20-inch-kid-mesh-24-baby-thermal-26-16-27-5-adult-seat-29-rack-front-whatsapp-89501850-1241955757/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TIymlxr_zUgvZFmg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=692
172,2 likes,8 images,SL28-50mm . White Industries T11 . Rim Brake Carbon Wheels,"2,080",Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"SL28-50mm . White Industries T11 Hub . Rim Brake Carbon Wheels

Rims
SL Carbon Rim Series - 50mm Tubeless Clincher 

Hubs
White Industries T11

Spokes
Sapim CX Ray 

Type Pressure
90psi to 125psi 

Total Weight
1530g (+/-30g)

Contents include Front & Rear Wheels, Brake Pads (rim brakes), Rim Tapes, Quick Release Skewers (rim brakes) & Wheel Bag.  

Visit our Facebook page to see the latest wheels we built.

Each and every one of our wheels is meticulously crafted in our own facility, ensuring they are customized to meet your specific requirements. If you don't find exactly what you're looking for among our selection, please don't hesitate to reach out to us at ",N,NA,NA,Y,Blk 1002 Toa Payoh Industrial Park,wheelangel,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,4,https://www.carousell.sg/p/sl28-50mm-white-industries-t11-rim-brake-carbon-wheels-1238444968/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CBPrbDlEVepG683U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1934
