,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
132,1 like,1 image,S Works Aethos Ready to Paint Frameset,"6,200",Brand new,Meetup,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"For sale

S-Works Aethos Ready to Paint Frameset
Size 52
Satin Carbon/Jet Fuel

",N,NA,NA,Y,Ubi Ave 3 (Site),aus_bike_sports,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,74,https://www.carousell.sg/p/s-works-aethos-ready-to-paint-frameset-1238424150/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1976
133,16 likes,1 image,Giant TCR advanced 2 disc pro,"2,500",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Shimano 105
New derailleur 
New chain 
Wheels dt Swiss 
Look pedals 

Size M/L ",N,NA,NA,Y,Common Man Coffee Roasters,martintresca,Joined 1 year ago,Mostly Responsive,Verified,1,0,1,3.7,3,https://www.carousell.sg/p/giant-tcr-advanced-2-disc-pro-1241646093/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=816
134,25 likes,10 images,"Authentic New SYN Jersey, bottle and Cap! (Metal Blue)",40,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling my new SYN biehler jersey metal blue in color set together with SYN cap an SYN bottle at $40 discounted. Bought from Biehler online at $180. This is a Size M jersey. Comes with packaging and tag. Only wore twice No stains no frays. 

Condition: 9.5/10

Pm if keen. First come first serve. 

Tags: 
Maap, cycle jersey, cycling jersey, PNS, Rapha, RCC, pedla, pedaled, pedal mafia, PMCC, black sheep, assos, cyclist mess, Q36.5, FST, Monton, mysenlan, GRC, givelo, lapassione, cuore,  castelli, giant, dhb, santini, santic, Northwave, cycle bib, cycle shorts, bib tights, bib shorts, Morvelo, specialized, biehelder, sportsfull, Redwhite bib, pearl izumi, Shimano bib, cycling bib shorts, castelli, siroko, decathlon bib, mechanism, solitude, PAS, PNS, Pas normal studios, Rapha team legion, Rapha legion, Rapha kit, SYN, syndicate jersey, biehler jersey",N,NA,NA,Y,Blk 502B Yishun Street 51,bikebiker,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,477,https://www.carousell.sg/p/authentic-new-syn-jersey-bottle-and-cap-metal-blue-1240039878/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=vq2gb6z6HhwNnN1u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1447
135,5 likes,9 images,Trek 3700 series,250,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"Brand: Trek 3700 series
Size: 26 inch
Color: Mily white
Frame material: High mild steel
Brake: Front & Rear V Brake
Nett weight: 16 kg
Gross weight: 18 kg
Load: 160 kg
Rider height: 150-185cm
Wheel size: 26 inch
Speed: Shimano 21 speed

All parts are working well. Ready to ride & fun to ride",N,NA,NA,Y,80A Toa Payoh Lorong 4,TanGold,Joined 3 years ago,Mostly Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/trek-3700-series-1237266592/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YxyJ5OTKT55iJa58&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2475
136,17 likes,1 image,Giant Fastroad Advance 1,"1,900",Lightly used,Meetup,Yesterday,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Bought about 6 months, Size ML, used less than 10 times. Self collect at Ubi road 1, Price negotiable ",N,NA,NA,Y,Upper Paya Lebar Road,haha_pe,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,5.0,75,https://www.carousell.sg/p/giant-fastroad-advance-1-1238435119/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1971
137,9 likes,2 images,Argon 18 nitrogen pro di2 frameset,900,Heavily used,Meetup,2 weeks ago,Road Bikes,Posted,Has obvious signs of use or defects.,"Flaws: Theres a huge paint chip on the frame thus selling cheap. 
I can repair it by myself with carbon fiber but not repaint. (Im no artist) although buyer must confirm purchase before i do the repair.

Size L 175-185cm
Bb86 sram 24mm spindle 
Very fast and responsive aero bike. 
Full carbon + integrated cockpit 
TRP aero brakes included
No wheels. Just frameset.",N,NA,NA,Y,Tampines East MRT Station (DT33)Bus Stop 76039 (Tampines East Stn Exit C),TARMAC,Joined 4 years ago,Very Responsive,Verified,1,1,1,4.9,59,https://www.carousell.sg/p/argon-18-nitrogen-pro-di2-frameset-1240531600/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=h3n5s3b1Hbj9TsLT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1262
138,Like,1 image,"16 inch 6 Speed Gear Foldable bike Foldies Alloy Children Kid Adult Bicycle s1 White 16"" 22 food children 27.5 child mesh lady 24"" rack seat thermal delivery Put 20"" baby inch adult bag kid 16"" 26"" 29 seat WHATSAPP 89501850",220,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 




➡️ 10KG
➡️ 6 Speed Gear
➡️ 16"""" Wheel 
➡️ Ultralight Body Frame 
➡️  Gift 🎁 

✨ TESTING / SELF COLLECT Available
✨Same Day Delivery Available

MORE PHOTOS:
 bit.ly/3gxAIHB

Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,hyperk,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/16-inch-6-speed-gear-foldable-bike-foldies-alloy-children-kid-adult-bicycle-s1-white-16-22-food-children-27-5-child-mesh-lady-24-rack-seat-thermal-delivery-put-20-baby-inch-adult-bag-kid-16-26-29-seat-whatsapp-89501850-1238133014/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=54yBYGhjNW-jy4Qb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2094
139,35 likes,4 images,"Java  Carbon Mini Velo  Limited Drop Bar 20""(451)",750,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling my preloved Spare Bike .

**Bike Type : Java Mini Velo Limited Dropbar 20""(405)

**Frame : 3K Carbon Fiber
 
** Handle : Dropbar and Stem Ally .

**Wheelset :RT 20"" (451) loud hub.

**Group set : SRAM APEX

**Speed  : 10S

**Weight : Est 8.5kg 

**Slight Nego  but don't be a low baller .

Interested Buyer kindly PM.Tq",N,NA,NA,Y,Amk. StationTo be discuss on the pick up timing .,jaytee26,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,101,https://www.carousell.sg/p/java-carbon-mini-velo-limited-drop-bar-20-451-1236941480/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9zqmd_zhxRb9REbB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2544
140,20 likes,4 images,Alllez Sprint Disc Brake Size 54,"1,900",Well used,Mailing,5 days ago,Road Bikes,Bumped,Has minor flaws or defects.,"2021 Allez Sprint 

Disc Brake edition
With clipless pedals
",Y,Same day delivery Free,Within 1 working day,N,NA,exu45dh5bb,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,17,https://www.carousell.sg/p/alllez-sprint-disc-brake-size-54-1241053877/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rImwtcmEbdcsmYDB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=264
141,24 likes,3 images,Canyon Ultimate CF SLX  + smart trainer complete package,"4,300",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling my beloved bike since im migrating. Lightly used mostly indoor cycling in zwift.

Just fully serviced this June 2023. Selling all the parts and equipment listed ready to use. 

Specs:
Canyon CF SLX  size small 
+ultegra R8000
+fizik antares saddle
+continental GP5000 (brand new)
+burgh LV bartape (brand new)
+look keo 2 max pedals
+magene t300 smart trainer  with magene rubber mat 
+garmin speed sensor set

Misc: full canyon bike owners accessories kit

Plus 380sgd if need my garmin 530 super under utilised 

NEGOTIABLE ",N,NA,NA,Y,Blk17 Jalan Tentaram,junkmeister,Joined 7 years ago,Very Responsive,Verified,0,1,1,NA,NA,https://www.carousell.sg/p/canyon-ultimate-cf-slx-smart-trainer-complete-package-1239474367/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rf_pYTVSdujSThZR&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1603
142,1 like,3 images,2 Cycles + 2 Air pump,600,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,Hardly used cycles. Selling since we leaving Singapore.,N,NA,NA,Y,Costa Del Sol Minimart,sameer.b.thomare,Joined 1 year ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/2-cycles-2-air-pump-1240145994/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=vq2gb6z6HhwNnN1u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1413
143,55 likes,4 images,SALE! NOMAD OWL - 26 x 2.00 Road City Bike Shimano 3 x 9-speed 27-speed Rear Rack Integrated Rechargeable Front Rear Light Disc Brake Matte Black,599 699,Brand new,Meetup,23 hours ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"✅ In Stock

AVAILABILITY
1) Matte Black ✅
2) Silver ❌

❗ Note: Prices are fixed and non-negotiable.",N,NA,NA,Y,10 Jalan Kilang159410,twotired,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,193,https://www.carousell.sg/p/sale-nomad-owl-26-x-2-00-road-city-bike-shimano-3-x-9-speed-27-speed-rear-rack-integrated-rechargeable-front-rear-light-disc-brake-matte-black-1111253033/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=8
144,23 likes,3 images,Giant Defy Advanced 2 Deep Lake Road Bike For Bicycle & Cycling,"3,480",Brand new,Mailing · Meetup,1 month ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Complete Bike with Shimano 105 groupset.

Available Sizes: XS, S, M, M/L, L, XL
Colours: Gloss Deep Lake
Frame: Advanced-Grade Composite, disc
Fork: Advanced-Grade Composite, full-composite OverDrive steerer, disc
Handlebar: Giant Contact SL D-Fuse XS:40cm, S:40cm, M:42cm, M/L:42cm, L:44cm, XL:44cm
Grips: Stratus Lite 3.0
Stem:Giant Contact XS:80mm, S:90mm, M:100mm, M/L:110mm, L:110mm, XL:110mm
Seatpost: Giant D-Fuse, composite, 14mm offset
Saddle: Giant Approach
Pedals: Not Included

KEY PERFORMANCE FACTORS

Engineered compliance
Advanced Composite frame is specifically engineered for endurance road riding, giving you a smooth ride quality and less fatigue on long rides. The D-Fuse seatpost and handlebar absorb road shocks and vibrations.

Total control
Seamless disc brake integration, including flat mounts and 12mm front and rear thru-axles, produces more consistent braking power for better control, even in wet weather and rough roads.

Versatility
Endurance road geometry, added tyre clearance (up to 35mm) and disc-brake integration allow you to tackle a variety of roads and conditions, from smooth pavement to rugged mountain passes.

HIGHLIGHTS
Handcrafted with Advanced-grade composite material, the Defy Advanced is made with a specific carbon layup to give it an efficient, high-performance ride quality that helps you push new limits of endurance. The D-Fuse seatpost and handlebar system also help reduce road vibrations, adding to its smooth, compliant feel on the road. A tubeless Giant WheelSystem and tires boost speed and efficiency with a reduced risk of flats. And for added control, it features integrated disc brakes with flat-mount disc brake tabs and 12mm thru-axles.

--------------------------------

Online Bicycle is the leading online platform for quality cycling brands at affordable prices.

Retail Store:
140 Sims Avenue, Singapore 387462
12 pm – 7.30 pm, Monday – Saturday
Located inside Bikemart SG
+65 8806 1843
",Y,Standard delivery S$10,3 - 4 working days,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday ",online.bicycle,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,5k,https://www.carousell.sg/p/giant-defy-advanced-2-deep-lake-road-bike-for-bicycle-cycling-1191765004/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9zqmd_zhxRb9REbB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2527
145,11 likes,9 images,Canyon roadlite cf8 size s,"4,000",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Change 
Shimano Ultegra c50
Hambini BB
BB infinite pulley
Carbon cage x2
Shimano Rotor CL800 F 160mm R 140mm
Full load 8.5kg

 
Include
Garmin 520
Speed sensor 
Cadence sensor
",N,NA,NA,Y,Buangkok Crescent,phillip8181,Joined 4 years ago,Very Responsive,Verified,1,1,1,5.0,38,https://www.carousell.sg/p/canyon-roadlite-cf8-size-s-1239765408/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=NIto8dAlUUROfnJA&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1513
146,30 likes,4 images,Ready stock Kolor bike 700C 7 Speed Size S/L lightweight road bike bicycle Aluminum Frame,450 490,Brand new,Meetup,3 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"KOLOR Road bike series is a high specification commuter road bike, it provides aluminum alloy frame, vintage design saddle, pu leather grips, 700C tire, Shimano TX50R7/ TY300 7-speeds, complete with a range of refreshing colors. The KOLOR bike is slim and lightweight. 

Specifications: 

Frame: Aluminium Alloy
Saddle: pu Leather
Grips: pu Leather
Tires: 700 x 23C
Shifter: SHIMANO TX50R7 SPEED
Pedals: Black wide nylon pedals (upgrade to metal alloy pedals for $20)
Weight:  approx. 11.5KG subject to size and accessories 

Size:
Suitable for Rider
s (48cm) = 165-170
L (52cm) = 175-220cm 

Color: Chrome, Campagne, Black, Peacock blue, Green 

Accessories to Add on
- Retro metal basket $55
- Lamp $20
- Rear seat $55 

Fully assembled",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),grandopening,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,6,https://www.carousell.sg/p/ready-stock-kolor-bike-700c-7-speed-size-s-l-lightweight-road-bike-bicycle-aluminum-frame-1227604764/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Kc5ysDvepXtYCCif&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1910
147,8 likes,4 images,Road Bike,300,Well used,Meetup,4 days ago,Road Bikes,Posted,Has minor flaws or defects.,Last used 2 years ago when I use it to travel office from to work (approximately 10KM each direction) hardly use now bec of bum kness,N,NA,NA,Y,"Blk 729, Amk Ave 6Maryboy Trading",monicofrancis,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.8,4,https://www.carousell.sg/p/road-bike-1242885690/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W1KEtKBmBwU-nFz6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=215
148,4 likes,3 images,"Brand new HJC Atara Helmet , size M",85,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand new HJC road bike helmet in size M.
Already using a MET helmet and selling this as I got this for a gift ",N,NA,NA,Y,"1 Bukit Batok St 25, Parkview ApartmentDowntown MRT Station (DT17)",ray.hills,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,12,https://www.carousell.sg/p/brand-new-hjc-atara-helmet-size-m-1241654939/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=811
150,7 likes,1 image,TREK Madone SLR Gen 6 T47 Disc Frameset,"5,099",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"For Sale 1x Madone SLR Gen 6 Disc Frameset

Colour : Dark Prismatic
Size : 52
Frame : 800 Series OCLV Carbon

*Customization of other parts or change of specs can be accommodated
*Frameset is ORIGINAL and NOT OEM or Fake.
*Ready Stock at time of posting",N,NA,NA,Y,Jurong East MRT Interchange (NS1/EW24),bomtoonen,Joined 3 years ago,Very Responsive,Verified,1,1,1,5.0,42,https://www.carousell.sg/p/trek-madone-slr-gen-6-t47-disc-frameset-1242005179/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=652
151,5 likes,10 images,Bicycle,370,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bicycle with accessories - Helmet, back and front light, lock, waterbottle holder.",N,NA,NA,Y,St Michael's RdBeacon Heights,madhursomani,Joined 6 years ago,NA,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/bicycle-1239432331/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rf_pYTVSdujSThZR&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1616
152,4 likes,1 image,Children Bicycle,65,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Blk 136 Bedok Reservoir Road,aneeshaunni,Joined 4 years ago,NA,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/children-bicycle-1242153967/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0QG0HuqBxfGXyj0V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=542
153,19 likes,9 images,S-Works TARMAC SL6 Size 54,"8,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Offers welcome. project paint work. C38 disc carbon ROVAL wheels, Dura ace  Crankset,  ultigra Di2 electronic group set, 4iiii power meter. Purchased Oct 22. Full gold service April 23 @ BYX Cycling. All invoices available (Cycliq Garmin bracket, lights and light holders, bottle cages, pedals and seat post pouch not included in the sale price) ",N,NA,NA,Y,Great World Serviced Apartments,priyadarshan,Joined 11 months ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/s-works-tarmac-sl6-size-54-1239792337/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=DWuVEH8SW9O4pWnh&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1508
154,50 likes,1 image,Selling factor ostro vam size 52 frameset Only,"5,000",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","selling original factor ostro Soho mix frameset only,  size 52,
with handle bar, seat post and fork. 
PM to discuss",N,NA,NA,Y,Yew Tee,wiangz,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,9,https://www.carousell.sg/p/selling-factor-ostro-vam-size-52-frameset-only-1236831614/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2586
155,25 likes,3 images,Tokyobike CS Ash Blue,680,Like new,Mailing,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Well-maintained with no scratches or marks. Bicycle is like new with a usage of 10 trips. Purchase of bicycle comes with:

- Bicycle pump
- Cleaning equipment 
- Bicycle lock
- Bottle stand 
- Bike lights (front and rear) 
- Ross gold bell 

Size - M: 53 cm (160-175cm)",Y,Same day delivery Free,Within 1 working day,N,NA,sherloin,Joined 4 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/tokyobike-cs-ash-blue-1238273182/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2013
156,4 likes,4 images,Decathlon Road Bike Triban S size,300,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Decathlon Road Bike Triban S size

Only used twice as size not suitable.",N,NA,NA,Y,Junction 10,nelson_sr,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/decathlon-road-bike-triban-s-size-1241796823/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=751
157,56 likes,10 images,Specialized SL& Pro & Ultegra Di2 12spd,"8,700 8,800",Like new,Mailing · Meetup,1 week ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Excellent Condition Specialized SL7 Pro
Limited mileage, as it’s a spare bike. Need to reduce the number of bikes I have.
I have two SL7 listed, only selling one. Once one sells, the other will be taken down

Size 54cm
Aerofly 2 Bars (worth $450)
Shimano Ultegra Di2 12 Speed (worth $3500)
Shimano Ultegra C50 Wheels (worth $2,000)

Local from T3
Groupset & Wheels are approx 6 months old. Still under warranty 
No time wasters, please. 

Frameset with Stem and AeroFly Bars $4,200",Y,Custom courier S$30,1 working day(s),Y,Mount Sinai,scottx,Joined 9 years ago,Very Responsive,Verified,1,1,1,4.9,271,https://www.carousell.sg/p/specialized-sl-pro-ultegra-di2-12spd-1230604812/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=792
158,10 likes,10 images,Storck Aenario G2 Pro FRAMESET - Size 47 (S),"1,900",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","STORCK AERNARIO G2 Pro FRAME-SET only
NOTE: This listing is for FRAME-SET ONLY 

Size 47 (S) - Fits Rider 165cm - 174cm
Color: Matt White and Grey
Condition: Lightly used with very minor scruffs (hardly noticeable) and NEVER CRASHED!
Weight: Lightweight! 890gm (frame) and 300gm (fork)

Are you looking for a pro-level road bike frame-set .This is the bike for you!
German engineering quality and race ready!
This is a boutique brand and is rare, not a usual mass brand.
Reason for selling: Too many bikes!

Top up $$400 (RRP $1000+) for top-end Storck seat-post, handlebar and stem  
- Seat Post: Storck Carbon
- Handlebar: Storck Carbon Handlebar (RB 177) 40cm c-c
- Handlebar Stem: Storck Alloy Stem 100mm

—- WANNA GET THE WHOLE BIKE ? —-
ALL HIGH END STUFF!! 
Original RRP: $15,500 
Now: $8,500
- Get an almost new bike for about half the price! 
- Frameset: Storck Aernario G2 Pro
- Handlebar: Storck Carbon Handlebar (RB 177) 40cm c-c
- Handlebar Stem: Storck Alloy Stem 100mm
- Group Set: Shimano Dura Ace Di2 9100 Group Set with Rim Brakes
- Crankset: Full Speed Ahead (FSA) Powermeter: Powerbox Carbon with Power2Max, 165mm crank arms, 52Tx36T Chain Rings
- Seat Post: Storck Carbon
- Saddle: Fizik Antares Carbon Rails
- WheelSet: Wheel Angel Customised Hand-Built Carbon Wheelset
- Rims: Venn REV 507 Filament Winding Carbon Technology 50mm Profile 
- Hubs: Industry Nine Torch Classic: Silver with Shimano Freehub Body 
- Cassette: Shimano Dura Ace 11T-28T
- Tyres: Continental GP5000 (Slightly used)
- Bottles Cages: FSA Carbon K-Force 
- Cyclometer Mount: Fouriers
- Pedals: Not included",N,NA,NA,Y,Newton MRT Taxi Stand,kittyseller01,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,49,https://www.carousell.sg/p/storck-aenario-g2-pro-frameset-size-47-s-1227303565/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eMHu6E52kVSuPVld&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=606
159,26 likes,7 images,Giant TCR Advance Pro Disc 2,"2,680",Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Frame : Giant TCR Advance Pro Disc 2 - Carbon
Condition : Brand New 
Frame size Available : M, ML
Groupset : Shimano 105 R7020 11 Speed 
Wheelset : Giant PR-2
Price : $2680

We are BikeMartSG where we sell premium bicycle products at the most affordable pricing in Singapore.

Address : 140 Sims Avenue, Singapore 387462
Hours : Monday to Saturdays, 12pm to 7.30pm
",N,NA,NA,Y,Bikemart SG Pte. Ltd.,bikemartsg,Joined 5 years ago,Very Responsive,Verified,1,1,1,5.0,184,https://www.carousell.sg/p/giant-tcr-advance-pro-disc-2-1236698671/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2618
