,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
92,29 likes,8 images,Avanti carbon Road bike,700,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,Full carbon body shimano tiagra Group set size L ,N,NA,NA,Y,10 Kaki Bukit Road 1,nazmulhasan90,Joined 1 year ago,Not Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/avanti-carbon-road-bike-1239534580/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rf_pYTVSdujSThZR&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1590
93,4 likes,7 images,"Felt F3 SL Carbon Road Bicycle, Size 56 cm","1,700",Well used,Mailing · Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Felt F3 SL carbon road bicycle, size 56 cm
2 x 11 speeds
SRAM RED shifters, derailleurs, crank, chainrings and bottom bracket
Shimano WH-RS31 wheels
Ultegra cassette, chain and pedals
Dura-Ace caliper brakes
Specialized Romin Evo saddle
Meticulously maintained
Self-collect
Delivery available at $40 with upfront payment",Y,Standard delivery S$40,3 - 4 working days,Y,Singapore Polytechnic Staff Apartments,raross,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,13,https://www.carousell.sg/p/felt-f3-sl-carbon-road-bicycle-size-56-cm-1243181771/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=3
94,9 likes,7 images,Giant TCR XS,"1,990",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"XS carbon frame, 105 group set",N,NA,NA,Y,Blk 201B Punggol Field,00cck00,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,67,https://www.carousell.sg/p/giant-tcr-xs-1241816822/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=744
95,16 likes,3 images,"Liv Avail Advanced SL Roadbike (Giant, XS) - PINK","2,800",Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","- Full Carbon & Super Light (SLR) build
- Di-2 Ultegra
- Fully upgraded components
- Newly changed GP5000 tyres

Hardly cycled, letting go due to health condition. I’m 1.6m, for your reference. 

",N,NA,NA,Y,Blk 850 Woodlands St 82,matcha2,Joined 1 year ago,Very Responsive,Verified,1,0,1,5.0,10,https://www.carousell.sg/p/liv-avail-advanced-sl-roadbike-giant-xs-pink-1237961674/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wK8sHFOOSA5bCC8P&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2155
96,1 like,1 image,"Shimano Gear Full suspension 26"" Foreknow Shimano   16 children 27.5 child adult 29 "" 26 seat kid baby 20 mesh seat food delivery front rack thermal inch lady bag 24 WHATSAPP 89501850",300,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!
Self assembly, Toolkit provided


FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

➡️ For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 


-Full suspension
-Wheel diameter: 26 X 4.0
-Speed: 21 Speed Shimano Gear
-Frame: High Carbon Steel (Strong and long-lasting steel)
-Rim: Alluminum Alloy
-Tire: Pneumatic Tire - Absorbs the unevenness of terrain for a smoother ride.
-Dual Shock Absorber (Front and Rear)
-Dual Crown Fork
-Dual mechanical disk brakesTire - Absorbs the unevenness of terrain for a smoother ride.
-Dual Shock Absorber (Front and Rear)
-Dual Crown D26
-Dual mechanical disk brakes


➡️ For fast reply, please whatsapp 8950 1850 for purchase.",Y,Standard delivery S$30,3 - 4 working days,N,NA,better-bikes,Joined 4 years ago,Not Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/shimano-gear-full-suspension-26-foreknow-shimano-16-children-27-5-child-adult-29-26-seat-kid-baby-20-mesh-seat-food-delivery-front-rack-thermal-inch-lady-bag-24-whatsapp-89501850-1238029076/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zFGamB3pInfeF0nv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2227
97,3 likes,3 images,Merida Scultura 500,880,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size S frame,
A high end performance road bicycle. It is an ideal bicycle for avid cyclists looking for a roadie with great components at a competitive price point.
Shimano Ultegra",N,NA,NA,Y,Jervois Lodge,yoavlotan,Joined 6 years ago,Very Responsive,Verified,1,0,1,4.9,40,https://www.carousell.sg/p/merida-scultura-500-1242050587/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eMHu6E52kVSuPVld&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=593
98,28 likes,2 images,Road bike,120,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"roadbike for $125(negotiable)
still in good condi
repainted and has a few scratches
What u see is what u get",N,NA,NA,Y,Lakeside MRT Station (EW26),rdll56200832033,Joined 1 month ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/road-bike-1241460230/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=x44D-rW0ZgP6wlRt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=905
99,9 likes,8 images,(Shimano Tiagra) Java sirulo 3 WTT/WTS,650 700,Like new,Meetup,1 week ago,Road Bikes,Bumped,Used once or twice. As good as new.,"selling to upgrade 

Kept indoor 
Size 53 so suitable for riders 175-188.

Full specs:
Carbon forks, tapered steerer
flat mount disc brakes.
Front & Rear hub: DECA alloy 4 sealed
bearings, quick release
Rims: Decaf 40mm height alloy
Tires: CST 700*25c
Shifters: Shimano Tiagra ST-R4000 2*10
Front derailleur: Shimano Tiagra FD-R4000
Rear derailleur: Shimano Tiagra RD-R4000
Crank: Forged 50/34, compact
Bottom bracket: BB68
Cassette: 11-28T, 10 speed
Pedals: Deca Alloy road pedal
Weight: Size 53 -10.5kg",N,NA,NA,Y,Bus Stop 50201 (Shaw Plaza)Can meet at anytime before 5pm,jittrippin105,Joined 2 months ago,Very Responsive,Verified,1,0,1,5.0,2,https://www.carousell.sg/p/java-sirulo-3-shimano-tiagra-1240096957/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0ysmoC39FqmxkP06&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=703
100,1k likes,6 images,🔥INSTOCKS🔥 26 inch single speed with Black Rim Wheel Bicycle Free Wheel with coaster brake | bike / Bicycle | Road Bicycle / Road Bike [1-3 Days Delivery] .☎️WhatsApp 82998491☎️.💥 Goodmansg / Goodman / Good 💥,160,Brand new,Mailing,39 minutes ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"VISIT US AT OUR OFFICIAL WEBPAGE:

",Y,Standard delivery Free,3 - 4 working days,N,NA,goodmansg,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,538,https://www.carousell.sg/p/🔥instocks🔥-26-inch-single-speed-with-black-rim-wheel-bicycle-free-wheel-with-coaster-brake-bike-bicycle-road-bicycle-road-bike-1-3-days-delivery-☎️whatsapp-82998491☎️-💥-goodmansg-goodman-good-💥-1067389186/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=5
101,16 likes,5 images,BMC Granfondo 01 Road Bike,"1,899",Lightly used,Mailing,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","BMC Granfondo 01 
Full Carbon Frame
Full ULTEGRA R8000 Groupset
with Ultegra Pedals
8.2kg
Size 51cm (160-175cm)
Cleaned Frequently and Well Taken Care
Last Serviced NOV 22’
Able to nego
Rfs upgrade to tt bike",Y,Standard delivery S$2.5,3 - 4 working days,N,NA,mavetan,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/bmc-granfondo-01-road-bike-1241638731/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=819
102,108 likes,3 images,Bianchi Oltre XR4 Rim ( Size 50 ),"8,800",Like new,Meetup,1 month ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Bought brand new frame less than a year from BYX. 
Built up at Spin Axis. 
Need to sell due to no time to cycle. 

- Assioma Duo Power Meter
- Ultegra Di2 11-Speed
- Shimano 50T 
- KMC DLC 11-Speed Chain
- Ceramic Speed OSPW
- Ceramic Speed BB 
- ENVE SES 5.6 Rims 
- ENVE Tubeless Tyres 
- STEALTH Saddle 
- PPF From RikeCool
- Frame Size 50 ( Suitable For Height 168cm - 172cm ) 

Condition : 9 / 10 ",N,NA,NA,Y,Blk 9 Holland Avenue[email protected] (Coffeeshop),weisome,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,64,https://www.carousell.sg/p/bianchi-oltre-xr4-rim-size-50-1165305822/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2578
103,9 likes,4 images,Giant TCR Advance 1 plus,"6,888",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","size M modded with:
Princeton Carbonworks dual 5550
absolute black CR and hollowcage
Durace brake disce
Cadex boast saddle 

rarely use and not urgent sale.

selling as whole no dekit",N,NA,NA,Y,Woodleigh Park,po4766,Joined 7 years ago,NA,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/giant-tcr-advance-1-plus-1238543085/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Kc5ysDvepXtYCCif&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1912
104,8 likes,3 images,Java Mini Velo 18speed 22inch modified version,680,Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"Java CL2 Mini Velo 18speed (2 x 9speed) 22inch Decaf stock Groupset (better than LTWoo and sehsah groupset) Very Smooth and Very New condition bike.

modified version with highten front bar and comfy fat seat. for more durable long ride 

very new condition 

WhatsApp 91272158 if keen",N,NA,NA,Y,NTUC Fairprice,powerdealsg,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,33,https://www.carousell.sg/p/java-mini-velo-18speed-22inch-modified-version-1231880011/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VeufujlyZhqkROXO&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=155
105,17 likes,4 images,Carrera Ualour Hybrid bike S Not btwin# specialized#linus#merida#giant #,215,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Good condition bike
Wheel size 700cc
Frame size S
Shimano tigara group set 9*2speed ",N,NA,NA,Y,Woodlands Vista,lifecircle05,Joined 1 year ago,Very Responsive,Verified,1,0,1,4.5,11,https://www.carousell.sg/p/carrera-ualour-hybrid-bike-s-not-btwin-specialized-linus-merida-giant-1241956269/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=656
106,3 likes,5 images,New Gray F15 roadbike,628,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"New Gray F15 road bike 11 speeds 

disc brake

view at Tampines thanks.",N,NA,NA,Y,ProHealth Medical Group @ Tampines,benpedal,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,93,https://www.carousell.sg/p/new-gray-f15-roadbike-1242130851/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0QG0HuqBxfGXyj0V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=550
107,39 likes,5 images,Allcity MachoMan (Gravel),"2,300",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Build specs (I can provide more photos upon request):
- All-city Macho Man Disc Frameset - 49cm, top tube 535mm (I’m 168cm tall)
- Wheel set: Hplusson Hydra to White Industries CLD hubset purple - silver spoke - 28/28
- Panaracer Gravelking SK 700x38C (tubeless)
- SRAM GXP bottom bracket
- SRAM Rival 1 GXP Crankset, post mount brake caliper
- Shimano PD-M520 pedals
- Ritchey Classic 2-bolt seat post - 27.2mm
- Bontrager Montrose Elite saddle - 270mmx148mm
- White Industries headset - EC34 / purple 
- Ritchey Classic C-220 stem - 100mm
- Ritchey Classic Neo handlebar - 40c-c
- Burgh Cycling LV Bar Tape
- last full bike servicing done in early 2023

**Very Impt notes: selling the entire bike as whole (except the lights and mounts in photos), not looking to part or trade, please don’t bother to ask about these; will not entertain low ballers; minor cosmetic scratch as in last photo, feel free to ask for more photos;",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),rewolfc,Joined 7 years ago,Very Responsive,Verified,1,0,1,4.8,18,https://www.carousell.sg/p/allcity-machoman-gravel-1240627885/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=sOeyzyjXT0UVCDvc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1221
108,1 like,4 images,wtt  specialized allez sprint / swork venge seatpost,150,Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","looking for a longer seatpost like 380mm,400mm (willing to top)
if trade with my shorter one 

have one small clamp mark only 
and grease mark 

able to nego but mainly looking for trade 

also looking to trade saddle clam alloy ver to carbon willing to top 

no issue with seatpost just that i out grown it and need a longer one 

helping a fren list",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),ggbubd,Joined 3 years ago,Very Responsive,Verified,1,0,1,4.7,68,https://www.carousell.sg/p/wtt-wts-socialized-allez-sprint-swork-venge-seatpost-1243179633/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=6
109,19 likes,4 images,RoadBike,189,Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Comes with a free bottle holder. Although it is quite rusted and the colour is tearing off. It still works well. Unless dont want.

It comes with a $5 good quality bell, a free bicycle grip tape for the handle and lastly a free front white flashlight.

It is negotiable so please dm your offer if interested :) 
Payment by cash,PayNow/PayLah. ",N,NA,NA,Y,"Blk 422, Serangoon Central",poopalaas,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/roadbike-1237620063/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bOktFdb77PbKJlzd&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2318
110,3 likes,6 images,Kolor bike 700C 7 Speed S/L lightweight road bike bicycle Aluminum Frame,490,Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"KOLOR Road bike series is a high specification commuter road bike, it provides aluminum alloy frame, vintage design saddle, pu leather grips, 700C tire, Shimano TX50R7/ TY300 7-speeds, complete with a range of refreshing colors. The KOLOR bike is slim and lightweight.

Specifications:

Frame: Aluminium Alloy
Saddle: pu Leather
Grips: pu Leather
Tires: 700 x 23C
Shifter: SHIMANO TX50R7 SPEED
Pedals: Black wide nylon pedals (upgrade to metal alloy pedals for $20)
Weight:  approx. 11.5KG subject to size and accessories

Size:
Suitable for Rider
s (48cm) = 165-170
L (52cm) = 175-220cm

Champagne and black $490
Chrome $520

Accessories to Add on
- Retro metal basket $55
- Lamp $20
- Rear seat $55

Fully assembled",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),grandopening,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,6,https://www.carousell.sg/p/kolor-bike-700c-7-speed-s-l-lightweight-road-bike-bicycle-aluminum-frame-1236992218/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9zqmd_zhxRb9REbB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2533
111,2 likes,1 image,Polygon Strattos S7 (WTT or WTS),"1,400",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Bought it on mid Aug 2022 through carousel.

Size: M (53)

",N,NA,NA,Y,Woodlands Checkpoint (Causeway),sim_2001my,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.8,18,https://www.carousell.sg/p/polygon-strattos-s7-wtt-or-wts-1240887105/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YF92fYnGgTRix20Y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1124
112,11 likes,6 images,Bombtrack bicycle,800,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Blk 756,angsana72,Joined 6 years ago,Not Responsive,Verified,1,1,0,5.0,4,https://www.carousell.sg/p/bombtrack-bicycle-1238542406/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Kc5ysDvepXtYCCif&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1917
113,6 likes,1 image,"SG SELLER Crius Velocity Tiagra 10 Speed shimano Gear Disc Brake Folding Bike Foldable bicycle   29 24"" 26"" lady thermal kid bag rack seat children 20"" mesh 16"" 27.5 WHATSAPP 89501850",600,Brand new,Mailing,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"
Model: Crius Velocity
This is the highest specs (Tiagra-10Speed) model.

10 Speed
Litepro Adjustable Height Headtube
Litepro Aero 451 Disc Brake Wheelset
Disc Brake Wheelset
Litepro Aluminium Handlebar
FR5 Brake Lever
Shimano Disc Brakes
Litepro Hollowtech 56T Crank
Shimano Tiagra 10 Speed Shifter
Shimano Tiagra 10 Speed Derailleur
Sunshine 10speed 11-28 Flywheel
YBN 10 speed chain
Litepro Seat Tube
Jagwire
Well 248 Pedals
Thick cushion seat

✨FREE VIEWING / SELF COLLECT Available
✨Same Day Delivery Available

Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙"""" ",Y,Standard delivery S$30,3 - 4 working days,N,NA,lin-shop,Joined 2 years ago,Not Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/sg-seller-crius-velocity-tiagra-10-speed-shimano-gear-disc-brake-folding-bike-foldable-bicycle-29-24-26-lady-thermal-kid-bag-rack-seat-children-20-mesh-16-27-5-whatsapp-89501850-1238820974/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Kc5ysDvepXtYCCif&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1947
114,35 likes,5 images,Fnhon gust 16” foldable bike,550,Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Like new, seldom used and well maintained.  Not for low ballers.
9 speed sora.
Litepro hollow crank.",N,NA,NA,Y,240 Lorong 1 Toa Payoh,ragana,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,33,https://www.carousell.sg/p/fnhon-gust-16”-foldable-bike-1238082461/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=54yBYGhjNW-jy4Qb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2119
115,4 likes,4 images,Kids Bicycle With Training Handel,60,Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought it for my 5 yr old Son, it is almost new, you can see the picture of tyre. It has a training handle (15$ need to buy separate). 

Bicycle price is 60$ and Training Handle is 15$. Original cost of training handle can be found on Decathlon store. Its almost new. ",N,NA,NA,Y,Punggol Plaza,cr282,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,11,https://www.carousell.sg/p/kids-bicycle-with-training-handel-1243156311/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=21
116,7 likes,7 images,Merida Speeder 300,550,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"*PRICE LOWERED*

- Merida Speeder 300 (Hybrid bike)
- Best bike to use for food delivery
- Very good for touring around different area
- Some scratches on the bike but functioning as good as new
- Paints chipped: Hence why the price is lowered
- Groupset: Tiagra 10 speed
- Size: S (50) For height around 168-170
- Aluminium frame (Lightweight)

Willing to swap to another Merida Speeder or Giant fastroad. I’ll top up too if need be!

PM me for more details and I’m open to negotiations as well. Pls do not lowball!",N,NA,NA,Y,Bus Stop 54389 (Blk 465),ggronjj,Joined 9 years ago,Mostly Responsive,Verified,1,1,1,5.0,24,https://www.carousell.sg/p/merida-speeder-300-1241733297/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=782
117,9 likes,2 images,BRAND NEW ACID TRACK 1.0 WITH SHIMANO 105 R7000 OR SHIMANO SORA R3000,580 680,Brand new,Meetup,3 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"BRAND NEW ACID TRACK 1.0 WITH SHIMANO 105 R7000 OR SHIMANO SORA R3000

Installment plan via pace available at no additional charge ($680/ 3 Mths) 

Specification:

Acidbikecycling.com

Colour available: Apricot Black , Celeste White, Gunmetal Grey

Size 46 / 52

Selling at $880 for Shimano 105

Choice of Shimano Sora R3000 @ $680

Top up $100 for CF series 
Top up $150 for Carbon integrated Fork

Come down and view today at our showroom! 

Welcome viewing. Make an Appointment with us now!
Drop by and Save time on texting👍🏼

Contact us @Cycle21adminQ @Cycle21adminJin

Whatsapp us at 
Wa.link/zoc47x

Join the channel for more bicycle
@cycle21exclusive",N,NA,NA,Y,37 Defu Lane 10,cycle21,Joined 4 years ago,Very Responsive,Verified,1,0,1,4.9,30,https://www.carousell.sg/p/brand-new-acid-track-1-0-with-shimano-105-r7000-or-shimano-sora-r3000-1227056480/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VeufujlyZhqkROXO&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=134
118,6 likes,10 images,Giant TCR Advanced ML,"2,200",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling my TCR Advanced.

Size ML (Medium-Large) I'm 179cm.
Full Dura-Ace 7900 Groupset.
Chain was just replaced, and hasn't been ridden on since. 
90mm Giant stem, but have a 100mm zipp one that I'll throw in 
OG Evkin carbon Handlebars, but I'll include a set of alu bars too.
Yeoleo Sat C60 wheels with DT Swiss 350 hubs. 
Continental GP5000 TL tyres. 
Lizard Skinz Bar tape (almost new)

The wheels/tyres have done less than 1000km and cost $1300.
Bar tape and chain have just been changed. 
Drive chain was stripped down, degreased/regreased for sale and hasn't been ridden since. 

general condition of the bike is excellent, it's well used so normal use marks are present, but no ""damage"" and has never been crashed. Slight rash on the left shifter and on the rear derailleur.

if there's any info I've missed or you want to know more, please just let me know. 

collection from Joo Chiat only.",N,NA,NA,Y,Lotus at Joo Chiat,4ndrew,Joined 5 years ago,Very Responsive,Verified,1,1,1,5.0,59,https://www.carousell.sg/p/giant-tcr-advanced-ml-1241972722/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=641
119,67 likes,10 images,"7-speed KOLOR BRAND retro vintage city bike with leather seat and handle, high carbon steel frame in premium chrome finish with aluminium pedal",550,Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Rarely use since bought it brand new from seller. No sign of scratch or wear and tear.

Accessories like handphone handle, front and rear light, lock set and bell are included. A great deal for vintage look road bike lover. 

Viewing is available upon arrangement. PM for more info. 

Self pick up at Hillview heights condo only. 

",N,NA,NA,Y,Hillview MRT Station (DT3),artofygo,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,37,https://www.carousell.sg/p/7-speed-kolor-brand-retro-vintage-city-bike-with-leather-seat-and-handle-high-carbon-steel-frame-in-premium-chrome-finish-with-aluminium-pedal-1238208626/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=njJIduQ4l4ciRUUW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2032
