,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
91,1 like,1 image,"FREE DELIVERY 26"" 21 Speed Foldable Folding Bicycle Mountain bike Begasso Black Foldies 29 food delivery 26 thermal baby 20 adult 24 seat rack lady seat child bag WHATSAPP 89501850",249.39,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 






➡️ 21 Speed Shimano Gear
➡️ 26"""" Wheel 
➡️ Can bring to the MRT, Public transport
➡️  Gift 🎁 


 

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery Free,3 - 4 working days,N,NA,bettercycle,Joined 2 years ago,Not Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/free-delivery-26-21-speed-foldable-folding-bicycle-mountain-bike-begasso-black-foldies-29-food-delivery-26-thermal-baby-20-adult-24-seat-rack-lady-seat-child-bag-whatsapp-89501850-1241460325/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XFqURe1R8ncLbkNK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=964
92,5 likes,4 images,OSTROY NYC CAMPER CARGO BIBS,185 200,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,,N,NA,NA,Y,Orchard Road,tytan7,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/ostroy-nyc-camper-cargo-bibs-1240423025/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dn6VRbs_hNswnaQ8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1271
93,2 likes,7 images,Focus max izalco,"4,500",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Full carbon at 6.7kg
Full sram red 11
Mavic rsys slr carbon spokes
Dura ace pedal new
Just need to replace new tyres and go for a top riding bike",N,NA,NA,Y,Blk 136 Rivervale Street,mixalot,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.9,88,https://www.carousell.sg/p/focus-max-izalco-1239772828/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W4ckrEq5y0WJ0LuY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1482
94,25 likes,6 images,Polygon Helios 580,550,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","10sp carbon road bike, Shimano Ultegra, leather seat ( a bit used), wheels and frame are almost new. no accident, frame sz 52cm.
soul crank length  172.5, 
front chainring aerozine 53t, rear cassette Ultegra 12-25, Ultegra chain, Ultegra brakes and front deteleur, Ultegra shifters, dura ace rear deteleur. 42cm dropbar. catye rear light + light on dropbar ends, almost new panaracer tires.
Low ballers will be ignored.",N,NA,NA,Y,Tiong Bahru Bakery,pro.samuraev,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,5.0,48,https://www.carousell.sg/p/polygon-helios-580-1239407912/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ZXPc8PT0ZZNbgzZp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1598
95,1 like,9 images,Giant Defy pro 2  disc ( ultegra 11s ),"2,399",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant defy
Size ML
Carbon frame 
Full Ultegra Shimano 11s 
Carbon wheelset SLR2
Disc brake model
Continental Gp5000

Original cost $5k in total
Letting go cheap as owner no longer riding 

🔥 instalment plan available 
3months 
6 months
12 months!!",N,NA,NA,Y,Northstar,autumn_angel_sports_pte_ltd,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,376,https://www.carousell.sg/p/giant-defy-pro-2-disc-1243015325/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=86
96,7 likes,5 images,"Allocated 26"" Hybrid Bicycle crossbreed",200,Lightly used,Meetup,3 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",comes with free helmet and light.,N,NA,NA,Y,Chinese Garden MRT Station (EW25),krishnanantha08,Joined 4 years ago,Very Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/allocated-26-hybrid-bicycle-crossbreed-1240613084/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=157
97,6 likes,2 images,PINA Dogma-F for sale! Pls read details,"4,500",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Specs as follow:
Full carbon. Chameleon green brown color.
Dogma F 1:1 Size 43
rare size, for 152cm to 165cm
Shimano Ultegra di2 R8070 disc groupset, 11 speed
Avian lightweight wheels 45mm
7.4kg total weight with pedals and trip computer mount
Fizik R1 Tempo Argo Saddle
Mileage: less 2k+ km.
Frameset looks new, no scratches.
Will throw in bottle cages for free which cost me 100sgd. 
Current bartape is leather brown, see second pic.
Well maintained roadbike. 

RFS: im upgrading :)

If you are interested with frameset only, i can deal with that too!

 Thank you!",N,NA,NA,Y,Sengkang MRT/LRT Interchange (NE16/STC),ashra03,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,43,https://www.carousell.sg/p/pina-dogma-f-for-sale-pls-read-details-1242549757/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=321
98,8 likes,5 images,Factor O2,"7,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Factor 02 rim brake 

Frame size - 46 (Rare size)
Handle bar -  Shimano Pro Vide size 38
Component - Full Dura Ace Di2 (Crank 50-34)
Wheelset - Campy WTO 45 (2ways)

A responsive yet comfortable bike 
Do well in climb and flat, good all rounder.

Negotiable ",N,NA,NA,Y,Punggol MRT/LRT Interchange (NE17/PTC),stan.tk,Joined 4 years ago,Very Responsive,Verified,0,1,1,5.0,7,https://www.carousell.sg/p/factor-o2-1239913141/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1450
99,4 likes,1 image,Ridley Noah SL,"3,200",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Ridley Noah SL, bought end of 2021.
Size XXS top tube 51.5,ideal for 160-172 height 
Campagnolo Potenza 11 speed group set.
Standard 53/39 crank 
11/32 cassette
Lightbicycle wheelset with DT Swiss 240 hub
Carbon cockpit,3T Arc Ltd 100 mm carbon stem and 40mm Deda superzero carbon dropbar.",N,NA,NA,Y,327b Anchorvale RdDrop point327b Anchorvale Rd,nalsorcolgate,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,4.9,34,https://www.carousell.sg/p/ridley-noah-sl-1239138371/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=msSbywTNadwhpevb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1701
100,24 likes,3 images,Wilier 0 SL Disc Brake Frameset ONLY (Black/Red) Size L Road Bike,"2,980",Brand new,Mailing · Meetup,3 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Colour: Black / Red
Size: L


This is frameset ONLY.
Frame includes : Headset , Seat-post Clamp , Fork , Cable covers and any frame hardwares , Front and Rear Thru Axle .

WILIER 0 SL
TAKE IT TO THE TOP

Can the same performance of the bicycle that won the 2020 Tour of Lombardy be condensed in a competitively priced ride?
It is in the Wilier 0 SL, the bike that adopts most of the characteristics of the bicycles used by Astana Premier Tech members Jakob Fuglsang, Alexey Lutsenko and Aleksandr Vlasov.
It guarantees the lightest weight, greatest steering precision and cleanest lines with fully frame-integrated cables, so that every outing becomes your greatest.


--------------------------------

Online Bicycle is the leading online platform for quality cycling brands at affordable prices.

Official Store
",Y,Express delivery S$5,1 - 2 working days,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday",online.bicycle,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,5k,https://www.carousell.sg/p/wilier-0-sl-disc-brake-frameset-only-black-red-size-l-road-bike-1121074835/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=128
101,6 likes,1 image,20 inch mini velo,150,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,back tyre tube need change customised handle bar and neon waterbottle holder ( dm me for pic ),N,NA,NA,Y,Blk 161 Lorong 1 Toa Payoh,yptfpv5hw850185,Joined 2 weeks ago,Not Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/20-inch-mini-velo-1241914237/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Ve_FZZb3bZqo2iFr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=638
102,Like,4 images,Bicycle,60,Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,Used twice . As  good as new ,N,NA,NA,Y,woodlands carpark,kprdeal,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,10,https://www.carousell.sg/p/bicycle-1242418853/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=i1eymQnXgC4TK2M9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=384
103,2 likes,8 images,Betty Leeds fixie inc limited edition road bike,"4,000",Like new,Meetup,3 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"''Fixie inc's Betty Leeds is a bike for those that dare to be different: you are either going to fall completely for Betty's seductively quirky charms or you're not and there is probably no in between.'' - road.cc

For sale is my limited edition Betty Leeds steel frame road bike. 
The bike is a large and comes with full campagnolo centaur. 
The wheels are dt swiss hand built by my local bike shop in the uk with hope hubs. 
2x 10 crank, Ritchey seat post, Reynolds ouzo pro carbon forks, rotor s2 stem and Ritchey logic 2 pro bars. 
This bike is great to ride and has only had light use in dry conditions. 
Open to sensible offers.  ",N,NA,NA,Y,Sixth Avenue MRT Station (DT7),pdwakeling40207,Joined 1 month ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/betty-leeds-fixie-inc-limited-edition-road-bike-1242979173/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=111
104,5 likes,9 images,Polygon Helio C3.0,600,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,size 44,N,NA,NA,Y,Bidadari Park Drive,minieclipse,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,11,https://www.carousell.sg/p/polygon-helio-c3-0-1240375770/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1287
105,10 likes,1 image,Pinarello Dogma F (Frameset - 53),"7,500",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Frame size 53
Condition 8/10
Talon Handlebar 110/42
Original BB included

Bike purchased at Cycleworx, come with 5 years warranty. ",N,NA,NA,Y,Ford & Peugeot Showroom,mhboss,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,21,https://www.carousell.sg/p/pinarello-dogma-f-frameset-53-1242970029/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=116
106,2 likes,1 image,SAVA Road bike,"1,200",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"I used it for around 1 and a half years. 

It's negotiable so please contact me if you are interested about it. 

It has a COSMIC wheel which I bought for 500 dollars as a second hand.
",N,NA,NA,Y,Singapore,seoun,Joined 4 years ago,Mostly Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/sava-road-bike-1239066594/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=msSbywTNadwhpevb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1716
107,Like,1 image,"Speed bike, race master",200,Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,"can negotiate 
pm for details about the bike ",N,NA,NA,Y,Lakeside MRT Station (EW26)Jurong Lake Gardens ActiveSG,shaynnaaaa,Joined 3 years ago,Very Responsive,Verified,1,1,1,5.0,1,https://www.carousell.sg/p/speed-bike-race-master-1242636951/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=294
108,18 likes,5 images,Carbon Fibre Roadbike VISP,800,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Full bike weight 8.2kg.

Carbon fibre frame, fork, seatpost. Aluminium wheetset and handlebar.

Shimano 105 groupset. Hidden routing. Gears indexed well.

With a wired magnetic speedometer. 

Size S. 170cm rider 

Brought it at 1600$. Ridden Sparsely only. Too many bikes at home. 

Price fix. No negotiation.",N,NA,NA,Y,138B Toa Payoh Lorong 1A,bike_loft,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,291,https://www.carousell.sg/p/carbon-fibre-roadbike-visp-1240693374/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1156
109,6 likes,2 images,Ascent Intrepid 20 inch 451 shimano ultegra r8000 custom build mini velo,"2,298 2,299",Like new,Meetup,6 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"1) ultegra RD SS r8000
2) ultegra crank arm r8000
3) stone 52T oval chainring 
4) ultegra drop bar shifter r8000
5) iiipro brake set
6) aeronova 3T drop bar
7) toopeek stem
8) enve seatpost
9) selle royal saddle
10) carbon 451 wheelset lace with fastace dh825 
11) Promend r87c-ti
12) 11-28T ultegra cassette r8000
13) tripeak ceramic BB
14) KMC DLC 11speed",N,NA,NA,Y,Rivervale Drive,icedbear,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,83,https://www.carousell.sg/p/ascent-intrepid-20-inch-451-shimano-ultegra-r8000-custom-build-mini-velo-1231224952/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=447
110,3 likes,2 images,Triban Rc 120 (XS),350,Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling Triban RC 120 (xs)
Used once a month only. 

Included:
- bag
- bike lock
- water bottle holder 

Collect near Tanah Merah Exit B MRT
Original price is 570",N,NA,NA,Y,Tanah Merah MRT Interchange (EW4),jlr_08,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,49,https://www.carousell.sg/p/triban-rc-120-xs-1242356456/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=411
111,16 likes,6 images,Polygon Helios A6.0 (Ultegra Road bike),900,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","used. not abused. clean. size M. speed 2x10
ALL parts are stock (see last picture for the original Ultegra parts used). 
Except chain, tires, seatpost (changed to carbon, original seatpost will be included)
self Collect 312 Sembawang Dr.",N,NA,NA,Y,Blk 313A Sembawang Drive MSCP,markko,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,178,https://www.carousell.sg/p/polygon-helios-a6-0-ultegra-road-bike-1240601840/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1198
112,19 likes,9 images,Polygon Strattos S7 Disc Road Bike 2020. Size M,"1,888",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"95% condition. Price still negotiable.
Bought as brand new last August 2021 at Rodalink.
Pedal cleats included.
Used around 10 rides only with Care.
Selling because I want to shift to Foldie.",N,NA,NA,Y,Yew Tee MRT Station (NS5),john.disarma,Joined 5 years ago,Very Responsive,Verified,0,1,1,5.0,21,https://www.carousell.sg/p/polygon-strattos-s7-disc-road-bike-2020-size-m-1230164984/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xbNpolAVteU4e8TN&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1047
113,14 likes,8 images,Canyon Ultimate CF SL,"6,500",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","The bike is lightly used. Some minor scratches on the Crankset. Bike have been serviced and polish before sale. 

Groupset is Shimano Ultegra Di2 12 Speed Disc. Wheelset is DT Swiss Arc 1400 with DT 240 hubs. 

DM for more info.",N,NA,NA,Y,"500 Changi RdRSCYCLES
Monday - Friday 11am to 7pm
Sat - Sun 10am to 6pm",500rscycles,Joined 2 years ago,Mostly Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/canyon-ultimate-cf-sl-1238713244/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=oNuakoD2MHKIJR6k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1846
114,6 likes,3 images,Canyon Ultimate CF SL8,"3,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Feel free to pm me 


Size S (size 54 equivalent)

Shimano Ultegra R8000 Groupset (11 speed) + Rim brakes

Giant PR2 wheels and tires

Shimano pedals

Canyon bottle cages

Additional options:
+ $800 for 50mm bontrager aelous pro 5 wheelset 
+ $950 for 62mm Reynolds Strike SLG (in my listing
+ $120 for Selle Italia saddle with cutout 


If you choose to get the carbon wheels, I will replace the cassette for you if you want to. 

Not specialized, Giant, Merida, sworks, Bianchi, Cannondale, Colnago, Trek, Factor",N,NA,NA,Y,Great World,littlethriftstore,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,57,https://www.carousell.sg/p/canyon-ultimate-cf-sl8-1240812003/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4OrARvwEYBu13cPH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1114
115,2 likes,3 images,Pearl Izumi Cycling Jersey M size,50,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,NA,N,NA,NA,Y,Clementi MRT Station (EW23),shopeholic,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,6,https://www.carousell.sg/p/pearl-izumi-cycling-jersey-m-size-1238683243/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=WoT4oq-uoYvK157g&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1868
116,11 likes,1 image,Polygon Helios C5 Road Bike,650,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Under utilised road bike for sale!

Brand: Polygon
Frame: Alloy 
Fork: Carbon
Model: Helios C5 (2016)
Gearset: shimano 105
Shifter: shimano 105 st-5800
Rear Derailer: shimano 105 rf-5800ss
Brake: shimano 105 br-5800
Wheels: shimano rs010 clincher
Tire: shwalbe lugano 700x25c
Speed: 2x11 = 22 speed
Size: Small 46cm (I’m about 1.65cm)
Wheel size: 700cc
Weight: 8kg

togoparts.com/magazine/product-reviews/polygon-helios-c5-2016/",N,NA,NA,Y,Waterfront Isle,polarxpress,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.7,36,https://www.carousell.sg/p/polygon-helios-c5-road-bike-1241826373/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TIymlxr_zUgvZFmg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=706
117,42 likes,9 images,Road bike carbon S-Size ,"1,600",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,Road bike for selling — S-size 165-172cm : I’m 167cm  This  carbon road bike is from custom respray a new  Lamborghini Orange color from car shop / full upgrade shimano 105 groupset with hydraulic disc  break / shimano B.B  /  chain KMC / chainring 53-39 / 11-speed  //  ( No include )  ❌ saddle ❌ wheelset ❌  🙂,N,NA,NA,Y,Petir LRT Station (BP7),aaarmour,Joined 2 months ago,Mostly Responsive,Verified,0,0,1,NA,NA,https://www.carousell.sg/p/road-bike-carbon-s-size-1239298147/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=I6sbBBsu5PCgBN1j&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1630
118,5 likes,1 image,Btwin Triban rc500 road bike,410,Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling because don’t really ride it anymore. Will include extra tyres and a helmet 

Frame M size
24 gears
Can meet up anywhere 

Can nego 
Feel free to Dm me to ask any questions 
",N,NA,NA,Y,Everywhere At Singapore,0.______.8,Joined 9 months ago,Very Responsive,Verified,1,0,1,5.0,1,https://www.carousell.sg/p/btwin-triban-rc500-road-bike-1243119548/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=14
119,7 likes,1 image,10 speed half hollow rainbow chain VG Sports,30,Brand new,Meetup,2 months ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"10 Speed Chain
Rainbow
Half Hollow
116 Links
Quick Link
VG Sports

PM for more info
Negotiable",N,NA,NA,Y,Yew Tee MRT Station (NS5)Choa Chu Kang MRT/LRT Interchange (NS4/BP1)See 1+ locations,maxmax97,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,18,https://www.carousell.sg/p/10-speed-half-hollow-rainbow-chain-vg-sports-1228313441/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=I6sbBBsu5PCgBN1j&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1625
120,24 likes,6 images,Giant TCR SL2 road bicycle Size M (with multiple upgrades),758,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","*Price is fixed, won't entertain lowballers*

Purchased in late 2021 with about 500km done on the bicycle. Unfortunately my interest in the hobby has declined and I'm now looking to sell this off due to underutilisation. Perfect for anyone looking to get into road cycling, markedly better than a comparable Decathlon model at this price point.

Have spent about 2k on the bicycle including the listed upgrades as below, my loss is your gain:

Sized in medium, will fit riders 171-182cm. No dents to the frame.

Frame: Giant SL Series ALUXX aluminium alloy
Front Fork: Giant Composite Carbon Front Fork
Handlebar: Giant 31.8mm forged aluminium bar. Reach 72mm, Drop 125mm
Shifters: Shimano Tiagra 2 x 10 speed
Front Derailleur:  2-speed Shimano Tiagra
Rear Derailleur:  10-speed Shimano Tiagra 
Cassette: Shimano 10S 11-34T
Crankset: Shimano 105 (upgraded)
Wheels: Koozer RS1500 (upgraded, sounds good)
Tyres: Continental Ultra Sport 3 700 x 25C
Brake: Shimano Ultegra Rim (upgraded)_
Saddle: Giant Approach (new)
Chain: KMC 10

Pickup at my location, delivery can be arranged as well.",N,NA,NA,Y,White Sands Shopping Centre,gearsec0nd,Joined 9 years ago,Very Responsive,Verified,1,1,1,4.9,33,https://www.carousell.sg/p/giant-tcr-sl2-road-bicycle-size-m-with-multiple-upgrades-1241756655/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=740
